"","geneID","transcript_id","chromosome_RefSeq","start","stop"
"858","111950021","XM_023967354.1","NC_036863.1",31312969,31351592
"859","111950021","XM_023967355.1","NC_036863.1",31312969,31351592
"860","111950025","XM_023967356.1","NC_036863.1",15129857,15155764
"861","111950025","XM_023967357.1","NC_036863.1",15129857,15155764
"862","111950026","XM_023967358.1","NC_036863.1",39395822,39402975
"863","111950027","XM_023967361.1","NC_036840.1",7680334,7687721
"864","111950027","XM_023967367.1","NC_036840.1",7680334,7687720
"865","111950027","XM_023967374.1","NC_036840.1",7680847,7687721
"866","111950029","XM_023967359.1","NC_036863.1",47481285,47482565
"867","111950030","XM_023967360.1","NC_036863.1",18462877,18548304
"868","111950031","XM_023967362.1","NC_036863.1",35414012,35419656
"869","111950031","XM_023967363.1","NC_036863.1",35414012,35419656
"870","111950033","XM_023967364.1","NC_036863.1",4438977,4441408
"871","111950035","XM_024134523.1","NC_036863.1",10931995,11053339
"872","111950036","XM_023967365.1","NC_036863.1",18623441,18626268
"873","111950036","XM_023967366.1","NC_036863.1",18624289,18626268
"874","111950037","XM_023967368.1","NC_036863.1",531779,536036
"875","111950038","XM_023967369.1","NC_036863.1",1015916,1017604
"876","111950039","XM_023967370.1","NC_036863.1",27850644,27852057
"877","111950041","XM_023967371.2","NC_036863.1",2659276,2803944
"878","111950042","XM_024134542.1","NC_036863.1",2645265,2659182
"879","111950043","XM_023967375.1","NC_036863.1",38050645,38052884
"880","111950045","XM_023967376.1","NC_036863.1",23109077,23112465
"881","111950045","XM_023967377.1","NC_036863.1",23109077,23112470
"882","111950045","XM_023967378.1","NC_036863.1",23109077,23112464
"883","111950046","XM_023967379.1","NC_036863.1",47139297,47156224
"884","111950047","XM_023967380.1","NC_036863.1",22414007,22438841
"885","111950048","XM_023967381.1","NC_036863.1",39656060,39663759
"886","111950049","XM_023967383.1","NC_036840.1",7687907,7706175
"887","111950049","XM_023967392.1","NC_036840.1",7687907,7709818
"888","111950051","XM_023967382.1","NC_036863.1",26250853,26284932
"889","111950054","XM_023967384.1","NC_036863.1",38532685,38547393
"890","111950054","XM_023967385.1","NC_036863.1",38532684,38547393
"891","111950055","XM_023967386.1","NC_036863.1",4176051,4181000
"892","111950056","XM_023967387.1","NC_036863.1",671801,681374
"893","111950056","XM_023967388.1","NC_036863.1",672157,681374
"894","111950057","XM_023967389.1","NC_036863.1",38057500,38069303
"895","111950057","XM_023967390.1","NC_036863.1",38057500,38069303
"896","111950058","XM_023967391.1","NC_036863.1",36231185,36244588
"897","111950059","XM_023967393.1","NC_036863.1",28765904,28779659
"898","111950059","XM_023967394.1","NC_036863.1",28765904,28781513
"899","111950060","XM_023967395.1","NC_036863.1",30001264,30016265
"900","111950061","XM_023967396.2","NC_036863.1",30321711,30329230
"901","111950061","XM_023967397.2","NC_036863.1",30321711,30329417
"902","111950062","XM_023967398.1","NC_036863.1",12927369,12958897
"903","111950062","XM_023967399.1","NC_036863.1",12927369,12958536
"904","111950062","XM_023967400.1","NC_036863.1",12927369,12958536
"905","111950063","XM_023967406.2","NC_036840.1",7747319,7750183
"906","111950064","XM_023967401.1","NC_036863.1",9294803,9361449
"907","111950064","XM_023967402.1","NC_036863.1",9294803,9361449
"908","111950064","XM_023967403.1","NC_036863.1",9294803,9361449
"909","111950064","XM_023967404.1","NC_036863.1",9294803,9361449
"910","111950064","XM_023967405.1","NC_036863.1",9294803,9361449
"911","111950064","XM_023967407.1","NC_036863.1",9294804,9361449
"912","111950064","XM_023967408.1","NC_036863.1",9294804,9361449
"913","111950065","XM_023967409.1","NC_036863.1",38074506,38081418
"914","111950066","XM_023967410.1","NC_036863.1",29802404,29828768
"915","111950067","XM_023967411.1","NC_036863.1",47849638,47866740
"916","111950068","XM_023967412.1","NC_036863.1",41901123,41915146
"917","111950069","XM_023967413.1","NC_036863.1",41924169,41937241
"918","111950069","XM_023967414.1","NC_036863.1",41924169,41937241
"919","111950069","XM_023967415.1","NC_036863.1",41924169,41937241
"920","111950069","XM_023967416.1","NC_036863.1",41924169,41937241
"921","111950070","XM_023967418.1","NC_036840.1",7746404,7786071
"922","111950071","XM_023967417.1","NC_036863.1",43679842,43680903
"923","111950074","XM_023967423.1","NC_036863.1",42489475,42490508
"924","111950079","XM_023967464.1","NC_036838.1",3854406,3858610
"925","111950080","XM_023967428.1","NC_036840.1",7803504,7813991
"926","111950081","XM_023967425.1","NC_036863.1",35585188,35586005
"927","111950082","XM_023967426.1","NC_036863.1",28829611,28831863
"928","111950083","XM_023967427.1","NC_036863.1",40429575,40436369
"929","111950084","XM_023967429.1","NC_036863.1",41295655,41320730
"930","111950084","XM_023967430.1","NC_036863.1",41294667,41320730
"931","111950084","XM_023967431.1","NC_036863.1",41294667,41320730
"932","111950084","XM_023967432.1","NC_036863.1",41295655,41320730
"933","111950085","XM_023967433.1","NC_036863.1",41322900,41325679
"934","111950085","XM_023967434.1","NC_036863.1",41322900,41325681
"935","111950086","XM_023967435.1","NC_036863.1",19697570,19711399
"936","111950086","XM_023967436.1","NC_036863.1",19697570,19711759
"937","111950087","XM_023967441.1","NC_036840.1",7838083,7845675
"938","111950088","XM_023967437.1","NC_036863.1",15056385,15125682
"939","111950089","XM_023967438.1","NC_036863.1",32122460,32203067
"940","111950089","XM_023967439.1","NC_036863.1",32122460,32203067
"941","111950089","XM_023967440.1","NC_036863.1",32122460,32203067
"942","111950090","XM_023967442.1","NC_036863.1",27175272,27194022
"943","111950090","XM_023967443.1","NC_036863.1",27175272,27194022
"944","111950091","XM_023967444.1","NC_036863.1",21024055,21124961
"945","111950092","XM_023967445.1","NC_036863.1",43545298,43565045
"946","111950092","XM_023967446.1","NC_036863.1",43546053,43565045
"947","111950092","XM_023967447.1","NC_036863.1",43546340,43565045
"948","111950093","XM_023967448.1","NC_036863.1",43584527,43605460
"949","111950094","XM_023967449.1","NC_036863.1",48142441,48157613
"950","111950096","XM_023967450.1","NC_036863.1",10661518,10674799
"951","111950097","XM_023967451.1","NC_036863.1",37430307,37445244
"952","111950097","XM_023967452.1","NC_036863.1",37435179,37445244
"953","111950098","XM_023967453.1","NC_036863.1",35351745,35366781
"954","111950100","XM_023967455.1","NC_036863.1",39272027,39275986
"955","111950101","XM_023967456.1","NC_036863.1",42037054,42047200
"956","111950101","XM_023967457.1","NC_036863.1",42037054,42047200
"957","111950101","XM_023967458.1","NC_036863.1",42037054,42047200
"958","111950101","XM_023967459.1","NC_036863.1",42037054,42047200
"959","111950103","XM_023967460.1","NC_036863.1",11062686,11074418
"960","111950103","XM_023967461.1","NC_036863.1",11062686,11074418
"961","111950104","XM_023967462.1","NC_036863.1",41664860,41667082
"962","111950105","XM_023967463.1","NC_036863.1",26464881,26495273
"963","111950105","XM_023967465.2","NC_036863.1",26465196,26495273
"964","111950105","XM_023967466.1","NC_036863.1",26464881,26495273
"965","111950105","XM_023967467.1","NC_036863.1",26464880,26495273
"966","111950105","XM_023967468.1","NC_036863.1",26464881,26495273
"967","111950105","XM_023967469.1","NC_036863.1",26464880,26495273
"968","111950105","XM_023967470.1","NC_036863.1",26464880,26495273
"969","111950106","XM_023967472.1","NC_036840.1",7946876,7962297
"970","111950109","XM_023967471.1","NC_036863.1",19669335,19672510
"971","111950110","XM_023967473.1","NC_036863.1",7653651,7677196
"972","111950112","XM_023967475.1","NC_036863.1",30410290,30415836
"973","111950112","XM_023967476.1","NC_036863.1",30410290,30415833
"974","111950112","XM_023967477.1","NC_036863.1",30410290,30415835
"975","111950112","XM_023967478.1","NC_036863.1",30410290,30415836
"976","111950112","XM_023967479.1","NC_036863.1",30410290,30415835
"977","111950113","XM_023967480.1","NC_036863.1",30388204,30408583
"978","111950113","XM_023967481.1","NC_036863.1",30388204,30408578
"979","111950114","XM_023967486.1","NC_036840.1",8380819,8383309
"980","111950115","XM_023967482.1","NC_036863.1",32224648,32226973
"981","111950115","XM_023967483.1","NC_036863.1",32224629,32226973
"982","111950115","XM_023967484.1","NC_036863.1",32224629,32226973
"983","111950115","XM_023967485.1","NC_036863.1",32222871,32226973
"984","111950116","XM_023967487.1","NC_036863.1",41347045,41352390
"985","111950118","XM_023967488.1","NC_036863.1",17941969,17944772
"986","111950119","XM_023967489.1","NC_036863.1",33865704,33911371
"987","111950119","XM_023967490.1","NC_036863.1",33865704,33911371
"988","111950119","XM_023967491.1","NC_036863.1",33865704,33911371
"989","111950119","XM_023967492.1","NC_036863.1",33865704,33911371
"990","111950119","XM_023967493.1","NC_036863.1",33865704,33911371
"991","111950119","XM_023967494.1","NC_036863.1",33865704,33911371
"992","111950119","XM_023967495.1","NC_036863.1",33865704,33911371
"993","111950119","XM_023967496.1","NC_036863.1",33865704,33911370
"994","111950119","XM_023967497.1","NC_036863.1",33865704,33911371
"995","111950119","XM_023967498.1","NC_036863.1",33865704,33911370
"996","111950119","XM_023967500.1","NC_036863.1",33865704,33911370
"997","111950120","XM_023967499.1","NC_036840.1",8388191,8389973
"998","111950120","XM_023967507.1","NC_036840.1",8388541,8389973
"999","111950120","XM_023967517.1","NC_036840.1",8388190,8389973
"1000","111950122","XM_023967503.1","NC_036863.1",12670842,12695146
"1001","111950124","XM_023967505.1","NC_036863.1",40356394,40382829
"1002","111950125","XM_023967506.2","NC_036863.1",26784428,26788912
"1003","111950126","XM_023967882.1","NC_036838.1",7260904,7328688
"1004","111950127","XM_023967508.1","NC_036863.1",22635414,22866566
"1005","111950127","XM_023967509.1","NC_036863.1",22627805,22816897
"1006","111950127","XM_023967510.1","NC_036863.1",22627805,22866566
"1007","111950127","XM_023967511.1","NC_036863.1",22627805,22646614
"1008","111950128","XM_023967512.1","NC_036863.1",606834,609765
"1009","111950129","XM_023967513.1","NC_036863.1",40020844,40026071
"1010","111950129","XM_023967514.1","NC_036863.1",40020844,40026072
"1011","111950129","XM_023967515.1","NC_036863.1",40020844,40026073
"1012","111950129","XM_023967516.1","NC_036863.1",40020844,40026073
"1013","111950130","XM_023967518.1","NC_036863.1",25377627,25387353
"1014","111950131","XM_023967519.1","NC_036863.1",13405602,13441664
"1015","111950132","XM_023967520.1","NC_036863.1",662632,667173
"1016","111950133","XM_023967521.1","NC_036863.1",3496561,3500657
"1017","111950133","XM_023967522.1","NC_036863.1",3496561,3500657
"1018","111950133","XM_023967523.1","NC_036863.1",3496560,3500657
"1019","111950133","XM_023967524.1","NC_036863.1",3496671,3500657
"1020","111950133","XM_023967525.1","NC_036863.1",3496669,3500657
"1021","111950134","XM_023967530.1","NC_036840.1",8390526,8392120
"1022","111950134","XM_023967539.1","NC_036840.1",8390525,8392120
"1023","111950136","XM_023967531.1","NC_036863.1",12986602,12999328
"1024","111950136","XM_023967532.1","NC_036863.1",12986601,12999328
"1025","111950136","XM_023967533.1","NC_036863.1",12986603,12999328
"1026","111950136","XM_023967534.1","NC_036863.1",12986602,12999328
"1027","111950137","XM_023967535.1","NC_036863.1",12612171,12620919
"1028","111950137","XM_023967536.1","NC_036863.1",12612170,12620919
"1029","111950137","XM_023967537.1","NC_036863.1",12612172,12620919
"1030","111950137","XM_023967538.1","NC_036863.1",12612173,12620917
"1031","111950138","XM_023967540.1","NC_036863.1",27133405,27144443
"1032","111950139","XM_023967541.1","NC_036863.1",33206321,33222486
"1033","111950140","XM_023967542.1","NC_036863.1",27467348,27475658
"1034","111950140","XM_023967543.1","NC_036863.1",27467348,27475658
"1035","111950141","XM_023967544.1","NC_036863.1",27454757,27467102
"1036","111950141","XM_023967545.1","NC_036863.1",27454757,27467102
"1037","111950141","XM_023967546.1","NC_036863.1",27454559,27467102
"1038","111950142","XM_023967548.1","NC_036840.1",8401369,8424869
"1039","111950143","XM_023967547.1","NC_036863.1",41753086,41755935
"1040","111950144","XM_024134524.1","NC_036863.1",35661166,35671866
"1041","111950144","XM_024134525.1","NC_036863.1",35574414,35671866
"1042","111950144","XM_024134526.1","NC_036863.1",35574414,35671866
"1043","111950144","XM_024134527.1","NC_036863.1",35566381,35671866
"1044","111950144","XM_024134528.1","NC_036863.1",35574414,35671866
"1045","111950144","XM_024134529.1","NC_036863.1",35566381,35671866
"1046","111950144","XM_024134530.1","NC_036863.1",35661175,35671866
"1047","111950144","XM_024134531.1","NC_036863.1",35574417,35671866
"1048","111950144","XM_024134532.1","NC_036863.1",35574417,35671866
"1049","111950144","XM_024134533.1","NC_036863.1",35566381,35671866
"1050","111950144","XM_024134534.1","NC_036863.1",35574417,35671866
"1051","111950144","XM_024134535.1","NC_036863.1",35566381,35671866
"1052","111950145","XM_023967574.1","NC_036838.1",3861285,3873546
"1053","111950147","XM_023967551.1","NC_036840.1",8424931,8430043
"1054","111950148","XM_023967549.2","NC_036863.1",35657860,35660187
"1055","111950149","XM_024134536.1","NC_036863.1",35594917,35596944
"1056","111950150","XM_023967550.1","NC_036863.1",35526674,35538180
"1057","111950151","XM_023967552.1","NC_036863.1",35641783,35643531
"1058","111950152","XM_023967553.1","NC_036863.1",35503500,35505017
"1059","111950153","XM_023967554.1","NC_036863.1",35500459,35502013
"1060","111950154","XM_023967555.1","NC_036863.1",35578083,35585199
"1061","111950155","XM_023967556.1","NC_036863.1",26895476,26908329
"1062","111950156","XM_023967557.2","NC_036863.1",37567696,37573885
"1063","111950156","XM_023967558.1","NC_036863.1",37567696,37574206
"1064","111950156","XM_023967559.2","NC_036863.1",37567696,37573885
"1065","111950159","XM_023967560.1","NC_036863.1",33025702,33029047
"1066","111950160","XM_023967561.1","NC_036863.1",33022877,33025011
"1067","111950161","XM_023967562.1","NC_036863.1",26645592,26649411
"1068","111950162","XM_023967563.1","NC_036863.1",26497102,26517233
"1069","111950163","XM_023967564.1","NC_036863.1",39228652,39242191
"1070","111950163","XM_023967565.1","NC_036863.1",39228652,39239516
"1071","111950164","XM_023967566.1","NC_036863.1",4108031,4112314
"1072","111950165","XM_023967567.2","NC_036863.1",38568750,38583156
"1073","111950166","XM_023967568.1","NC_036863.1",30505873,30524203
"1074","111950166","XM_023967569.1","NC_036863.1",30506494,30524203
"1075","111950167","XM_023967572.1","NC_036840.1",8446597,8455445
"1076","111950167","XM_023967579.1","NC_036840.1",8446597,8455445
"1077","111950168","XM_023967570.1","NC_036863.1",20032984,20046319
"1078","111950170","XM_023967571.1","NC_036863.1",42679586,42685203
"1079","111950171","XM_023967573.1","NC_036863.1",3361004,3367748
"1080","111950174","XM_023967575.1","NC_036863.1",14469877,14485399
"1081","111950174","XM_023967576.1","NC_036863.1",14469877,14485399
"1082","111950175","XM_023967577.1","NC_036863.1",27779746,27790201
"1083","111950176","XM_023967578.1","NC_036863.1",32046001,32102943
"1084","111950177","XM_023967580.1","NC_036863.1",36440369,36444685
"1085","111950178","XM_023967581.1","NC_036863.1",36453049,36462004
"1086","111950178","XM_023967582.1","NC_036863.1",36453049,36462004
"1087","111950179","XM_023967583.1","NC_036863.1",11280578,11284941
"1088","111950179","XM_023967584.1","NC_036863.1",11277197,11284941
"1089","111950179","XM_023967585.1","NC_036863.1",11280578,11284941
"1090","111950179","XM_023967586.1","NC_036863.1",11277197,11284941
"1091","111950179","XM_023967587.1","NC_036863.1",11280573,11284941
"1092","111950180","XM_023967588.1","NC_036863.1",49620665,49622873
"1093","111950180","XM_023967589.1","NC_036863.1",49620665,49622873
"1094","111950180","XM_023967590.1","NC_036863.1",49620665,49622873
"1095","111950180","XM_023967591.2","NC_036863.1",49620665,49623310
"1096","111950182","XM_023967592.1","NC_036863.1",42464904,42473866
"1097","111950182","XM_023967593.1","NC_036863.1",42463910,42473866
"1098","111950183","XM_023967594.1","NC_036863.1",31502387,31540468
"1099","111950184","XM_023967595.1","NC_036863.1",31540543,31546948
"1100","111950186","XM_023967596.1","NC_036863.1",17779777,17784037
"1101","111950187","XM_023967597.1","NC_036863.1",33114565,33124977
"1102","111950189","XM_023967599.1","NC_036840.1",8851211,8868504
"1103","111950191","XM_023967598.1","NC_036863.1",5049005,5072483
"1104","111950193","XM_023967600.1","NC_036863.1",30374235,30379481
"1105","111950193","XM_023967601.1","NC_036863.1",30374235,30378676
"1106","111950194","XM_023967602.2","NC_036863.1",39295874,39302224
"1107","111950194","XM_023967603.2","NC_036863.1",39295874,39302224
"1108","111950195","XM_023967604.1","NC_036863.1",11246229,11254295
"1109","111950195","XM_023967605.1","NC_036863.1",11246252,11254295
"1110","111950196","XM_023967607.1","NC_036840.1",8928794,9017098
"1111","111950198","XM_023967606.1","NC_036863.1",39771842,39775440
"1112","111950199","XM_023967608.1","NC_036863.1",43362181,43367758
"1113","111950200","XM_023967609.1","NC_036863.1",30087175,30090000
"1114","111950200","XM_023967610.1","NC_036863.1",30087175,30090000
"1115","111950204","XM_023967612.1","NC_036863.1",13371568,13384576
"1116","111950205","XM_023967613.1","NC_036863.1",40136288,40140856
"1117","111950207","XM_023967614.1","NC_036863.1",1552986,1555622
"1118","111950208","XM_023967615.1","NC_036863.1",1561814,1605779
"1119","111950209","XM_023967616.2","NC_036863.1",4365647,4394324
"1120","111950209","XM_024134539.1","NC_036863.1",4373433,4394324
"1121","111950209","XM_024134540.1","NC_036863.1",4365647,4394324
"1122","111950210","XM_023967617.2","NC_036863.1",11316314,11346834
"1123","111950210","XM_023967618.2","NC_036863.1",11316314,11346834
"1124","111950210","XM_023967619.2","NC_036863.1",11316314,11346834
"1125","111950211","XM_023967620.1","NC_036863.1",3434347,3436902
"1126","111950212","XM_023967621.1","NC_036863.1",37372519,37377051
"1127","111950214","XM_023967622.1","NC_036863.1",39588855,39608212
"1128","111950214","XM_023967623.1","NC_036863.1",39588855,39608212
"1129","111950214","XM_023967624.1","NC_036863.1",39588855,39608212
"1130","111950214","XM_023967625.2","NC_036863.1",39588854,39608212
"1131","111950214","XM_023967626.1","NC_036863.1",39589117,39608212
"1132","111950214","XM_023967627.1","NC_036863.1",39591405,39608212
"1133","111950214","XM_023967628.1","NC_036863.1",39588857,39608212
"1134","111950214","XM_023967629.1","NC_036863.1",39588856,39608212
"1135","111950214","XM_023967630.1","NC_036863.1",39588856,39608212
"1136","111950214","XM_023967631.1","NC_036863.1",39588857,39608212
"1137","111950216","XM_023967632.1","NC_036863.1",30357241,30363782
"1138","111950217","XM_023967635.2","NC_036840.1",9133795,9138602
"1139","111950217","XM_023967642.2","NC_036840.1",9133795,9138606
"1140","111950217","XM_023967650.2","NC_036840.1",9133795,9138603
"1141","111950218","XM_023967633.1","NC_036863.1",20282200,20288381
"1142","111950219","XM_023967634.1","NC_036863.1",20699228,20707071
"1143","111950220","XM_023967636.1","NC_036863.1",44037828,44063188
"1144","111950221","XM_023967637.1","NC_036863.1",3076828,3084562
"1145","111950223","XM_023967639.1","NC_036863.1",41756590,41763839
"1146","111950224","XM_023967640.1","NC_036863.1",41764000,41775137
"1147","111950225","XM_023967641.1","NC_036863.1",11057326,11061153
"1148","111950226","XM_024134543.1","NC_036863.1",26813237,26843557
"1149","111950227","XM_023967680.1","NC_036838.1",3915432,3918547
"1150","111950227","XM_023967762.1","NC_036838.1",3915432,3918547
"1151","111950228","XM_023967643.1","NC_036863.1",24766404,24801962
"1152","111950229","XM_023967644.2","NC_036863.1",27275039,27316946
"1153","111950229","XM_023967645.1","NC_036863.1",27275039,27290249
"1154","111950231","XM_023967648.1","NC_036863.1",684950,686409
"1155","111950232","XM_023967649.1","NC_036863.1",36580291,36584900
"1156","111950233","XM_023967651.1","NC_036863.1",37464919,37476089
"1157","111950234","XM_023967652.1","NC_036863.1",37494609,37499143
"1158","111950235","XM_023967653.1","NC_036863.1",37476748,37479249
"1159","111950236","XM_023967654.1","NC_036863.1",37479288,37484361
"1160","111950236","XM_023967655.1","NC_036863.1",37479285,37497660
"1161","111950238","XM_023967657.2","NC_036863.1",28256581,28261615
"1162","111950238","XM_023967658.1","NC_036863.1",28256581,28260440
"1163","111950240","XM_023967659.1","NC_036863.1",41915354,41920105
"1164","111950241","XM_023967660.1","NC_036863.1",37176599,37181919
"1165","111950241","XM_023967661.1","NC_036863.1",37176606,37181919
"1166","111950242","XM_023967663.1","NC_036863.1",37194442,37293116
"1167","111950242","XM_023967664.1","NC_036863.1",37194442,37293116
"1168","111950242","XM_023967665.1","NC_036863.1",37199081,37293116
"1169","111950243","XM_023967666.1","NC_036863.1",37254115,37263276
"1170","111950244","XM_023967667.1","NC_036863.1",37185132,37190612
"1171","111950245","XM_023967668.1","NC_036863.1",37757870,37761585
"1172","111950246","XM_023967669.1","NC_036863.1",10725083,10745675
"1173","111950246","XM_023967670.1","NC_036863.1",10725083,10745674
"1174","111950246","XM_023967671.1","NC_036863.1",10725083,10744784
"1175","111950246","XM_023967672.1","NC_036863.1",10725083,10744784
"1176","111950247","XM_023967674.1","NC_036840.1",9186196,9196422
"1177","111950247","XM_023967681.1","NC_036840.1",9186196,9194943
"1178","111950247","XM_023967691.1","NC_036840.1",9186196,9193243
"1179","111950251","XM_023967675.1","NC_036863.1",24699889,24704110
"1180","111950253","XM_023967676.1","NC_036863.1",43174677,43184742
"1181","111950258","XM_023967686.1","NC_036863.1",3848238,3956336
"1182","111950258","XM_023967687.1","NC_036863.1",3848238,3956336
"1183","111950258","XM_023967688.1","NC_036863.1",3852544,3956336
"1184","111950258","XM_023967689.1","NC_036863.1",3850210,3956336
"1185","111950258","XM_023967690.1","NC_036863.1",3848238,3956336
"1186","111950258","XM_023967692.1","NC_036863.1",3848237,3956336
"1187","111950259","XM_023967693.1","NC_036863.1",20414638,20427653
"1188","111950261","XM_023967694.1","NC_036863.1",15616213,15855624
"1189","111950261","XM_023967695.1","NC_036863.1",15784987,15855624
"1190","111950261","XM_023967696.1","NC_036863.1",15830650,15855624
"1191","111950262","XM_023967697.1","NC_036863.1",41459637,41468573
"1192","111950263","XM_023967702.1","NC_036840.1",9145277,9160653
"1193","111950264","XM_023967698.1","NC_036863.1",19214067,19255769
"1194","111950267","XM_023967705.1","NC_036863.1",29166240,29203755
"1195","111950267","XM_023967706.1","NC_036863.1",29166240,29203755
"1196","111950267","XM_023967707.1","NC_036863.1",29166240,29203755
"1197","111950267","XM_023967708.1","NC_036863.1",29166240,29203756
"1198","111950268","XM_023967709.1","NC_036863.1",29484674,29494046
"1199","111950269","XM_023967710.1","NC_036863.1",29205657,29224866
"1200","111950269","XM_023967711.1","NC_036863.1",29205657,29224866
"1201","111950271","XM_023967712.1","NC_036863.1",29130554,29156026
"1202","111950273","XM_023967713.1","NC_036863.1",29362720,29367945
"1203","111950274","XM_023967714.1","NC_036863.1",29235876,29240731
"1204","111950274","XM_023967715.1","NC_036863.1",29235493,29240731
"1205","111950274","XM_023967716.1","NC_036863.1",29235874,29240731
"1206","111950274","XM_023967717.1","NC_036863.1",29235880,29240731
"1207","111950275","XM_023967718.1","NC_036863.1",29252542,29260713
"1208","111950276","XM_023967719.1","NC_036863.1",29101509,29108667
"1209","111950277","XM_023967720.1","NC_036863.1",29387384,29391196
"1210","111950278","XM_023967725.1","NC_036840.1",9255465,9260721
"1211","111950279","XM_023967721.1","NC_036863.1",29400504,29415231
"1212","111950279","XM_023967722.1","NC_036863.1",29400499,29415231
"1213","111950280","XM_023967723.1","NC_036863.1",29508271,29534723
"1214","111950280","XM_023967724.1","NC_036863.1",29508271,29534723
"1215","111950280","XM_023967726.2","NC_036863.1",29514081,29534723
"1216","111950280","XM_023967727.2","NC_036863.1",29514081,29534723
"1217","111950280","XM_023967728.1","NC_036863.1",29508272,29534723
"1218","111950280","XM_023967729.1","NC_036863.1",29508271,29526819
"1219","111950280","XM_023967730.1","NC_036863.1",29508272,29534723
"1220","111950280","XM_023967731.1","NC_036863.1",29508271,29525342
"1221","111950280","XM_023967732.1","NC_036863.1",29508271,29525342
"1222","111950280","XM_023967733.2","NC_036863.1",29514082,29534723
"1223","111950280","XM_023967734.2","NC_036863.1",29514082,29534723
"1224","111950280","XM_023967735.2","NC_036863.1",29514082,29525342
"1225","111950280","XM_023967736.2","NC_036863.1",29514082,29525342
"1226","111950280","XM_024134541.1","NC_036863.1",29514081,29534723
"1227","111950281","XM_023967741.1","NC_036840.1",9262114,9270442
"1228","111950281","XM_023967751.1","NC_036840.1",9262114,9270442
"1229","111950282","XM_023967737.2","NC_036863.1",29346601,29356535
"1230","111950282","XM_023967738.1","NC_036863.1",29346601,29356117
"1231","111950282","XM_023967739.2","NC_036863.1",29346601,29356535
"1232","111950282","XM_023967740.2","NC_036863.1",29344404,29356535
"1233","111950282","XM_023967742.2","NC_036863.1",29346601,29356535
"1234","111950282","XM_023967743.2","NC_036863.1",29346601,29356535
"1235","111950282","XM_023967744.2","NC_036863.1",29346601,29356535
"1236","111950282","XM_023967745.2","NC_036863.1",29346601,29356535
"1237","111950282","XM_023967746.1","NC_036863.1",29346601,29355210
"1238","111950282","XM_023967747.2","NC_036863.1",29350586,29356535
"1239","111950282","XM_023967748.2","NC_036863.1",29350596,29356535
"1240","111950283","XM_023967749.2","NC_036863.1",29728347,29729215
"1241","111950284","XM_023967750.1","NC_036863.1",29535438,29537113
"1242","111950286","XM_023967752.1","NC_036863.1",29369453,29373684
"1243","111950291","XM_023967754.1","NC_036863.1",28176988,28184054
"1244","111950291","XM_023967755.1","NC_036863.1",28179895,28184054
"1245","111950291","XM_023967756.1","NC_036863.1",28176989,28184054
"1246","111950291","XM_023967757.1","NC_036863.1",28180014,28184054
"1247","111950293","XM_023967758.1","NC_036863.1",28135900,28155022
"1248","111950293","XM_023967759.1","NC_036863.1",28135899,28155022
"1249","111950294","XM_023967760.1","NC_036863.1",28185321,28198313
"1250","111950295","XM_023967761.1","NC_036863.1",28198576,28253515
"1251","111950296","XM_023967763.1","NC_036863.1",5439980,5502731
"1252","111950296","XM_023967764.1","NC_036863.1",5439980,5502731
"1253","111950296","XM_023967765.1","NC_036863.1",5439980,5502731
"1254","111950298","XM_023967766.2","NC_036863.1",28597266,28618954
"1255","111950300","XM_023967767.1","NC_036863.1",3025135,3062992
"1256","111950300","XM_023967768.2","NC_036863.1",3025135,3062992
"1257","111950300","XM_023967769.2","NC_036863.1",3025135,3062992
"1258","111950302","XM_023967770.1","NC_036863.1",11573684,11601196
"1259","111950302","XM_023967771.1","NC_036863.1",11573684,11602915
"1260","111950303","XM_023967772.1","NC_036863.1",40148152,40158114
"1261","111950303","XM_023967773.1","NC_036863.1",40148152,40158114
"1262","111950304","XM_023967776.1","NC_036840.1",9339355,9343444
"1263","111950305","XM_023967774.1","NC_036863.1",40174261,40187076
"1264","111950306","XM_023967775.1","NC_036863.1",40203056,40216141
"1265","111950309","XM_023967777.1","NC_036863.1",24376284,24485619
"1266","111950310","XM_023967778.1","NC_036863.1",20888086,20949408
"1267","111950310","XM_023967779.1","NC_036863.1",20888086,20910030
"1268","111950311","XM_023967780.1","NC_036863.1",20854856,20886256
"1269","111950311","XM_023967781.1","NC_036863.1",20854856,20886256
"1270","111950311","XM_023967782.1","NC_036863.1",20854551,20886256
"1271","111950311","XM_023967783.1","NC_036863.1",20854556,20886256
"1272","111950311","XM_023967784.1","NC_036863.1",20854736,20886256
"1273","111950311","XM_023967785.1","NC_036863.1",20854269,20886256
"1274","111950311","XM_023967786.2","NC_036863.1",20859622,20886256
"1275","111950312","XM_023967790.1","NC_036840.1",9407851,9415707
"1276","111950314","XM_023967798.1","NC_036863.1",17543420,17709022
"1277","111950314","XM_023967799.1","NC_036863.1",17543419,17709022
"1278","111950315","XM_023967803.1","NC_036840.1",10131720,10155987
"1279","111950316","XM_023967800.1","NC_036863.1",40616208,40669423
"1280","111950316","XM_023967801.1","NC_036863.1",40616208,40669425
"1281","111950317","XM_023967802.1","NC_036863.1",40671774,40675790
"1282","111950319","XM_023967804.1","NC_036863.1",6176195,6183212
"1283","111950320","XM_023967805.1","NC_036863.1",39377315,39385783
"1284","111950321","XM_023967806.1","NC_036863.1",39302967,39377233
"1285","111950322","XM_023967807.2","NC_036863.1",35924157,35929938
