"X","gene_name","gene_id","chromosome_RefSeq","start","stop","direction","direction_unique","log2FoldChange_LB_vs_PL","log2FoldChange_LB_vs_SB","log2FoldChange_PL_vs_SB","pvalue","padj","chrom"
474,"LOC111965071",111965071,"NC_036845.1",10741084,10763480,"LB","LB",0.650862350922133,0.526900806526862,-0.12396154439527,9.45562029594642e-08,2.00792878049215e-05,"chr036845.1"
475,"LOC111965099",111965099,"NC_036845.1",12490039,12520209,"SB","SB",0.105832843892756,-0.254031580935715,-0.359864424828472,0.00118981798296988,0.0315826685185388,"chr036845.1"
476,"LOC111965147",111965147,"NC_036845.1",14114027,14139882,"ALL","PL",-0.310844381800948,-0.124442029949347,0.186402351851601,0.00160691583824612,0.0389564273118154,"chr036845.1"
477,"LOC111965165",111965165,"NC_036845.1",14763664,14786638,"LB","LB",0.276005987082875,0.417348872847077,0.141342885764202,0.000246183398548021,0.0108140959694048,"chr036845.1"
478,"LOC111965170",111965170,"NC_036845.1",14864472,14895879,"PL","PL",0.248048885584787,0.0177234201673224,-0.230325465417464,0.000210528775643193,0.00972723206037216,"chr036845.1"
479,"LOC111965172",111965172,"NC_036845.1",14926887,14964140,"SB","SB",0.0900699735047946,-0.396196772323728,-0.486266745828523,0.00219826953878298,0.0482017025870084,"chr036845.1"
481,"LOC111965209",111965209,"NC_036845.1",16475775,16498990,"LB","LB",0.323775509873546,0.533876811462368,0.210101301588822,2.6404733949183e-05,0.00202260411185964,"chr036845.1"
482,"LOC111965232",111965232,"NC_036845.1",17152691,17185249,"LB","LB",-0.199840300359722,-0.168423500644305,0.0314167997154166,5.53225977877528e-05,0.00348155365792657,"chr036845.1"
485,"LOC111965294",111965294,"NC_036845.1",20407378,20433294,"ALL","PL",-0.371676157571894,-0.168551987527841,0.203124170044052,0.00149934860617109,0.0371423163762034,"chr036845.1"
486,"LOC111964699",111964699,"NC_036845.1",20763612,20795920,"SB","SB",-0.195299209319232,0.349992121168504,0.545291330487737,0.0017034864602303,0.0404857946440316,"chr036845.1"
488,"LOC111965323",111965323,"NC_036845.1",22333879,22373006,"LB","LB",1.14300800757667,0.639314456518128,-0.503693551058538,1.46829446893658e-05,0.00130438419153181,"chr036845.1"
489,"aff2",111965337,"NC_036845.1",24720385,24919354,"PL","PL",-0.429741331228615,-0.130346001104623,0.299395330123992,0.000831109498067388,0.0248919973113193,"chr036845.1"
490,"LOC111965350",111965350,"NC_036845.1",25636846,25677294,"PL","PL",-0.914383539532502,0.0408340320552888,0.95521757158779,2.16836455240944e-05,0.00173600315274554,"chr036845.1"
495,"LOC111965358",111965358,"NC_036845.1",25898673,25922622,"ALL","PL",0.250949102991035,-0.222778819056095,-0.47372792204713,3.29997151059836e-06,0.000392340924209164,"chr036845.1"
501,"LOC111965365",111965365,"NC_036845.1",26152259,26194611,"PL","PL",0.323959708090668,-0.214242282038869,-0.538201990129537,0.000822527734354846,0.0247256444596752,"chr036845.1"
503,"LOC111965375",111965375,"NC_036845.1",27319565,27351525,"ALL","PL",-0.339587371305848,-0.163502018050764,0.176085353255085,0.000727915309940936,0.0229226938602336,"chr036845.1"
505,"LOC111965398",111965398,"NC_036845.1",28863904,28888482,"LB","LB",-0.589699136009678,-0.548546223089134,0.0411529129205439,0.000594848796896284,0.0201689235717527,"chr036845.1"
507,"LOC111965406",111965406,"NC_036845.1",29205441,29237994,"PL","PL",-0.306901947338602,-0.0290648070998949,0.277837140238707,7.74363654017653e-05,0.00455555269645052,"chr036845.1"
509,"LOC111965481",111965481,"NC_036846.1",907005,933685,"PL","PL",-1.02408669940394,-0.320446852580345,0.7036398468236,0.000997867621161099,0.0278855195188651,"chr036846.1"
510,"LOC111965628",111965628,"NC_036846.1",1100609,1126306,"ALL","PL",0.146229870345031,0.0423143763209826,-0.103915494024048,0.00218960757095118,0.0481180501618546,"chr036846.1"
512,"LOC111965629",111965629,"NC_036846.1",1107940,1130095,"PL","PL",-0.664443132229997,0.0470338617536293,0.711476993983627,0.00165665315176298,0.0397736980994606,"chr036846.1"
515,"LOC111965652",111965652,"NC_036846.1",1788438,1824965,"ALL","SB",-0.498421369035058,0.514293570479408,1.01271493951447,0.000117228600926343,0.00634216313730936,"chr036846.1"
517,"LOC111965490",111965490,"NC_036846.1",2670953,2743961,"SB","SB",-0.252863823651536,-0.803286347722929,-0.550422524071392,0.00215686292435836,0.0476887676649613,"chr036846.1"
518,"LOC111965676",111965676,"NC_036846.1",2966119,3001801,"PL","PL",-0.359552400567947,0.0392152357543068,0.398767636322254,0.00166956990592079,0.0399404886870338,"chr036846.1"
520,"LOC111965686",111965686,"NC_036846.1",3323512,3351447,"LB","LB",0.444965429480182,0.413099442602303,-0.0318659868778789,4.25142715687897e-07,7.06377290375163e-05,"chr036846.1"
524,"LOC111965694",111965694,"NC_036846.1",3469267,3498053,"PL","PL",-0.473474984619308,0.0982324032376811,0.571707387856989,0.00134392526220069,0.0343639872260073,"chr036846.1"
527,"LOC111965712",111965712,"NC_036846.1",3889932,3912586,"PL","PL",0.472874620492204,0.169453540026975,-0.303421080465229,0.000543204996190798,0.0190964092276305,"chr036846.1"
528,"setd7",111965713,"NC_036846.1",3900309,3928952,"LB","LB",0.151470867435346,0.173695060109681,0.0222241926743353,0.00146402653223442,0.0364720787923643,"chr036846.1"
532,"LOC111965747",111965747,"NC_036846.1",7224961,7261217,"ALL","LB",0.181909023131795,0.09473198547803,-0.0871770376537654,0.00192781853324968,0.0440469930698187,"chr036846.1"
533,"LOC111965790",111965790,"NC_036846.1",8548829,8576463,"ALL","SB",0.0798240952888649,-0.0914698004216085,-0.171293895710473,0.000904452267020679,0.0263119410427774,"chr036846.1"
534,"LOC111965796",111965796,"NC_036846.1",9276099,9302568,"PL","PL",-0.866024414057824,-0.0193063261848805,0.846718087872944,8.49945881416498e-06,0.000823203681732906,"chr036846.1"
535,"LOC111965816",111965816,"NC_036846.1",10321163,10346285,"LB","LB",-0.261686204068133,-0.298931725398144,-0.0372455213300114,0.00125276650652844,0.0327070072151509,"chr036846.1"
536,"fam198b",111965838,"NC_036846.1",12329226,12360522,"ALL","LB",0.253700516037894,0.440250481401735,0.186549965363841,0.000561452994100501,0.0195064816841353,"chr036846.1"
538,"LOC111965853",111965853,"NC_036846.1",13995941,14149428,"SB","SB",0.223934377948455,-0.533831907469085,-0.75776628541754,2.06216230742163e-05,0.00167551955929564,"chr036846.1"
541,"tcaim",111965930,"NC_036846.1",19155535,19183177,"SB","SB",0.00569195053936189,0.2370122845573,0.231320334017938,0.00139507439350421,0.0352407151183539,"chr036846.1"
544,"LOC111965968",111965968,"NC_036846.1",20354456,20384653,"LB","LB",-0.894725199845615,-0.606206079692231,0.288519120153384,6.70929954763288e-07,0.000105306832030238,"chr036846.1"
545,"LOC111965591",111965591,"NC_036846.1",23830263,23906086,"LB","LB",-0.501792446381551,-0.356822052876692,0.144970393504858,0.00231003602291074,0.0497617494826502,"chr036846.1"
546,"LOC111966170",111966170,"NC_036847.1",481659,508157,"ALL","LB",0.849751724296235,0.467505409858125,-0.38224631443811,0.00095272844055142,0.0271397750174296,"chr036847.1"
547,"LOC111966211",111966211,"NC_036847.1",3324050,3359819,"ALL","PL",-0.439977974778718,-0.213082785512073,0.226895189266644,0.00141421661194395,0.0355370467087224,"chr036847.1"
549,"LOC111966220",111966220,"NC_036847.1",3709185,3734566,"LB","LB",0.707716338364977,0.738015776694157,0.0302994383291794,7.57186589834531e-05,0.00447438682772756,"chr036847.1"
550,"LOC111966226",111966226,"NC_036847.1",4674154,4715224,"LB","LB",-0.727042061239213,-0.432619523877489,0.294422537361725,0.000103849679155239,0.00576765141154481,"chr036847.1"
551,"LOC111966259",111966259,"NC_036847.1",5599282,5627303,"SB","SB",0.0854906075350016,0.424434049777493,0.338943442242492,0.00220959441077236,0.0482881554825321,"chr036847.1"
552,"LOC111966261",111966261,"NC_036847.1",5615682,5639611,"LB","LB",0.194025002135618,0.273204178860632,0.0791791767250138,2.55736505772449e-05,0.00198345637582499,"chr036847.1"
553,"LOC111966267",111966267,"NC_036847.1",5736683,5770078,"LB","LB",-0.420818889575656,-0.395535396727645,0.0252834928480105,9.83541960002172e-05,0.00553992216052287,"chr036847.1"
555,"LOC111966284",111966284,"NC_036847.1",6633915,6691471,"PL","PL",-0.727567011988574,-0.0896889403922412,0.637878071596333,5.57040490250094e-05,0.00349912532596351,"chr036847.1"
557,"LOC111966317",111966317,"NC_036847.1",8011995,8078134,"ALL","PL",-0.300241016774494,0.209567778222984,0.509808794997479,6.07027893381157e-05,0.00374884566814397,"chr036847.1"
566,"LOC111966338",111966338,"NC_036847.1",8953582,8981367,"LB","LB",-0.552501025653095,-0.343823015915382,0.208678009737714,0.00146655926017737,0.0365122684775193,"chr036847.1"
568,"LOC111966340",111966340,"NC_036847.1",8996240,9024933,"ALL","SB",0.117700979104037,0.301151783888235,0.183450804784198,0.00117003616455756,0.0312245538270032,"chr036847.1"
570,"LOC111966353",111966353,"NC_036847.1",9444463,9488786,"LB","LB",-0.183755813209286,-0.243402337977266,-0.0596465247679806,0.00222115241694499,0.0484578423913472,"chr036847.1"
571,"LOC111966404",111966404,"NC_036847.1",12281029,12366337,"ALL","LB",-0.748198589302819,-0.395456988505543,0.352741600797276,0.000585976358542623,0.0200361060917009,"chr036847.1"
572,"LOC111966573",111966573,"NC_036847.1",20796090,20843779,"PL","PL",-0.471447276988377,-0.00963979271135156,0.461807484277026,0.000498170037505626,0.0180401364141633,"chr036847.1"
577,"LOC111966605",111966605,"NC_036847.1",22375668,22426098,"PL","PL",-0.575610720231033,0.311186578566838,0.886797298797872,4.31375720422378e-06,0.00048803218968583,"chr036847.1"
578,"LOC111966611",111966611,"NC_036847.1",22560903,22607709,"ALL","SB",0.432063588135091,-0.530234634874018,-0.962298223009108,0.00116962412471115,0.0312245538270032,"chr036847.1"
583,"mfsd4a",111966615,"NC_036847.1",22650781,22674271,"PL","PL",0.519780300626102,-0.250607153978504,-0.770387454604606,0.000125966445317152,0.00673233855120339,"chr036847.1"
585,"LOC111966637",111966637,"NC_036847.1",23821663,23860133,"PL","PL",-0.626917374171214,-0.022048596289256,0.604868777881958,1.03766509483116e-10,5.4218001204928e-08,"chr036847.1"
586,"LOC111966648",111966648,"NC_036847.1",24604732,24646608,"ALL","PL",0.168661370069308,0.0364997455648521,-0.132161624504456,0.000863424515910548,0.0256134918108718,"chr036847.1"
589,"LOC111966698",111966698,"NC_036847.1",25027730,25065714,"ALL","LB",0.374482518762829,0.199511870463175,-0.174970648299654,0.000251516774707656,0.0110118314483363,"chr036847.1"
590,"LOC111966700",111966700,"NC_036847.1",25065923,25089754,"ALL","LB",0.374163764694935,0.22261510197577,-0.151548662719165,0.000742688865042534,0.0232404845002672,"chr036847.1"
591,"LOC111966718",111966718,"NC_036847.1",25427799,25458419,"LB","LB",0.228350389788296,0.265945085729026,0.0375946959407298,0.000684415279325438,0.0219756953081223,"chr036847.1"
593,"LOC111966115",111966115,"NC_036847.1",25438524,25471568,"PL","PL",-0.366430231639511,0.0429324534058799,0.409362685045391,0.000182510102715365,0.00888171100346463,"chr036847.1"
594,"ints11",111966728,"NC_036847.1",26510123,26539380,"ALL","LB",0.2236620269622,0.150583443332815,-0.0730785836293846,0.000876348650941331,0.0257934387557278,"chr036847.1"
595,"LOC111966772",111966772,"NC_036847.1",28433334,28456623,"LB","LB",0.431036916757282,0.314685391663608,-0.116351525093674,4.82270449665414e-05,0.00314465674157859,"chr036847.1"
596,"LOC111966098",111966098,"NC_036847.1",28451676,28474064,"SB","SB",-0.0109372278755806,0.592866528322434,0.603803756198014,0.000960007106507545,0.027268871387278,"chr036847.1"
597,"LOC111966799",111966799,"NC_036847.1",29963698,30009521,"ALL","PL",-0.254366742689473,-0.122484590056398,0.131882152633075,0.000979876632926952,0.0276159695482819,"chr036847.1"
598,"LOC111966815",111966815,"NC_036847.1",30542186,30565652,"ALL","LB",0.377402389254746,0.221901593367987,-0.155500795886758,0.000590383536964079,0.0201064581928333,"chr036847.1"
599,"LOC111968287",111968287,"NC_036848.1",1,29357,"LB","LB",-0.67745837916533,-1.03543618723115,-0.357977808065824,0.000607175394832093,0.0204503264875169,"chr036848.1"
600,"tgfbi",111967179,"NC_036848.1",207090,265148,"ALL","PL",-0.246425542538315,-0.120469536868308,0.125956005670007,0.00219129823057879,0.0481285689913075,"chr036848.1"
602,"LOC111967185",111967185,"NC_036848.1",490240,514554,"PL","PL",1.31171267575386,0.169207464700908,-1.14250521105295,3.79824880724375e-06,0.000438454825975724,"chr036848.1"
603,"LOC111967186",111967186,"NC_036848.1",519394,544565,"PL","PL",-0.272716476786907,0.136180703222769,0.408897180009676,0.00120484784408678,0.0318750885334351,"chr036848.1"
604,"LOC111967243",111967243,"NC_036848.1",3319672,3343534,"SB","SB",0.109612045977902,-0.620623092954989,-0.730235138932891,0.000368087434567552,0.0145585179548581,"chr036848.1"
605,"LOC111967247",111967247,"NC_036848.1",3523807,3545988,"LB","LB",-0.256874168098309,-0.316538301954843,-0.0596641338565332,0.000274945434180278,0.0117651758526927,"chr036848.1"
606,"LOC111967092",111967092,"NC_036848.1",3694006,3726027,"LB","LB",2.10323429886585,1.23089768639506,-0.872336612470793,2.228789977e-07,4.05987385259955e-05,"chr036848.1"
607,"phf6",111967271,"NC_036848.1",4221203,4248487,"PL","PL",0.21951097345957,0.0418837083835423,-0.177627265076028,0.00165093265407266,0.0396843436399669,"chr036848.1"
608,"rnf212",111967322,"NC_036848.1",5563898,5591141,"PL","PL",0.712392624796128,0.0202872416925412,-0.692105383103587,0.000248470258580901,0.0109024905726493,"chr036848.1"
612,"LOC111967117",111967117,"NC_036848.1",10301601,10354286,"LB","LB",0.679498302757956,0.537400859045345,-0.142097443712611,2.68773687458782e-05,0.00204072717571477,"chr036848.1"
613,"LOC111967380",111967380,"NC_036848.1",10429058,10463860,"PL","PL",-0.430080541198768,-0.00342436858825404,0.426656172610514,0.00139735488545045,0.0352535910159787,"chr036848.1"
614,"LOC111967452",111967452,"NC_036848.1",13783600,13807224,"LB","LB",0.610885903904956,0.373409649542776,-0.23747625436218,0.000750741598132397,0.023381920675951,"chr036848.1"
615,"LOC111967169",111967169,"NC_036848.1",14507078,14530567,"LB","LB",-0.915367554907418,-0.855478936823907,0.0598886180835118,6.86584208468916e-06,0.000700880691987164,"chr036848.1"
616,"LOC111967498",111967498,"NC_036848.1",14753969,14782460,"LB","LB",-0.51399033136152,-0.553526867191982,-0.0395365358304621,0.000773591814248513,0.0237214910763,"chr036848.1"
617,"LOC111967641",111967641,"NC_036848.1",26586675,26657271,"SB","SB",0.303323594646699,0.961838909905433,0.658515315258734,3.64263543926153e-05,0.00256925494303864,"chr036848.1"
621,"LOC111968208",111968208,"NC_036848.1",26654565,26683176,"SB","SB",0.345929072260045,1.32315905664457,0.977229984384525,2.64300336685562e-06,0.000326958453887342,"chr036848.1"
622,"LOC111967722",111967722,"NC_036848.1",31203249,31227804,"ALL","PL",-0.330617109431295,-0.129758777168405,0.20085833226289,0.00202577703893213,0.0457065944409062,"chr036848.1"
623,"LOC111967769",111967769,"NC_036848.1",33303327,33328706,"PL","PL",-0.510557773589935,-0.096646936951023,0.413910836638912,0.00219417472505904,0.0481599907819552,"chr036848.1"
624,"LOC111968229",111968229,"NC_036848.1",34588234,34622381,"PL","PL",-1.22310482139908,-0.496087021861458,0.72701779953762,0.000497849270474793,0.0180401364141633,"chr036848.1"
625,"LOC111967865",111967865,"NC_036848.1",38569321,38605138,"ALL","SB",-0.257336485122427,-0.563827267084242,-0.306490781961816,0.000347438662392161,0.0138860376082046,"chr036848.1"
626,"dhrs7c",111967879,"NC_036848.1",38656972,38681008,"PL","PL",-0.833917638587086,-0.185033353825551,0.648884284761534,3.34108457688794e-12,2.50329185940038e-09,"chr036848.1"
627,"LOC111967870",111967870,"NC_036848.1",39177520,39211488,"ALL","PL",0.216002542781738,0.0767403137173007,-0.139262229064437,0.000678823944753997,0.0219333595168277,"chr036848.1"
628,"LOC111967887",111967887,"NC_036848.1",39242917,39273726,"LB","LB",-0.498793572990738,-0.549438908735068,-0.0506453357443302,4.36609708259842e-05,0.00293363308206402,"chr036848.1"
629,"LOC111967893",111967893,"NC_036848.1",39519262,39555492,"LB","LB",0.264225520603366,0.209844560258524,-0.0543809603448417,5.20788755698876e-05,0.0033355679820649,"chr036848.1"
630,"LOC111968250",111968250,"NC_036848.1",40501577,40553897,"PL","PL",-1.24356467118232,-0.0896010230365461,1.15396364814577,0.000962484525377032,0.0273001860733728,"chr036848.1"
631,"LOC111967041",111967041,"NC_036848.1",40683145,40708938,"LB","LB",-0.735416098023547,-0.752872035527045,-0.0174559375034973,0.000597213550827934,0.0201689235717527,"chr036848.1"
632,"LOC111967944",111967944,"NC_036848.1",41121055,41143821,"LB","LB",-0.9811812993109,-0.608482604485029,0.372698694825871,5.97165013262278e-06,0.000634048734669654,"chr036848.1"
633,"LOC111967982",111967982,"NC_036848.1",43744005,43785975,"PL","PL",-0.373955681593033,0.102869062858729,0.476824744451762,0.000578404546465439,0.0198517238894923,"chr036848.1"
634,"LOC111967984",111967984,"NC_036848.1",43841106,43872531,"ALL","LB",0.891177012913025,0.472257515720234,-0.418919497192791,4.06955380851222e-05,0.00277190363183568,"chr036848.1"
635,"LOC111967998",111967998,"NC_036848.1",44433497,44472392,"SB","SB",-0.0873764130579732,0.38883599629451,0.476212409352484,0.00050516352521509,0.0181538855984536,"chr036848.1"
637,"LOC111968000",111968000,"NC_036848.1",44516055,44556096,"ALL","PL",0.25289290483755,0.111884708268423,-0.141008196569127,0.0013473064127706,0.0344282739067699,"chr036848.1"
640,"LOC111967054",111967054,"NC_036848.1",45466040,45487945,"LB","LB",0.507512077707026,0.420065337466697,-0.0874467402403286,3.83431168896263e-05,0.00266189715329906,"chr036848.1"
641,"LOC111968093",111968093,"NC_036848.1",51260246,51326860,"PL","PL",-0.319968387793199,-0.0141500115053107,0.305818376287888,4.31460321285232e-05,0.00290887764995527,"chr036848.1"
646,"LOC111968095",111968095,"NC_036848.1",51384942,51434346,"LB","LB",0.455640986581385,0.432314878551645,-0.0233261080297397,0.00034640910451864,0.0138808330377752,"chr036848.1"
647,"LOC111968115",111968115,"NC_036848.1",52361677,52419146,"PL","PL",-0.734430220193876,-0.187883870756961,0.546546349436915,0.000782098645682939,0.0239269161941984,"chr036848.1"
648,"LOC111968124",111968124,"NC_036848.1",52528349,52561915,"LB","LB",-0.794851673319877,-1.19966025117078,-0.404808577850901,5.29458185716509e-05,0.00337261476665219,"chr036848.1"
650,"LOC111968155",111968155,"NC_036848.1",53603279,53627836,"LB","LB",0.250495494189157,0.301980823066638,0.0514853288774812,9.70646463773494e-07,0.00014382228013599,"chr036848.1"
653,"LOC111968972",111968972,"NC_036849.1",2357472,2388424,"ALL","LB",-0.4221670466224,-0.255426760115703,0.166740286506697,7.69593450414142e-05,0.00453420710919074,"chr036849.1"
654,"LOC111968465",111968465,"NC_036849.1",4585296,4628379,"SB","SB",0.222198340433078,0.798774556479571,0.576576216046493,0.00151391410462052,0.0374105547160354,"chr036849.1"
658,"LOC111968473",111968473,"NC_036849.1",5489853,5574107,"ALL","PL",-0.655494518723267,-0.311184743873711,0.344309774849556,3.96382661110591e-07,6.69802360540492e-05,"chr036849.1"
660,"LOC111968559",111968559,"NC_036849.1",10786171,10808918,"LB","LB",0.568086783050633,0.819415625457481,0.251328842406848,0.000133983134323933,0.00703765907936953,"chr036849.1"
663,"dph6",111968581,"NC_036849.1",12450375,12549371,"LB","LB",-0.234305150613657,-0.200265401833697,0.0340397487799602,0.00154533010817142,0.0379264886251466,"chr036849.1"
664,"coq6",111968713,"NC_036849.1",17312100,17345819,"ALL","SB",0.298411161541878,0.682623096279321,0.384211934737443,4.00567727596013e-07,6.71162213621843e-05,"chr036849.1"
666,"aldh6a1",111968715,"NC_036849.1",17356086,17390192,"LB","LB",-0.303288069414404,-0.477799743472969,-0.174511674058565,3.01308863264345e-05,0.00222397304093441,"chr036849.1"
668,"LOC111968724",111968724,"NC_036849.1",17424339,17506441,"PL","PL",1.89226640909802,0.875995722168483,-1.01627068692954,2.93742978758029e-17,9.72044473873443e-14,"chr036849.1"
671,"LOC111968725",111968725,"NC_036849.1",17488803,17512561,"LB","LB",0.334322765372832,0.315137241724302,-0.0191855236485291,0.000628737618383961,0.020858120990833,"chr036849.1"
676,"LOC111968747",111968747,"NC_036849.1",18388756,18416245,"LB","LB",0.63889932968735,0.404034219914762,-0.234865109772588,2.23040230971973e-08,5.90461838126469e-06,"chr036849.1"
678,"LOC111968768",111968768,"NC_036849.1",19573811,19604131,"PL","PL",0.35973137344051,0.00131340206477866,-0.358417971375732,0.000916298874490342,0.0265012587807804,"chr036849.1"
681,"LOC111968837",111968837,"NC_036849.1",22903519,22926247,"LB","LB",-1.06514812627108,-0.846224476275585,0.218923649995493,0.00188507431954807,0.0432945640423678,"chr036849.1"
682,"arhgef10",111968846,"NC_036849.1",23475201,23543554,"LB","LB",-0.398719980481382,-0.491229982163887,-0.092510001682505,1.14973046895343e-06,0.000167237351363153,"chr036849.1"
683,"LOC111969031",111969031,"NC_036849.1",23524884,23571189,"LB","LB",-0.85093926541033,-1.30224596489875,-0.451306699488423,0.00012249911297308,0.00658246248465628,"chr036849.1"
684,"LOC111968873",111968873,"NC_036849.1",25566152,25597867,"ALL","PL",0.146398932931477,-0.121144477405006,-0.267543410336483,3.08498965106504e-05,0.00225192902654031,"chr036849.1"
685,"LOC111968921",111968921,"NC_036849.1",29349138,29378399,"LB","LB",0.246793055132677,0.183280854589832,-0.0635122005428451,0.00212792365152525,0.0473225066567592,"chr036849.1"
686,"phkb",111969247,"NC_036850.1",9087899,9164818,"ALL","PL",-0.224229416606914,0.193860780527585,0.418090197134499,0.000569610362633516,0.0196688934784147,"chr036850.1"
687,"LOC111969335",111969335,"NC_036850.1",14323106,14352019,"PL","PL",2.1923575976372,0.33955125855974,-1.85280633907746,2.68352737622507e-05,0.00204072717571477,"chr036850.1"
688,"LOC111969113",111969113,"NC_036850.1",15404191,15457084,"LB","LB",0.618505622197165,0.689350417849737,0.0708447956525714,3.06571710609172e-05,0.00224249603176779,"chr036850.1"
689,"LOC111969363",111969363,"NC_036850.1",15503027,15534546,"ALL","PL",0.252990552265967,0.0905944144517267,-0.16239613781424,0.000358369019553944,0.0142308337664871,"chr036850.1"
691,"LOC112067723",112067723,"NC_036850.1",16226468,16259668,"ALL","LB",-0.782159028550714,-0.42846112068174,0.353697907868974,0.000922150441308763,0.0265544554201385,"chr036850.1"
693,"LOC111969378",111969378,"NC_036850.1",16240279,16262334,"PL","PL",-1.8962021072448,-0.673314706337364,1.22288740090743,5.96555352914744e-06,0.000634048734669654,"chr036850.1"
697,"LOC111969379",111969379,"NC_036850.1",16300237,16323009,"LB","LB",0.421123311805333,0.278313470876433,-0.1428098409289,0.00109181809262609,0.029716310115272,"chr036850.1"
699,"LOC111969398",111969398,"NC_036850.1",16829963,16854278,"PL","PL",0.388716685401292,0.122546478681222,-0.26617020672007,5.57780491396349e-05,0.00349912532596351,"chr036850.1"
700,"LOC111969411",111969411,"NC_036850.1",17293294,17331725,"LB","LB",0.230262661800532,0.360077655277647,0.129814993477114,0.00104932485794608,0.0288564335935171,"chr036850.1"
701,"LOC111969412",111969412,"NC_036850.1",17402023,17433562,"LB","LB",0.199920071042942,0.24678391456148,0.0468638435185376,0.00154437991992012,0.0379264886251466,"chr036850.1"
705,"LOC111969417",111969417,"NC_036850.1",17414954,17447095,"SB","SB",-0.0868324237518467,0.254669028307284,0.34150145205913,0.000422710815958664,0.0162025545383384,"chr036850.1"
708,"LOC111969144",111969144,"NC_036850.1",20413134,20450416,"PL","PL",1.99882381907143,0.200301693580479,-1.79852212549095,1.12938387666767e-08,3.24984302481689e-06,"chr036850.1"
709,"LOC111969499",111969499,"NC_036850.1",20579607,20604784,"SB","SB",0.18143147024288,0.702803387299996,0.521371917057117,3.65051517002095e-09,1.24967204656493e-06,"chr036850.1"
711,"LOC111969506",111969506,"NC_036850.1",20699296,20755767,"SB","SB",0.112033751780103,0.797098655523756,0.685064903743653,1.33877310878621e-07,2.6986132055787e-05,"chr036850.1"
712,"LOC111969507",111969507,"NC_036850.1",20799913,20823933,"PL","PL",0.425886495370927,-0.289222569671095,-0.715109065042022,4.41885561142399e-06,0.000497089961273787,"chr036850.1"
713,"LOC111969515",111969515,"NC_036850.1",20964459,21074988,"PL","PL",-0.45162202661707,-0.0186538164996427,0.432968210117427,0.000569370016537451,0.0196688934784147,"chr036850.1"
714,"kiaa0355",111969527,"NC_036850.1",21685409,21745650,"ALL","LB",-0.266799351694265,-0.177319652131739,0.0894796995625263,0.000560915292945322,0.0195064816841353,"chr036850.1"
716,"LOC111969532",111969532,"NC_036850.1",21808473,21830140,"LB","LB",1.33861873650463,1.67344926575421,0.334830529249583,0.000401250681952646,0.0156365697549947,"chr036850.1"
717,"LOC111969535",111969535,"NC_036850.1",21813683,21840845,"ALL","SB",0.118971076442842,-0.12857113896721,-0.247542215410053,0.000983083135312026,0.0276279060886345,"chr036850.1"
718,"spata5l1",111969547,"NC_036850.1",22232022,22262841,"LB","LB",0.315399003198317,0.33064194975749,0.015242946559173,0.000325688717435411,0.0132505463202053,"chr036850.1"
719,"LOC111969154",111969154,"NC_036850.1",22323650,22356844,"PL","PL",-0.585465101694769,0.0640393010213759,0.649504402716145,0.000185779403912175,0.00898574924403468,"chr036850.1"
720,"LOC111969635",111969635,"NC_036851.1",813207,888294,"PL","PL",-0.475347528070902,0.193289488616157,0.668637016687059,4.12501223247137e-08,1.0367356693129e-05,"chr036851.1"
724,"LOC111969650",111969650,"NC_036851.1",1778937,1836248,"ALL","PL",-0.3350870167931,-0.141905823880864,0.193181192912236,0.00182256957847282,0.0423241157667577,"chr036851.1"
726,"LOC111969697",111969697,"NC_036851.1",5846896,6077466,"PL","PL",-0.482743178004704,-0.165718976056349,0.317024201948355,0.0010166473305239,0.0281743300860824,"chr036851.1"
729,"LOC111969700",111969700,"NC_036851.1",6249430,6273186,"LB","LB",3.09081200947817,3.45484285866537,0.364030849187198,9.15690467399913e-05,0.00519458120863579,"chr036851.1"
730,"LOC111969726",111969726,"NC_036851.1",7748956,7776815,"PL","PL",0.717829159028216,0.187695457479077,-0.530133701549139,0.00173725574477637,0.0408687355598753,"chr036851.1"
732,"LOC111969762",111969762,"NC_036851.1",9667375,9749963,"ALL","LB",-0.210411103876552,-0.411501397714057,-0.201090293837505,6.13048577541816e-06,0.000647451037611316,"chr036851.1"
734,"LOC111969801",111969801,"NC_036851.1",11179712,11205193,"ALL","LB",-0.879324986271735,-0.447630196999901,0.431694789271835,0.000586966034943657,0.0200416347786867,"chr036851.1"
736,"LOC111969838",111969838,"NC_036851.1",12417093,12615127,"LB","LB",-0.282380123260835,-0.201882351689238,0.0804977715715968,0.00180746275715748,0.0420470685921051,"chr036851.1"
739,"LOC111969896",111969896,"NC_036851.1",15960020,15985736,"LB","LB",0.529121878372837,0.372057169840131,-0.157064708532707,0.000429538725455572,0.0163224715673117,"chr036851.1"
741,"LOC111969914",111969914,"NC_036851.1",16851521,16878830,"PL","PL",-0.715102489809655,-0.0639631593638466,0.651139330445808,0.00112536539992684,0.0303382620713476,"chr036851.1"
743,"LOC111969925",111969925,"NC_036851.1",17153966,17181015,"SB","SB",-0.120300907692299,1.19104463679401,1.31134554448631,0.000200544215437124,0.0094243914733825,"chr036851.1"
744,"LOC111970611",111970611,"NC_036851.1",21997253,22024067,"PL","PL",1.98809705862287,0.735641996491351,-1.25245506213152,8.34838505193308e-11,4.47992392449003e-08,"chr036851.1"
