"","gene_name","gene_id","chromosome_RefSeq","start","stop","direction","direction_unique","log2FoldChange_LB_vs_PL","log2FoldChange_LB_vs_SB","log2FoldChange_PL_vs_SB","pvalue","padj"
"669","LOC111968724",111968724,"NC_036849.1",17434339,17496441,"PL","PL",1.89226640909802,0.875995722168483,-1.01627068692954,2.93742978758029e-17,9.72044473873443e-14
"670","LOC111968724",111968724,"NC_036849.1",17438717,17496441,"PL","PL",1.89226640909802,0.875995722168483,-1.01627068692954,2.93742978758029e-17,9.72044473873443e-14
"671","LOC111968725",111968725,"NC_036849.1",17498803,17502561,"LB","LB",0.334322765372832,0.315137241724302,-0.0191855236485291,0.000628737618383961,0.020858120990833
"672","LOC111968725",111968725,"NC_036849.1",17498805,17504063,"LB","LB",0.334322765372832,0.315137241724302,-0.0191855236485291,0.000628737618383961,0.020858120990833
"673","LOC111968725",111968725,"NC_036849.1",17498805,17504063,"LB","LB",0.334322765372832,0.315137241724302,-0.0191855236485291,0.000628737618383961,0.020858120990833
"674","LOC111968725",111968725,"NC_036849.1",17498806,17504063,"LB","LB",0.334322765372832,0.315137241724302,-0.0191855236485291,0.000628737618383961,0.020858120990833
"675","LOC111968725",111968725,"NC_036849.1",17499056,17504063,"LB","LB",0.334322765372832,0.315137241724302,-0.0191855236485291,0.000628737618383961,0.020858120990833
"676","LOC111968747",111968747,"NC_036849.1",18398756,18406245,"LB","LB",0.63889932968735,0.404034219914762,-0.234865109772588,2.23040230971973e-08,5.90461838126469e-06
"677","LOC111968747",111968747,"NC_036849.1",18398763,18406245,"LB","LB",0.63889932968735,0.404034219914762,-0.234865109772588,2.23040230971973e-08,5.90461838126469e-06
"678","LOC111968768",111968768,"NC_036849.1",19583811,19594131,"PL","PL",0.35973137344051,0.00131340206477866,-0.358417971375732,0.000916298874490342,0.0265012587807804
"679","LOC111968768",111968768,"NC_036849.1",19583811,19594128,"PL","PL",0.35973137344051,0.00131340206477866,-0.358417971375732,0.000916298874490342,0.0265012587807804
"680","LOC111968768",111968768,"NC_036849.1",19587514,19594071,"PL","PL",0.35973137344051,0.00131340206477866,-0.358417971375732,0.000916298874490342,0.0265012587807804
"681","LOC111968837",111968837,"NC_036849.1",22913519,22916247,"LB","LB",-1.06514812627108,-0.846224476275585,0.218923649995493,0.00188507431954807,0.0432945640423678
"682","arhgef10",111968846,"NC_036849.1",23485201,23533554,"LB","LB",-0.398719980481382,-0.491229982163887,-0.092510001682505,1.14973046895343e-06,0.000167237351363153
"683","LOC111969031",111969031,"NC_036849.1",23534884,23561189,"LB","LB",-0.85093926541033,-1.30224596489875,-0.451306699488423,0.00012249911297308,0.00658246248465628
"684","LOC111968873",111968873,"NC_036849.1",25576152,25587867,"ALL","PL",0.146398932931477,-0.121144477405006,-0.267543410336483,3.08498965106504e-05,0.00225192902654031
"685","LOC111968921",111968921,"NC_036849.1",29359138,29368399,"LB","LB",0.246793055132677,0.183280854589832,-0.0635122005428451,0.00212792365152525,0.0473225066567592
"686","phkb",111969247,"NC_036850.1",9097899,9154818,"ALL","PL",-0.224229416606914,0.193860780527585,0.418090197134499,0.000569610362633516,0.0196688934784147
"687","LOC111969335",111969335,"NC_036850.1",14333106,14342019,"PL","PL",2.1923575976372,0.33955125855974,-1.85280633907746,2.68352737622507e-05,0.00204072717571477
"688","LOC111969113",111969113,"NC_036850.1",15414191,15447084,"LB","LB",0.618505622197165,0.689350417849737,0.0708447956525714,3.06571710609172e-05,0.00224249603176779
"689","LOC111969363",111969363,"NC_036850.1",15513027,15524546,"ALL","PL",0.252990552265967,0.0905944144517267,-0.16239613781424,0.000358369019553944,0.0142308337664871
"690","LOC111969363",111969363,"NC_036850.1",15513051,15524546,"ALL","PL",0.252990552265967,0.0905944144517267,-0.16239613781424,0.000358369019553944,0.0142308337664871
"691","LOC112067723",112067723,"NC_036850.1",16236468,16249668,"ALL","LB",-0.782159028550714,-0.42846112068174,0.353697907868974,0.000922150441308763,0.0265544554201385
"692","LOC112067723",112067723,"NC_036850.1",16236468,16249652,"ALL","LB",-0.782159028550714,-0.42846112068174,0.353697907868974,0.000922150441308763,0.0265544554201385
"693","LOC111969378",111969378,"NC_036850.1",16250279,16252334,"PL","PL",-1.8962021072448,-0.673314706337364,1.22288740090743,5.96555352914744e-06,0.000634048734669654
"694","LOC111969378",111969378,"NC_036850.1",16250279,16252334,"PL","PL",-1.8962021072448,-0.673314706337364,1.22288740090743,5.96555352914744e-06,0.000634048734669654
"695","LOC111969378",111969378,"NC_036850.1",16250279,16252334,"PL","PL",-1.8962021072448,-0.673314706337364,1.22288740090743,5.96555352914744e-06,0.000634048734669654
"696","LOC111969378",111969378,"NC_036850.1",16250279,16252334,"PL","PL",-1.8962021072448,-0.673314706337364,1.22288740090743,5.96555352914744e-06,0.000634048734669654
"697","LOC111969379",111969379,"NC_036850.1",16310237,16313009,"LB","LB",0.421123311805333,0.278313470876433,-0.1428098409289,0.00109181809262609,0.029716310115272
"698","LOC111969379",111969379,"NC_036850.1",16310237,16313006,"LB","LB",0.421123311805333,0.278313470876433,-0.1428098409289,0.00109181809262609,0.029716310115272
"699","LOC111969398",111969398,"NC_036850.1",16839963,16844278,"PL","PL",0.388716685401292,0.122546478681222,-0.26617020672007,5.57780491396349e-05,0.00349912532596351
"700","LOC111969411",111969411,"NC_036850.1",17303294,17321725,"LB","LB",0.230262661800532,0.360077655277647,0.129814993477114,0.00104932485794608,0.0288564335935171
"701","LOC111969412",111969412,"NC_036850.1",17412023,17423562,"LB","LB",0.199920071042942,0.24678391456148,0.0468638435185376,0.00154437991992012,0.0379264886251466
"702","LOC111969412",111969412,"NC_036850.1",17412023,17423562,"LB","LB",0.199920071042942,0.24678391456148,0.0468638435185376,0.00154437991992012,0.0379264886251466
"703","LOC111969412",111969412,"NC_036850.1",17412023,17423562,"LB","LB",0.199920071042942,0.24678391456148,0.0468638435185376,0.00154437991992012,0.0379264886251466
"704","LOC111969412",111969412,"NC_036850.1",17412023,17423556,"LB","LB",0.199920071042942,0.24678391456148,0.0468638435185376,0.00154437991992012,0.0379264886251466
"705","LOC111969417",111969417,"NC_036850.1",17424954,17437095,"SB","SB",-0.0868324237518467,0.254669028307284,0.34150145205913,0.000422710815958664,0.0162025545383384
"706","LOC111969417",111969417,"NC_036850.1",17424954,17435890,"SB","SB",-0.0868324237518467,0.254669028307284,0.34150145205913,0.000422710815958664,0.0162025545383384
"707","LOC111969417",111969417,"NC_036850.1",17424954,17435890,"SB","SB",-0.0868324237518467,0.254669028307284,0.34150145205913,0.000422710815958664,0.0162025545383384
"708","LOC111969144",111969144,"NC_036850.1",20423134,20440416,"PL","PL",1.99882381907143,0.200301693580479,-1.79852212549095,1.12938387666767e-08,3.24984302481689e-06
"709","LOC111969499",111969499,"NC_036850.1",20589607,20594784,"SB","SB",0.18143147024288,0.702803387299996,0.521371917057117,3.65051517002095e-09,1.24967204656493e-06
"710","LOC111969499",111969499,"NC_036850.1",20589607,20594536,"SB","SB",0.18143147024288,0.702803387299996,0.521371917057117,3.65051517002095e-09,1.24967204656493e-06
"711","LOC111969506",111969506,"NC_036850.1",20709296,20745767,"SB","SB",0.112033751780103,0.797098655523756,0.685064903743653,1.33877310878621e-07,2.6986132055787e-05
"712","LOC111969507",111969507,"NC_036850.1",20809913,20813933,"PL","PL",0.425886495370927,-0.289222569671095,-0.715109065042022,4.41885561142399e-06,0.000497089961273787
"713","LOC111969515",111969515,"NC_036850.1",20974459,21064988,"PL","PL",-0.45162202661707,-0.0186538164996427,0.432968210117427,0.000569370016537451,0.0196688934784147
"714","kiaa0355",111969527,"NC_036850.1",21695409,21735650,"ALL","LB",-0.266799351694265,-0.177319652131739,0.0894796995625263,0.000560915292945322,0.0195064816841353
"715","kiaa0355",111969527,"NC_036850.1",21695409,21734450,"ALL","LB",-0.266799351694265,-0.177319652131739,0.0894796995625263,0.000560915292945322,0.0195064816841353
"716","LOC111969532",111969532,"NC_036850.1",21818473,21820140,"LB","LB",1.33861873650463,1.67344926575421,0.334830529249583,0.000401250681952646,0.0156365697549947
"717","LOC111969535",111969535,"NC_036850.1",21823683,21830845,"ALL","SB",0.118971076442842,-0.12857113896721,-0.247542215410053,0.000983083135312026,0.0276279060886345
"718","spata5l1",111969547,"NC_036850.1",22242022,22252841,"LB","LB",0.315399003198317,0.33064194975749,0.015242946559173,0.000325688717435411,0.0132505463202053
"719","LOC111969154",111969154,"NC_036850.1",22333650,22346844,"PL","PL",-0.585465101694769,0.0640393010213759,0.649504402716145,0.000185779403912175,0.00898574924403468
"720","LOC111969635",111969635,"NC_036851.1",823207,878294,"PL","PL",-0.475347528070902,0.193289488616157,0.668637016687059,4.12501223247137e-08,1.0367356693129e-05
"721","LOC111969635",111969635,"NC_036851.1",823999,878294,"PL","PL",-0.475347528070902,0.193289488616157,0.668637016687059,4.12501223247137e-08,1.0367356693129e-05
"722","LOC111969635",111969635,"NC_036851.1",823999,878294,"PL","PL",-0.475347528070902,0.193289488616157,0.668637016687059,4.12501223247137e-08,1.0367356693129e-05
"723","LOC111969635",111969635,"NC_036851.1",843203,878294,"PL","PL",-0.475347528070902,0.193289488616157,0.668637016687059,4.12501223247137e-08,1.0367356693129e-05
"724","LOC111969650",111969650,"NC_036851.1",1788937,1826248,"ALL","PL",-0.3350870167931,-0.141905823880864,0.193181192912236,0.00182256957847282,0.0423241157667577
"725","LOC111969650",111969650,"NC_036851.1",1788937,1826248,"ALL","PL",-0.3350870167931,-0.141905823880864,0.193181192912236,0.00182256957847282,0.0423241157667577
"726","LOC111969697",111969697,"NC_036851.1",5856896,6067466,"PL","PL",-0.482743178004704,-0.165718976056349,0.317024201948355,0.0010166473305239,0.0281743300860824
"727","LOC111969697",111969697,"NC_036851.1",5856896,6067465,"PL","PL",-0.482743178004704,-0.165718976056349,0.317024201948355,0.0010166473305239,0.0281743300860824
"728","LOC111969697",111969697,"NC_036851.1",5860039,6067467,"PL","PL",-0.482743178004704,-0.165718976056349,0.317024201948355,0.0010166473305239,0.0281743300860824
"729","LOC111969700",111969700,"NC_036851.1",6259430,6263186,"LB","LB",3.09081200947817,3.45484285866537,0.364030849187198,9.15690467399913e-05,0.00519458120863579
"730","LOC111969726",111969726,"NC_036851.1",7758956,7766815,"PL","PL",0.717829159028216,0.187695457479077,-0.530133701549139,0.00173725574477637,0.0408687355598753
"731","LOC111969726",111969726,"NC_036851.1",7758956,7766815,"PL","PL",0.717829159028216,0.187695457479077,-0.530133701549139,0.00173725574477637,0.0408687355598753
"732","LOC111969762",111969762,"NC_036851.1",9677375,9739963,"ALL","LB",-0.210411103876552,-0.411501397714057,-0.201090293837505,6.13048577541816e-06,0.000647451037611316
"733","LOC111969762",111969762,"NC_036851.1",9677375,9739963,"ALL","LB",-0.210411103876552,-0.411501397714057,-0.201090293837505,6.13048577541816e-06,0.000647451037611316
"734","LOC111969801",111969801,"NC_036851.1",11189712,11195193,"ALL","LB",-0.879324986271735,-0.447630196999901,0.431694789271835,0.000586966034943657,0.0200416347786867
"735","LOC111969801",111969801,"NC_036851.1",11189712,11195193,"ALL","LB",-0.879324986271735,-0.447630196999901,0.431694789271835,0.000586966034943657,0.0200416347786867
"736","LOC111969838",111969838,"NC_036851.1",12427093,12605127,"LB","LB",-0.282380123260835,-0.201882351689238,0.0804977715715968,0.00180746275715748,0.0420470685921051
"737","LOC111969838",111969838,"NC_036851.1",12427093,12605127,"LB","LB",-0.282380123260835,-0.201882351689238,0.0804977715715968,0.00180746275715748,0.0420470685921051
"738","LOC111969838",111969838,"NC_036851.1",12427093,12604796,"LB","LB",-0.282380123260835,-0.201882351689238,0.0804977715715968,0.00180746275715748,0.0420470685921051
"739","LOC111969896",111969896,"NC_036851.1",15970020,15975736,"LB","LB",0.529121878372837,0.372057169840131,-0.157064708532707,0.000429538725455572,0.0163224715673117
"740","LOC111969896",111969896,"NC_036851.1",15970020,15975736,"LB","LB",0.529121878372837,0.372057169840131,-0.157064708532707,0.000429538725455572,0.0163224715673117
"741","LOC111969914",111969914,"NC_036851.1",16861521,16868830,"PL","PL",-0.715102489809655,-0.0639631593638466,0.651139330445808,0.00112536539992684,0.0303382620713476
"742","LOC111969914",111969914,"NC_036851.1",16861521,16868830,"PL","PL",-0.715102489809655,-0.0639631593638466,0.651139330445808,0.00112536539992684,0.0303382620713476
"743","LOC111969925",111969925,"NC_036851.1",17163966,17171015,"SB","SB",-0.120300907692299,1.19104463679401,1.31134554448631,0.000200544215437124,0.0094243914733825
"744","LOC111970611",111970611,"NC_036851.1",22007253,22014067,"PL","PL",1.98809705862287,0.735641996491351,-1.25245506213152,8.34838505193308e-11,4.47992392449003e-08
"745","LOC111970018",111970018,"NC_036851.1",24326588,24345975,"ALL","SB",-0.0645068706149793,0.163755925532269,0.228262796147248,0.00209950722672394,0.0469433738587881
"746","LOC111970024",111970024,"NC_036851.1",24559270,24566605,"LB","LB",0.290231154751453,0.215351567821456,-0.0748795869299975,0.00200838194978822,0.0454406288170008
"747","LOC111970039",111970039,"NC_036851.1",25748273,25758885,"PL","PL",-1.03602700333711,0.0114448592411642,1.04747186257828,7.47569143154714e-06,0.000744009290092073
"748","LOC111970040",111970040,"NC_036851.1",25870264,25881869,"ALL","LB",-0.443195472056062,-0.228003274561109,0.215192197494954,0.000748462983102587,0.0233292504387784
"749","LOC111970089",111970089,"NC_036851.1",27073450,27081908,"PL","PL",-0.404309545540088,0.0050211145972842,0.409330660137373,0.000176144124319329,0.00864608550892527
"750","LOC111970089",111970089,"NC_036851.1",27073450,27081908,"PL","PL",-0.404309545540088,0.0050211145972842,0.409330660137373,0.000176144124319329,0.00864608550892527
"751","LOC111970092",111970092,"NC_036851.1",27106934,27118133,"PL","PL",-0.752201497009559,0.239011671325422,0.99121316833498,0.00175407659885341,0.0411425763381387
"752","LOC111970107",111970107,"NC_036851.1",27440788,27455370,"ALL","PL",0.408183812110735,0.174118494125428,-0.234065317985306,0.000295218916653895,0.0123923289432623
"753","LOC111970111",111970111,"NC_036851.1",27735599,27746543,"LB","LB",0.625626844795342,0.463175219175905,-0.162451625619437,0.000366071360604374,0.014507678372854
"754","LOC111970120",111970120,"NC_036851.1",28565366,28645020,"PL","PL",-0.31046020421174,-0.0909123584248943,0.219547845786845,0.000718199918577794,0.0226887181915069
"755","LOC111970120",111970120,"NC_036851.1",28565366,28645018,"PL","PL",-0.31046020421174,-0.0909123584248943,0.219547845786845,0.000718199918577794,0.0226887181915069
"756","LOC111970120",111970120,"NC_036851.1",28565366,28610406,"PL","PL",-0.31046020421174,-0.0909123584248943,0.219547845786845,0.000718199918577794,0.0226887181915069
"757","LOC111970120",111970120,"NC_036851.1",28565366,28610406,"PL","PL",-0.31046020421174,-0.0909123584248943,0.219547845786845,0.000718199918577794,0.0226887181915069
"758","LOC111970133",111970133,"NC_036851.1",29147999,29169916,"PL","PL",-1.61889506409404,0.123193353574829,1.74208841766887,1.84921737607567e-05,0.00154920721527352
"759","LOC111970142",111970142,"NC_036851.1",29870503,29901344,"PL","PL",-0.453074464609067,0.15922318045444,0.612297645063507,0.00198591448857946,0.0451147965340335
"760","LOC111970186",111970186,"NC_036851.1",31563531,31695996,"SB","SB",0.0657474335517812,0.399204402250353,0.333456968698572,0.0006261164491729,0.0208186953818094
"761","LOC111970186",111970186,"NC_036851.1",31563531,31695249,"SB","SB",0.0657474335517812,0.399204402250353,0.333456968698572,0.0006261164491729,0.0208186953818094
"762","LOC111970186",111970186,"NC_036851.1",31563531,31689303,"SB","SB",0.0657474335517812,0.399204402250353,0.333456968698572,0.0006261164491729,0.0208186953818094
"763","LOC111970186",111970186,"NC_036851.1",31563531,31684519,"SB","SB",0.0657474335517812,0.399204402250353,0.333456968698572,0.0006261164491729,0.0208186953818094
"764","LOC111970201",111970201,"NC_036851.1",32324550,32332209,"LB","LB",0.399262536542335,0.28866821012024,-0.110594326422095,0.00163971686217354,0.0394746626838675
"765","LOC111970224",111970224,"NC_036851.1",32857298,32883567,"ALL","LB",0.239030754588776,0.418136056358254,0.179105301769479,0.000136425901170131,0.0071470613924352
"766","LOC111970224",111970224,"NC_036851.1",32860728,32883567,"ALL","LB",0.239030754588776,0.418136056358254,0.179105301769479,0.000136425901170131,0.0071470613924352
"767","LOC111970265",111970265,"NC_036851.1",34106074,34109273,"LB","LB",0.450935287766139,0.427191881144694,-0.0237434066214455,0.00137648348937586,0.0349489509994344
"768","LOC111970265",111970265,"NC_036851.1",34106090,34109273,"LB","LB",0.450935287766139,0.427191881144694,-0.0237434066214455,0.00137648348937586,0.0349489509994344
"769","LOC111970265",111970265,"NC_036851.1",34106116,34109273,"LB","LB",0.450935287766139,0.427191881144694,-0.0237434066214455,0.00137648348937586,0.0349489509994344
"770","LOC111970265",111970265,"NC_036851.1",34106177,34109273,"LB","LB",0.450935287766139,0.427191881144694,-0.0237434066214455,0.00137648348937586,0.0349489509994344
"771","LOC111970301",111970301,"NC_036851.1",35924714,35934094,"LB","LB",0.616380442313764,0.394877667825283,-0.221502774488481,0.000500083071066242,0.0180670725644038
"772","LOC111970300",111970300,"NC_036851.1",35933968,35939038,"LB","LB",0.520142375433349,0.428855540710605,-0.0912868347227443,0.000831195881007541,0.0248919973113193
"773","LOC111970300",111970300,"NC_036851.1",35933968,35939038,"LB","LB",0.520142375433349,0.428855540710605,-0.0912868347227443,0.000831195881007541,0.0248919973113193
"774","LOC111970313",111970313,"NC_036851.1",36285265,36322482,"PL","PL",0.642998285071033,-0.47741016199296,-1.12040844706399,0.000610554916745108,0.0205020405721368
"775","LOC111970314",111970314,"NC_036851.1",36448858,36528981,"LB","LB",-0.77248812520208,-0.455719409816087,0.316768715385993,0.000635237775960444,0.0209988050888463
"776","LOC111970314",111970314,"NC_036851.1",36448858,36528981,"LB","LB",-0.77248812520208,-0.455719409816087,0.316768715385993,0.000635237775960444,0.0209988050888463
"777","LOC111970336",111970336,"NC_036851.1",38120939,38125192,"LB","LB",2.34926824024228,2.95844022895677,0.609171988714498,7.18156752391791e-05,0.00428842174999669
"778","LOC111970717",111970717,"NC_036851.1",39391565,39406163,"PL","PL",3.05582111244315,0.140038843909144,-2.915782268534,1.32896266017476e-07,2.69250547120101e-05
"779","LOC111970355",111970355,"NC_036851.1",39415721,39438357,"PL","PL",1.99764290825169,0.254756755922019,-1.74288615232967,1.30184525965744e-17,5.16962752609968e-14
"780","LOC111970357",111970357,"NC_036851.1",39438995,39451610,"ALL","LB",1.79133022418922,0.927790210021033,-0.863540014168183,2.73009038486586e-11,1.57118679975396e-08
"781","tpgs1",111970361,"NC_036851.1",39493121,39495566,"SB","SB",0.0612914266775179,0.372613852532504,0.311322425854986,0.000517703719271302,0.018470812841207
"782","LOC111970366",111970366,"NC_036851.1",39579999,39599834,"PL","PL",-0.375706256967506,0.0776264714407498,0.453332728408256,0.000404040703839529,0.0157298591661448
"783","LOC111970366",111970366,"NC_036851.1",39579999,39599807,"PL","PL",-0.375706256967506,0.0776264714407498,0.453332728408256,0.000404040703839529,0.0157298591661448
"784","LOC111970386",111970386,"NC_036851.1",40724083,40728555,"PL","PL",1.5145611280027,0.350887897923097,-1.1636732300796,7.97912050731029e-06,0.000782347840358745
"785","LOC111970423",111970423,"NC_036851.1",41508071,41518989,"ALL","LB",0.174135757379183,0.259457954218589,0.0853221968394058,0.00161591990484262,0.0391030953207192
"786","LOC111970423",111970423,"NC_036851.1",41508071,41518989,"ALL","LB",0.174135757379183,0.259457954218589,0.0853221968394058,0.00161591990484262,0.0391030953207192
"787","LOC111970423",111970423,"NC_036851.1",41508071,41518989,"ALL","LB",0.174135757379183,0.259457954218589,0.0853221968394058,0.00161591990484262,0.0391030953207192
"788","LOC111970434",111970434,"NC_036851.1",42323247,42334445,"LB","LB",0.725322829544252,0.542644525803751,-0.182678303740501,0.00146297824098928,0.0364688424040705
"789","LOC111970464",111970464,"NC_036851.1",45110291,45144276,"PL","PL",-1.17345300871461,-0.402430575955327,0.77102243275928,1.36590569889677e-08,3.76667467383268e-06
"790","LOC112081173",112081173,"NC_036852.1",279576,311428,"ALL","PL",0.226357876118587,0.0980271948073962,-0.128330681311191,0.00199225653758032,0.0451813290161706
"791","LOC112081173",112081173,"NC_036852.1",303376,311428,"ALL","PL",0.226357876118587,0.0980271948073962,-0.128330681311191,0.00199225653758032,0.0451813290161706
"792","LOC111971059",111971059,"NC_036852.1",1621028,1669068,"PL","PL",-0.753151320807187,0.0496680444775451,0.802819365284732,0.000581287973973237,0.0199334589347817
"793","LOC111971077",111971077,"NC_036852.1",5374753,5388186,"LB","LB",-0.421741732782043,-0.401501351790108,0.020240380991935,2.05842957795799e-06,0.00026964762176183
"794","sts",111970941,"NC_036852.1",6134253,6148664,"ALL","SB",-0.164041848138595,0.166125774057585,0.330167622196181,0.00228370941311804,0.0493328648246239
"795","LOC111970962",111970962,"NC_036852.1",6982415,6990358,"PL","PL",0.645684228669792,0.0793255695061994,-0.566358659163593,2.06428801348769e-06,0.00026964762176183
"796","LOC111970962",111970962,"NC_036852.1",6982423,6991655,"PL","PL",0.645684228669792,0.0793255695061994,-0.566358659163593,2.06428801348769e-06,0.00026964762176183
"797","LOC112067758",112067758,"NC_036852.1",6994710,7012687,"ALL","LB",0.392687084202516,0.236186854199812,-0.156500230002704,3.84650928054525e-05,0.00266570477365536
"798","LOC112067758",112067758,"NC_036852.1",6994710,7012687,"ALL","LB",0.392687084202516,0.236186854199812,-0.156500230002704,3.84650928054525e-05,0.00266570477365536
"799","LOC111970978",111970978,"NC_036852.1",7559446,7576902,"PL","PL",-0.784043545601189,0.185301997677119,0.969345543278308,0.000745702857494937,0.0232658595111465
"800","kynu",111970992,"NC_036852.1",8341012,8359368,"LB","LB",0.460311112534221,0.32732385708721,-0.132987255447011,0.000197533796820755,0.00934930521067004
"801","kynu",111970992,"NC_036852.1",8341014,8359368,"LB","LB",0.460311112534221,0.32732385708721,-0.132987255447011,0.000197533796820755,0.00934930521067004
"802","kynu",111970992,"NC_036852.1",8341015,8359368,"LB","LB",0.460311112534221,0.32732385708721,-0.132987255447011,0.000197533796820755,0.00934930521067004
"803","kynu",111970992,"NC_036852.1",8341015,8359368,"LB","LB",0.460311112534221,0.32732385708721,-0.132987255447011,0.000197533796820755,0.00934930521067004
"804","kynu",111970992,"NC_036852.1",8341015,8359368,"LB","LB",0.460311112534221,0.32732385708721,-0.132987255447011,0.000197533796820755,0.00934930521067004
"805","fastkd2",111971012,"NC_036852.1",9787825,9798318,"SB","SB",-0.0397724180372645,-0.238264864986273,-0.198492446949009,0.00144592883161045,0.0361345713676848
"806","fastkd2",111971012,"NC_036852.1",9787825,9798162,"SB","SB",-0.0397724180372645,-0.238264864986273,-0.198492446949009,0.00144592883161045,0.0361345713676848
"807","LOC111971054",111971054,"NC_036852.1",12685641,12706228,"PL","PL",-0.940957977657844,-0.318329343893396,0.622628633764447,0.000433975193618742,0.0163969124058994
"808","mtx2",111971124,"NC_036852.1",13751409,13769472,"ALL","LB",0.219327939625917,0.124933778720308,-0.0943941609056087,0.00146028890174382,0.0364475627204571
"809","LOC111971140",111971140,"NC_036852.1",13846579,13852362,"PL","PL",-4.56585558699604,0.287218862930283,4.85307444992632,0.000985070657259817,0.0276446330740547
"810","LOC111971140",111971140,"NC_036852.1",13846579,13852247,"PL","PL",-4.56585558699604,0.287218862930283,4.85307444992632,0.000985070657259817,0.0276446330740547
"811","LOC111971928",111971928,"NC_036853.1",517637,548492,"LB","LB",-0.478293773835417,-0.654171479404477,-0.17587770556906,5.08227411692616e-08,1.22313397080689e-05
"812","LOC111971945",111971945,"NC_036853.1",591379,599546,"LB","LB",-0.523325537789636,-0.71157152596975,-0.188245988180114,7.1995657681789e-08,1.6525708477132e-05
"813","LOC111971945",111971945,"NC_036853.1",591388,601430,"LB","LB",-0.523325537789636,-0.71157152596975,-0.188245988180114,7.1995657681789e-08,1.6525708477132e-05
"814","LOC111971778",111971778,"NC_036853.1",616701,626656,"LB","LB",-0.503693684131302,-0.609996591544287,-0.106302907412985,0.000668169983825278,0.0217840969275056
"815","LOC111971933",111971933,"NC_036853.1",776419,779427,"LB","LB",2.60083414399844,2.31853924592638,-0.282294898072067,0.00125485795793888,0.0327234070139397
"816","LOC111971922",111971922,"NC_036853.1",1456578,1460556,"ALL","SB",-0.355721556086086,-0.722062151953729,-0.366340595867643,0.000187554340148923,0.00902293147738448
"817","LOC111971936",111971936,"NC_036853.1",1466587,1469253,"LB","LB",-0.675512188968046,-0.594488700731098,0.0810234882369477,0.000310355081443256,0.012837708629283
"818","LOC111971940",111971940,"NC_036853.1",1876473,1878013,"LB","LB",-0.6383061983167,-0.936958923958441,-0.298652725641741,0.00125889513553968,0.0327593223016255
"819","LOC111971782",111971782,"NC_036853.1",1904083,1919170,"LB","LB",-0.442780328474446,-0.769111758926033,-0.326331430451587,1.43156094110142e-06,0.000202641118528048
"820","LOC111971792",111971792,"NC_036853.1",4266433,4275788,"PL","PL",-1.20348347538487,-0.307235128632003,0.896248346752871,4.93193227472245e-06,0.000541013896765825
"821","LOC111972000",111972000,"NC_036853.1",4573353,4577392,"PL","PL",-0.566241906403613,-0.198164879591077,0.368077026812536,0.00172220147752926,0.0406660402168103
"822","LOC111972000",111972000,"NC_036853.1",4573673,4577392,"PL","PL",-0.566241906403613,-0.198164879591077,0.368077026812536,0.00172220147752926,0.0406660402168103
"823","LOC111972388",111972388,"NC_036853.1",4677235,4679280,"SB","SB",-0.0604859512312117,0.368114981204319,0.428600932435531,0.000223845468758738,0.0101355798910028
"824","LOC111971884",111971884,"NC_036853.1",4680977,4693213,"ALL","SB",-0.267843604974605,-0.541593534107638,-0.273749929133033,0.00162149306938935,0.0391901946350888
"825","LOC111972010",111972010,"NC_036853.1",5056842,5075228,"ALL","SB",0.0751277490931698,-0.143546212571815,-0.218673961664984,0.001712459589984,0.0405967582666961
"826","LOC111972010",111972010,"NC_036853.1",5056842,5074978,"ALL","SB",0.0751277490931698,-0.143546212571815,-0.218673961664984,0.001712459589984,0.0405967582666961
"827","etfbkmt",111972396,"NC_036853.1",5088932,5090572,"ALL","PL",0.274204527613511,-0.254684051302215,-0.528888578915727,0.00106376953445111,0.0291728509758656
"828","LOC111972017",111972017,"NC_036853.1",5256182,5279598,"LB","LB",0.387445768971169,0.254622666747763,-0.132823102223406,1.6779434054015e-05,0.00143911733538863
"829","LOC111972017",111972017,"NC_036853.1",5256182,5279481,"LB","LB",0.387445768971169,0.254622666747763,-0.132823102223406,1.6779434054015e-05,0.00143911733538863
"830","LOC111972017",111972017,"NC_036853.1",5257644,5279598,"LB","LB",0.387445768971169,0.254622666747763,-0.132823102223406,1.6779434054015e-05,0.00143911733538863
"831","LOC111972020",111972020,"NC_036853.1",5317363,5323908,"ALL","LB",0.177626433723333,0.109009719725767,-0.068616713997566,8.06344591143762e-05,0.00470190069226414
"832","LOC111972020",111972020,"NC_036853.1",5317363,5323905,"ALL","LB",0.177626433723333,0.109009719725767,-0.068616713997566,8.06344591143762e-05,0.00470190069226414
"833","LOC111972020",111972020,"NC_036853.1",5317363,5323905,"ALL","LB",0.177626433723333,0.109009719725767,-0.068616713997566,8.06344591143762e-05,0.00470190069226414
"834","LOC111972020",111972020,"NC_036853.1",5317835,5324357,"ALL","LB",0.177626433723333,0.109009719725767,-0.068616713997566,8.06344591143762e-05,0.00470190069226414
"835","LOC111972020",111972020,"NC_036853.1",5317835,5323903,"ALL","LB",0.177626433723333,0.109009719725767,-0.068616713997566,8.06344591143762e-05,0.00470190069226414
"836","LOC111972020",111972020,"NC_036853.1",5317835,5323902,"ALL","LB",0.177626433723333,0.109009719725767,-0.068616713997566,8.06344591143762e-05,0.00470190069226414
