"Residue","Morph_pvalue","Timepoint_pvalue","Sex_pvalue","MorphXTimepoint_pvalue","MorphXSex_pvalue","TimepointXSex_pvalue","chrom","start","temp","NW","NCBI","Morph_pvalue_corrected","Timepoint_pvalue_corrected","Sex_pvalue_corrected","MorphXTimepoint_pvalue_corrected","MorphXSex_pvalue_corrected","TimepointXSex_pvalue_corrected"
"chr036847.1_17337206",0.00131227261509669,1.99807723993154e-06,0.495204794294184,0.598101885030366,0.671214784772428,0.871616703864475,"chr036847.1",17337206,36847.1,"NC_","NC_036847.1",1,0.0288262603404923,1,1,1,1
"chr036847.1_17337225",0.0355982297953872,1.07364388866006e-08,0.801322120591739,0.0328748210903025,0.324709921413125,0.185961262224951,"chr036847.1",17337225,36847.1,"NC_","NC_036847.1",1,0.000154894603816987,1,1,1,1
"chr036847.1_17337236",1.6300749051252e-05,1.02464569575256e-08,0.339056199766422,0.00805700254337259,0.0596349404132019,0.428701979904177,"chr036847.1",17337236,36847.1,"NC_","NC_036847.1",0.235170906562412,0.000147825634526222,1,1,1,1
"chr036847.1_17337268",0.0311796200361398,2.95223837633316e-07,0.522741381399442,0.616880979860688,0.111523291694298,0.363121070346554,"chr036847.1",17337268,36847.1,"NC_","NC_036847.1",1,0.00425919430553586,1,1,1,1
"chr036847.1_19048253",3.39874518390065e-07,8.5527872389551e-20,0.357610121752384,2.69169390985013e-06,0.393416771019251,0.144231705876312,"chr036847.1",19048253,36847.1,"NC_","NC_036847.1",0.00490336967681347,1.23391061496405e-15,1,0.0388330680374078,1,1
"chr036847.1_19048391",0.0175649882251712,4.53482477878059e-10,0.509520555256015,0.33824761133161,0.572939239841658,0.703425223513778,"chr036847.1",19048391,36847.1,"NC_","NC_036847.1",1,6.54239170834676e-06,1,1,1,1
"chr036847.1_19693546",0.142593153243653,2.41533061708462e-08,0.786743658537569,0.00300967298597409,0.552188540584739,0.0430754690651997,"chr036847.1",19693546,36847.1,"NC_","NC_036847.1",1,0.000348459748126798,1,1,1,1
"chr036847.1_19693653",0.55143167515451,1.29471453914731e-10,0.532549746891682,1.41724053943711e-05,0.355332476691761,0.476859331605187,"chr036847.1",19693653,36847.1,"NC_","NC_036847.1",1,1.86788466562782e-06,1,0.204465292624591,1,1
"chr036847.1_19693673",0.443191797959869,2.7395288106096e-07,0.714635084133429,0.0213507589036072,0.669845904502877,0.674631578624957,"chr036847.1",19693673,36847.1,"NC_","NC_036847.1",1,0.00395231821506648,1,1,1,1
"chr036847.1_22524362",2.08714610782927e-06,1.78052448891427e-10,0.835595304110454,0.474622883802343,0.0954311854257751,0.211795430270359,"chr036847.1",22524362,36847.1,"NC_","NC_036847.1",0.0301112568976528,2.56876268015661e-06,1,1,1,1
"chr036847.1_27436713",0.00958191153457519,2.23235656887597e-06,0.0660267282306033,0.0576365651488962,0.235510496554678,0.950665338274982,"chr036847.1",27436713,36847.1,"NC_","NC_036847.1",1,0.0322062082191736,1,1,1,1
"chr036847.1_27707549",0.318477328196749,1.97410765106417e-12,0.996045429435985,0.0303134243393785,0.537891237205885,0.997002909722658,"chr036847.1",27707549,36847.1,"NC_","NC_036847.1",1,2.84804510819028e-08,1,1,1,1
"chr036848.1_19068225",0.00340416851773283,2.73058647612073e-08,0.0640023315751588,0.368593004599755,0.0985490278002522,0.00316290427323028,"chr036848.1",19068225,36848.1,"NC_","NC_036848.1",1,0.000393941710909938,1,1,1,1
"chr036848.1_24222745",0.00179249474099147,1.60491516575024e-06,0.254992549465453,0.0348825377131558,0.127798762629792,0.947281451427709,"chr036848.1",24222745,36848.1,"NC_","NC_036848.1",1,0.0231541110962788,1,1,1,1
"chr036848.1_24222885",8.69360657416478e-11,3.80082630051128e-11,0.0644725836620524,2.5826493926989e-09,0.815004032675904,0.72277447765685,"chr036848.1",24222885,36848.1,"NC_","NC_036848.1",1.25422662045475e-06,5.48345210374763e-07,1,3.7259882788467e-05,1,1
"chr036848.1_26850446",0.000287893579909857,1.80595927462243e-06,0.260757501932022,0.00108413585147692,0.141708396772882,0.391894315334052,"chr036848.1",26850446,36848.1,"NC_","NC_036848.1",1,0.0260545744549778,1,1,1,1
"chr036849.1_531855",0.00778982907431149,1.17850328252806e-08,0.832677153451828,0.327001559017628,0.555357415525474,0.60346148435695,"chr036849.1",531855,36849.1,"NC_","NC_036849.1",1,0.000170022668570324,1,1,1,1
"chr036849.1_531856",0.240987945913651,7.85353414301409e-23,0.131408776605854,0.0385464984457633,0.25155798206894,0.665969352747773,"chr036849.1",531856,36849.1,"NC_","NC_036849.1",1,1.13302937081264e-18,1,1,1,1
"chr036849.1_531977",0.087665974874017,4.36825184993369e-07,0.61508011375409,0.0288513758005023,0.869978766148968,0.760192193519261,"chr036849.1",531977,36849.1,"NC_","NC_036849.1",1,0.00630207694389933,1,1,1,1
"chr036849.1_1925202",5.51027574587387e-08,7.16133635867259e-09,0.00314920637687099,1.15894154263201e-07,0.136960407685823,0.713659124916137,"chr036849.1",1925202,36849.1,"NC_","NC_036849.1",0.000794967481857223,0.000103316599646569,1,0.0016720049635552,1,1
"chr036849.1_4588240",0.000250290916136975,3.20081531167327e-23,0.151305345599872,0.000217340391576358,0.366312705475254,0.568994872783921,"chr036849.1",4588240,36849.1,"NC_","NC_036849.1",1,4.61781625015103e-19,1,1,1,1
"chr036849.1_4748946",0.253911791989753,1.14023831560749e-06,0.110289701873738,3.30700911737128e-05,0.0100787113924611,0.0568919299293513,"chr036849.1",4748946,36849.1,"NC_","NC_036849.1",1,0.0164502181792692,1,0.477102205363155,1,1
"chr036849.1_5161680",0.428382711761431,2.59150694211274e-07,0.633691355256683,0.494250080729697,0.677198988897809,0.675556997781534,"chr036849.1",5161680,36849.1,"NC_","NC_036849.1",1,0.00373876706538605,1,1,1,1
"chr036849.1_10067038",0.353267154583139,1.19786848525971e-09,0.531572787641763,0.0583809310850491,0.00012355111423491,0.376933031888528,"chr036849.1",10067038,36849.1,"NC_","NC_036849.1",1,1.72816486368418e-05,1,1,1,1
"chr036849.1_10931163",0.122975964677931,3.60446286989353e-11,0.742440478631543,0.0454555102675504,0.544912425394333,0.0405415118360384,"chr036849.1",10931163,36849.1,"NC_","NC_036849.1",1,5.2001585823954e-07,1,1,1,1
"chr036849.1_10931164",2.7420422414524e-06,1.14557466052752e-42,0.0357463805968416,1.74835213245193e-05,0.133807067745029,0.148664582758606,"chr036849.1",10931164,36849.1,"NC_","NC_036849.1",0.0395594434174337,1.65272056274305e-38,1,0.25223476214884,1,1
"chr036849.1_10931334",0.0378413939366077,1.67517540851741e-14,0.882942729882781,0.00360577347343426,0.345164812228556,0.0561931939512654,"chr036849.1",10931334,36849.1,"NC_","NC_036849.1",1,2.41677556186807e-10,1,1,1,1
"chr036849.1_10931335",0.000163948054297796,1.4587006273989e-28,0.14439573107113,0.044849993811727,0.764953042379601,0.0552774095363479,"chr036849.1",10931335,36849.1,"NC_","NC_036849.1",1,2.10446739514839e-24,1,1,1,1
"chr036849.1_10933143",0.0320236960712941,5.46332317955233e-12,0.515135760658825,5.88910162386276e-05,0.980632020961779,0.92110306711445,"chr036849.1",10933143,36849.1,"NC_","NC_036849.1",1,7.88193635114014e-08,1,0.84962069127468,1,1
"chr036849.1_11730893",0.279879639143203,1.29318414952906e-07,0.862137888596265,0.108566761726565,0.249004336287817,0.75600555462864,"chr036849.1",11730893,36849.1,"NC_","NC_036849.1",1,0.00186567677252557,1,1,1,1
"chr036849.1_11730932",0.000365380462066257,1.26734590738052e-07,0.716651398711105,0.00839862058100862,0.432740516111455,0.970339739237382,"chr036849.1",11730932,36849.1,"NC_","NC_036849.1",1,0.00182839994057788,1,1,1,1
"chr036849.1_11730956",0.000172753714415625,1.50926350039595e-13,0.564064046154392,0.175228889477547,0.717397954336953,0.143560440704302,"chr036849.1",11730956,36849.1,"NC_","NC_036849.1",1,2.17741445202124e-09,1,1,1,1
"chr036849.1_11733249",1.92605470552995e-05,2.15858859990852e-19,0.213901664493288,0.243715668568584,0.250998647466393,0.961798671074293,"chr036849.1",11733249,36849.1,"NC_","NC_036849.1",0.277871912366806,3.11419577308802e-15,1,1,1,1
"chr036849.1_11733255",1.18114204006887e-08,1.29898046200202e-16,0.193809883140205,0.169860483000863,0.0325003244163807,0.0661707350308767,"chr036849.1",11733255,36849.1,"NC_","NC_036849.1",0.000170403362120737,1.87403911253032e-12,1,1,1,1
"chr036849.1_11733283",1.22621186640277e-15,2.76220105113163e-45,0.570142901474269,0.66787235270613,0.00786333567940692,0.0325154551026558,"chr036849.1",11733283,36849.1,"NC_","NC_036849.1",1.76905585965928e-11,3.98502745646761e-41,1,1,1,1
"chr036849.1_11733321",5.89403711622778e-18,2.49985319941677e-53,0.207922839358921,0.349164010223778,0.00616571355215671,0.103181832990122,"chr036849.1",11733321,36849.1,"NC_","NC_036849.1",8.50332734758182e-14,3.60653821079858e-49,1,1,1,1
"chr036849.1_11733335",1.27770410893065e-12,3.39725424893411e-44,0.332419917954842,0.287371434500422,0.100181276415478,0.0519221933944331,"chr036849.1",11733335,36849.1,"NC_","NC_036849.1",1.84334371795424e-08,4.90121870493725e-40,1,1,1,1
"chr036849.1_11733382",2.20955707787413e-09,3.36933100499042e-40,0.607743952105405,0.00296749849907617,0.530125819692262,0.418156826774472,"chr036849.1",11733382,36849.1,"NC_","NC_036849.1",3.18772799624901e-05,4.86093384089968e-36,1,1,1,1
"chr036849.1_11733389",0.00265706941447146,8.34967438361957e-15,0.304545173919968,0.564324545899819,0.335701050569734,0.762986130515178,"chr036849.1",11733389,36849.1,"NC_","NC_036849.1",1,1.2046075233248e-10,1,1,1,1
"chr036849.1_11733417",4.90505364423475e-15,2.88856419224468e-44,0.0118452932158311,0.541598252106065,0.0106276605309609,0.00884481371800769,"chr036849.1",11733417,36849.1,"NC_","NC_036849.1",7.07652089253748e-11,4.1673315601514e-40,1,1,1,1
"chr036849.1_11733433",5.14447149142793e-14,6.49637079580244e-37,0.0787728214944077,0.057679494425492,0.00964215218011921,0.11623084789162,"chr036849.1",11733433,36849.1,"NC_","NC_036849.1",7.42192902068307e-10,9.37231414710418e-33,1,1,1,1
"chr036849.1_11733445",2.91809129190486e-21,1.45990634966468e-79,0.41768150079899,0.166028938968493,0.00321444613983383,0.00341330691793763,"chr036849.1",11733445,36849.1,"NC_","NC_036849.1",4.20993030683114e-17,2.10620689066123e-75,1,1,1,1
"chr036849.1_11733468",3.96030111363278e-12,3.41787138378728e-24,0.553957471405344,0.762582967151933,0.00381573692765855,0.0220836507721383,"chr036849.1",11733468,36849.1,"NC_","NC_036849.1",5.71352641663802e-08,4.93096304538991e-20,1,1,1,1
"chr036849.1_16540869",0.112591748302346,2.62033899608698e-06,0.486834702782807,0.135823592306114,0.143497529789118,0.719941101288567,"chr036849.1",16540869,36849.1,"NC_","NC_036849.1",1,0.0378036306965468,1,1,1,1
"chr036849.1_16541006",0.0040996673246931,1.5690215340068e-09,0.84466404180539,0.176200582515467,0.0690969097959161,0.758227213227307,"chr036849.1",16541006,36849.1,"NC_","NC_036849.1",1,2.26362736711161e-05,1,1,1,1
"chr036850.1_3881347",0.330485729636098,3.23065944183801e-07,0.456722079096559,0.0444875039404381,0.0467036347988016,0.00791526156464649,"chr036850.1",3881347,36850.1,"NC_","NC_036850.1",1,0.0046608723767397,1,1,1,1
"chr036850.1_3939951",3.84543669837601e-10,6.0990811573528e-12,0.720769451775293,0.0703212007799899,0.137547568397986,0.00940277523023027,"chr036850.1",3939951,36850.1,"NC_","NC_036850.1",5.54781152474708e-06,8.79914438571289e-08,1,1,1,1
"chr036850.1_10005628",1.30816552244562e-09,9.82302196122647e-15,0.136756806746141,0.00826616581937788,0.00414309275845692,0.395021418053884,"chr036850.1",10005628,36850.1,"NC_","NC_036850.1",1.8872903992323e-05,1.41716737834614e-10,1,1,1,1
"chr036850.1_10005635",5.54737402704888e-06,3.22152887062463e-11,0.0130992051220887,0.37713430933632,0.183016181760309,0.0686884430926805,"chr036850.1",10005635,36850.1,"NC_","NC_036850.1",0.0800319650882342,4.64769970165015e-07,1,1,1,1
"chr036850.1_10005701",0.00247748501295682,1.33024573509177e-07,0.532508109268248,0.698191333531248,0.850565845044538,0.345937607428111,"chr036850.1",10005701,36850.1,"NC_","NC_036850.1",1,0.0019191455220169,1,1,1,1
"chr036850.1_10005810",1.35765274046923e-08,7.43714660777063e-14,0.30419436009867,0.082003083089353,0.764981656501754,0.906947134694499,"chr036850.1",10005810,36850.1,"NC_","NC_036850.1",0.000195868560867495,1.07295714110307e-09,1,1,1,1
"chr036851.1_1577813",0.0351121052588528,5.29528953041587e-11,0.683674282445857,0.00148462473637743,0.759415002367917,0.542356156632445,"chr036851.1",1577813,36851.1,"NC_","NC_036851.1",1,7.63951420553097e-07,1,1,1,1
"chr036851.1_1764270",0.0316227502500174,1.31052887313311e-10,0.647359023019807,0.414375138970135,0.117441616192918,0.724212753037451,"chr036851.1",1764270,36851.1,"NC_","NC_036851.1",1,1.89070000526914e-06,1,1,1,1
"chr036851.1_2435626",0.563238234952197,5.72404893580306e-08,0.816667038964332,0.299600470985047,0.706577178229662,0.435533867304089,"chr036851.1",2435626,36851.1,"NC_","NC_036851.1",1,0.000825808539968308,1,1,1,1
"chr036851.1_2435699",0.0246786118679302,8.04452508055933e-07,0.503799169415737,0.759927055474019,0.438972867465329,0.0108924842120902,"chr036851.1",2435699,36851.1,"NC_","NC_036851.1",1,0.0116058363337229,1,1,1,1
"chr036851.1_2435756",0.675104287456193,7.54750527719353e-08,0.675543848803452,0.32884157831379,0.874747922836972,0.120531499988468,"chr036851.1",2435756,36851.1,"NC_","NC_036851.1",1,0.00108887858634071,1,1,1,1
"chr036851.1_2647131",0.763751563765875,1.71556589036959e-06,0.870563515964081,0.803357763039563,0.750705978935595,0.239370910945644,"chr036851.1",2647131,36851.1,"NC_","NC_036851.1",1,0.0247504691003621,1,1,1,1
"chr036851.1_2647199",0.274152363028925,7.85217684260237e-08,0.875415960604856,0.0745215770426499,0.302370311947992,0.846390775757339,"chr036851.1",2647199,36851.1,"NC_","NC_036851.1",1,0.00113283355308224,1,1,1,1
"chr036851.1_2647209",0.36093958036861,5.44468016706782e-07,0.0621358683672709,0.247725507087172,0.00170430857676345,0.00318521619496603,"chr036851.1",2647209,36851.1,"NC_","NC_036851.1",1,0.00785504007702875,1,1,1,1
"chr036851.1_15425715",0.270888291871714,4.25404336392404e-08,0.190274412301536,0.511222548715456,0.523108674351251,0.121292810928109,"chr036851.1",15425715,36851.1,"NC_","NC_036851.1",1,0.000613730836113321,1,1,1,1
"chr036851.1_20223528",0.00780065023925392,1.96976875760633e-06,0.197002768295218,0.718149660263641,0.626085796805122,0.127894212076497,"chr036851.1",20223528,36851.1,"NC_","NC_036851.1",1,0.0284178538659865,1,1,1,1
"chr036851.1_20223565",2.76626142617011e-07,2.49837856624459e-14,0.0794604256790749,0.6711903503715,0.431207577162828,0.713126283631713,"chr036851.1",20223565,36851.1,"NC_","NC_036851.1",0.00399088535953562,3.60441075752106e-10,1,1,1,1
"chr036851.1_20223648",0.108009734693831,7.55102255235155e-12,0.135576401487279,0.502188909536364,0.173499747205259,0.0309700479085737,"chr036851.1",20223648,36851.1,"NC_","NC_036851.1",1,1.08938602362776e-07,1,1,1,1
"chr036851.1_24960844",0.0603023020588514,1.21226529872034e-14,0.611761233088501,0.370856956621192,0.0354143786098171,0.734341957276462,"chr036851.1",24960844,36851.1,"NC_","NC_036851.1",1,1.74893514646383e-10,1,1,1,1
"chr036851.1_29702942",0.00143852414207944,2.91741838762406e-12,0.246486450898421,0.000400405984954591,0.298942053317412,0.00115525543454357,"chr036851.1",29702942,36851.1,"NC_","NC_036851.1",1,4.20895950782523e-08,1,1,1,1
"chr036851.1_29702988",0.045827953346581,1.83749514553156e-06,0.5411028395272,0.0443729218755966,0.811871954394931,0.258659382373598,"chr036851.1",29702988,36851.1,"NC_","NC_036851.1",1,0.0265095424645838,1,1,1,1
"chr036851.1_30570179",0.0756949662960038,8.83729744430208e-07,0.0504202431164526,0.381998521358286,0.688718785056572,0.964191229987542,"chr036851.1",30570179,36851.1,"NC_","NC_036851.1",1,0.0127495690228946,1,1,1,1
"chr036851.1_30570180",0.0461817121804229,1.09984248363579e-11,0.0665343204641772,0.0722788122023097,0.00112208132001763,0.176606903046024,"chr036851.1",30570180,36851.1,"NC_","NC_036851.1",1,1.58674275114136e-07,1,1,1,1
"chr036851.1_30570182",0.361489833433133,5.41433064633116e-07,0.30575389562981,0.0350131441400413,0.0760182722437224,0.972925722158138,"chr036851.1",30570182,36851.1,"NC_","NC_036851.1",1,0.00781125482346196,1,1,1,1
"chr036851.1_30570194",0.00139255021998283,1.10628540434107e-14,0.0201637892048675,0.0156888923899971,2.61122460551409e-05,0.186017719855388,"chr036851.1",30570194,36851.1,"NC_","NC_036851.1",1,1.59603795284286e-10,1,1,0.376721373837518,1
"chr036851.1_30570219",0.0867385616249989,1.22056472365794e-09,0.00306166837518841,0.164137603948181,0.0677459294640616,0.103601543593173,"chr036851.1",30570219,36851.1,"NC_","NC_036851.1",1,1.76090872682132e-05,1,1,1,1
"chr036851.1_30570281",8.36473354894803e-07,1.98218823283266e-11,0.107891267186386,0.303507922192621,0.0280394141939519,0.770731879930126,"chr036851.1",30570281,36851.1,"NC_","NC_036851.1",0.0120678010910673,2.85970296350767e-07,1,1,1,1
"chr036851.1_30570330",0.0122160770097783,4.05198301150988e-09,0.732184188406856,0.870677058121689,0.68311276339079,0.435887640462687,"chr036851.1",30570330,36851.1,"NC_","NC_036851.1",1,5.84579589070531e-05,1,1,1,1
"chr036851.1_30570336",1.49288864312366e-05,4.60683253593335e-20,0.295917400843933,0.51797090969251,0.0494810002177083,0.697551453524682,"chr036851.1",30570336,36851.1,"NC_","NC_036851.1",0.21537904454345,6.64627729959105e-16,1,1,1,1
"chr036851.1_30570345",0.114938573855601,1.00331940717703e-09,0.946891256782561,0.452750780571862,0.0712096456916751,0.935712399228646,"chr036851.1",30570345,36851.1,"NC_","NC_036851.1",1,1.4474889087343e-05,1,1,1,1
"chr036851.1_30570383",0.0203020319688641,5.24077622920504e-09,0.140578399099725,0.00473463655134843,0.474803032871976,0.643340338527428,"chr036851.1",30570383,36851.1,"NC_","NC_036851.1",1,7.56086786587412e-05,1,1,1,1
"chr036851.1_30570411",8.74278694905231e-12,5.48299403270293e-34,0.00169276746563953,0.149559799646143,0.00335715772422405,0.597121874195265,"chr036851.1",30570411,36851.1,"NC_","NC_036851.1",1.26132187313978e-07,7.91031549098052e-30,1,1,1,1
"chr036851.1_33699059",0.343440459600872,3.10625943670479e-07,0.43354374534159,0.0120862969151625,0.465503275744845,0.0855789424647564,"chr036851.1",33699059,36851.1,"NC_","NC_036851.1",1,0.004481400489334,1,1,1,1
"chr036851.1_33993107",0.00178626852547824,9.56492865593104e-09,0.547325230284741,0.13798487051347,0.48230728713171,0.917536091659732,"chr036851.1",33993107,36851.1,"NC_","NC_036851.1",1,0.000137993225719117,1,1,1,1
"chr036851.1_34972025",0.00711954110579051,1.45770957795051e-11,0.0621104156946971,0.494451209238627,0.08529524950077,0.0238326916363112,"chr036851.1",34972025,36851.1,"NC_","NC_036851.1",1,2.10303760810919e-07,1,1,1,1
"chr036851.1_34972040",0.00100717285883716,3.3623158253639e-06,0.715240713489117,0.325294039258769,0.112271645623454,0.433996499650904,"chr036851.1",34972040,36851.1,"NC_","NC_036851.1",1,0.0485081304125249,1,1,1,1
"chr036851.1_34972049",0.010372322533652,9.48178394429022e-07,0.533002873213107,0.0027446982214494,0.0236541688321076,0.640704420594537,"chr036851.1",34972049,36851.1,"NC_","NC_036851.1",1,0.0136793696964275,1,1,1,1
"chr036851.1_34972192",0.272327925480566,6.48664166746743e-07,0.222029252427818,0.325951242599872,0.327788004407083,0.878994365811027,"chr036851.1",34972192,36851.1,"NC_","NC_036851.1",1,0.00935827793365526,1,1,1,1
"chr036851.1_38441012",0.109603949089975,5.33702572195635e-09,0.460723192616516,0.0627853287788691,0.470257133936937,1.25787988671348e-05,"chr036851.1",38441012,36851.1,"NC_","NC_036851.1",1,7.69972700906642e-05,1,1,1,0.181474331256154
"chr036851.1_41242147",0.197897715980765,4.2597589214536e-07,0.642703985177032,0.0337305309210754,0.156214622834606,0.219752791550872,"chr036851.1",41242147,36851.1,"NC_","NC_036851.1",1,0.00614555419598111,1,1,1,1
"chr036851.1_44198621",0.0895988816614315,5.1037478861666e-07,0.100553632382905,0.290600732286238,0.0967569008287402,0.00465605869650473,"chr036851.1",44198621,36851.1,"NC_","NC_036851.1",1,0.00736317707537255,1,1,1,1
"chr036851.1_44198635",0.00146217421196892,6.9573540087184e-07,0.189502686302267,0.697977390313111,0.052629486542893,0.162503257833433,"chr036851.1",44198635,36851.1,"NC_","NC_036851.1",1,0.010037374628378,1,1,1,1
"chr036851.1_44198668",0.46331625876001,1.53062513714929e-07,0.470495238152909,0.325968741738029,0.127053199041674,0.617616594552464,"chr036851.1",44198668,36851.1,"NC_","NC_036851.1",1,0.00220823288536528,1,1,1,1
"chr036851.1_44198765",4.61853376641402e-15,1.20615867387e-06,0.0109337265951877,5.18343220915461e-08,1.58308832434307e-11,0.0939509794997957,"chr036851.1",44198765,36851.1,"NC_","NC_036851.1",6.66315866480551e-11,0.0174012511879224,1,0.000747813764814735,2.28392152552975e-07,1
"chr036851.1_44198825",0.00574807529230459,1.74269656569266e-06,0.712028395104428,0.252932904851913,0.200619156932509,0.541590927630562,"chr036851.1",44198825,36851.1,"NC_","NC_036851.1",1,0.0251418833532479,1,1,1,1
"chr036852.1_224097",0.00138022662313707,1.14942712784164e-09,6.73238330619029e-11,0.000542671671131408,8.11485213100701e-06,0.0496976385016055,"chr036852.1",224097,36852.1,"NC_","NC_036852.1",1,1.65827851733713e-05,9.71280939584074e-07,1,0.117072971694038,1
"chr036853.1_7883684",0.00583457420189559,2.46453176928182e-06,0.0249875561114422,0.156922553104793,0.719119476311725,0.438901510012949,"chr036853.1",7883684,36853.1,"NC_","NC_036853.1",1,0.0355557998354289,1,1,1,1
"chr036853.1_11463170",0.177385712742815,1.27733802433824e-06,0.115495626423278,0.489033926664503,0.24646379422788,0.124560823902392,"chr036853.1",11463170,36853.1,"NC_","NC_036853.1",1,0.0184281556771278,1,1,1,1
"chr036853.1_14659483",0.330966086321874,7.46106811033585e-09,0.0277533151547172,0.0697157151442623,0.000118360680641636,0.366633521715364,"chr036853.1",14659483,36853.1,"NC_","NC_036853.1",1,0.000107640829627815,1,1,1,1
"chr036853.1_20819179",5.01129973412147e-34,2.55760087207336e-74,0.973839883849393,0.316847830917684,0.790212647895556,0.198908505975928,"chr036853.1",20819179,36853.1,"NC_","NC_036853.1",7.22980212641705e-30,3.68985077814024e-70,1,1,1,1
"chr036853.1_20819193",1.03874732932018e-40,2.91738905040832e-94,0.190350393779114,0.0798528288411454,0.891975481735091,0.456775868596992,"chr036853.1",20819193,36853.1,"NC_","NC_036853.1",1.49860077201022e-36,4.20891718302409e-90,1,1,1,1
"chr036853.1_20819321",6.75515505394158e-15,9.81966119390582e-15,0.0196605140323389,0.191329613453856,0.30814357862955,0.686885926370445,"chr036853.1",20819321,36853.1,"NC_","NC_036853.1",9.74566219632152e-11,1.41668252044479e-10,1,1,1,1
"chr036853.1_41311737",0.000435155712749085,9.76596804677474e-14,0.496933624849143,0.198415006853976,0.284725186244367,0.175523578662383,"chr036853.1",41311737,36853.1,"NC_","NC_036853.1",1,1.40893621010819e-09,1,1,1,1
"chr036853.1_41311765",0.0102378530294939,1.62800843542237e-06,0.650773896153906,0.486619773218155,0.0367310184635263,0.95629240409384,"chr036853.1",41311765,36853.1,"NC_","NC_036853.1",1,0.0234872776978386,1,1,1,1
"chr036853.1_41311861",0.64541646807842,2.48851637874918e-08,0.0116745425284472,0.061896832318227,0.087979333870951,0.430044184737445,"chr036853.1",41311861,36853.1,"NC_","NC_036853.1",1,0.000359018257962144,1,1,1,1
"chr036853.1_41986811",7.52852424760239e-06,8.90808798330177e-07,0.496353496329388,0.0516689562220774,0.00537175077248707,0.789903771794268,"chr036853.1",41986811,36853.1,"NC_","NC_036853.1",0.10861401932016,0.0128516985335095,1,1,1,1
"chr036853.1_41986835",0.0261361463989898,3.33799461023481e-06,0.44608444202109,0.0382536239271283,0.603615329702628,0.316264992434446,"chr036853.1",41986835,36853.1,"NC_","NC_036853.1",1,0.0481572482418576,1,1,1,1
"chr036853.1_41986863",3.93256237232546e-05,3.25410349078131e-06,0.495812653837659,0.780833345616337,0.83758554764257,0.442478873837757,"chr036853.1",41986863,36853.1,"NC_","NC_036853.1",0.567350773455394,0.046946951061502,1,1,1,1
"chr036853.1_43638559",9.84522337917784e-08,4.32040999946766e-07,0.968790882768678,0.245248354693092,0.313964465806841,0.179282974235289,"chr036853.1",43638559,36853.1,"NC_","NC_036853.1",0.00142037037691399,0.00623305550623199,1,1,1,1
"chr036853.1_45579423",0.676349577880961,8.13508231194963e-12,0.0272359516816305,0.0549597432003661,0.693730846566888,0.00797320361324829,"chr036853.1",45579423,36853.1,"NC_","NC_036853.1",1,1.17364832514497e-07,1,1,1,1
"chr036853.1_45581990",1.80648874305606e-11,4.26566176816168e-10,0.498543371920697,0.453268230557866,0.201374989006025,0.808760091174196,"chr036853.1",45581990,36853.1,"NC_","NC_036853.1",2.60622130960698e-07,6.15407023292685e-06,1,1,1,1
"chr036853.1_45582020",0.246755940566151,2.59586215566761e-07,0.767093263899078,0.59200596746499,0.768087883966171,0.934752173471142,"chr036853.1",45582020,36853.1,"NC_","NC_036853.1",1,0.00374505033198166,1,1,1,1
"chr036853.1_45582032",0.0785154931030937,1.50769876778514e-16,0.0793617047550905,0.0322869601718465,0.873407178599498,0.488333900397028,"chr036853.1",45582032,36853.1,"NC_","NC_036853.1",1,2.17515701228362e-12,1,1,1,1
"chr036853.1_45582035",0.207741050703765,2.18519700253789e-08,0.706411368174808,0.125398108860651,0.00130607470628235,0.200246474586217,"chr036853.1",45582035,36853.1,"NC_","NC_036853.1",1,0.000315258371556141,1,1,1,1
"chr036853.1_45582075",0.0113387677500263,1.15553768331293e-10,0.887499786570033,0.549577353709626,0.340342174690543,0.664822556685106,"chr036853.1",45582075,36853.1,"NC_","NC_036853.1",1,1.66709421571557e-06,1,1,1,1
"chr036853.1_45582162",0.0244243716060641,2.94106269873268e-08,0.501433138759797,0.396410840043122,0.455012152748382,0.715407445056649,"chr036853.1",45582162,36853.1,"NC_","NC_036853.1",1,0.000424307115546163,1,1,1,1
"chr036853.1_49356076",0.000247115513207514,2.03707377924386e-06,0.156130410263178,0.231904367994808,0.0839768145507813,0.00142719487442869,"chr036853.1",49356076,36853.1,"NC_","NC_036853.1",1,0.0293888634131511,1,1,1,1
"chr036853.1_50964958",0.0689688811075746,1.17463960928117e-17,0.996811986992197,0.0279586687615884,0.0793332852546209,0.610400225358363,"chr036853.1",50964958,36853.1,"NC_","NC_036853.1",1,1.69465256430995e-13,1,1,1,1
"chr036853.1_50964991",0.488041796844301,9.7807288233196e-22,0.838960113646975,0.152378646100797,0.0873770248012943,0.0172627613703504,"chr036853.1",50964991,36853.1,"NC_","NC_036853.1",1,1.41106574734032e-17,1,1,1,1
"chr036853.1_50964992",0.000123847231082746,2.69801048180313e-25,0.808729301776967,0.185576659875548,0.371197844300571,0.272427281884336,"chr036853.1",50964992,36853.1,"NC_","NC_036853.1",1,3.89241972209738e-21,1,1,1,1
"chr036853.1_50965000",0.871148511227604,9.88956545850506e-18,0.987777895383625,0.00586935259309818,0.851166704690332,0.0131807642379534,"chr036853.1",50965000,36853.1,"NC_","NC_036853.1",1,1.42676760869852e-13,1,1,1,1
