"NCBI","POS","fst_LB","fst_SB","fst_PL","highest","chrom","start","end"
"NC_036842.1",54950000,0.00486878,0,0.273637,0.273637,"chr036842.1",54900001,5.5e+07
"NC_036842.1",54960000,0.00714225,0,0.25906,0.25906,"chr036842.1",54910001,55010000
"NC_036842.1",54970000,0.0117291,0,0.253084,0.253084,"chr036842.1",54920001,55020000
"NC_036842.1",57030000,0.217686,0,0,0.217686,"chr036842.1",56980001,57080000
"NC_036842.1",57040000,0.216429,0,0.00372199,0.216429,"chr036842.1",56990001,57090000
"NC_036842.1",57050000,0.266774,0,0,0.266774,"chr036842.1",57000001,57100000
"NC_036842.1",57970000,0.20827,0.0417523,0.0511978,0.20827,"chr036842.1",57920001,58020000
"NC_036842.1",58150000,0.0567023,0,0.216917,0.216917,"chr036842.1",58100001,58200000
"NC_036842.1",58160000,0.0531794,0,0.248874,0.248874,"chr036842.1",58110001,58210000
"NC_036842.1",58170000,0.054712,0,0.253848,0.253848,"chr036842.1",58120001,58220000
"NC_036842.1",58180000,0.0479617,0,0.23653,0.23653,"chr036842.1",58130001,58230000
"NC_036842.1",58190000,0.0377379,0,0.217163,0.217163,"chr036842.1",58140001,58240000
"NC_036842.1",58200000,0.0417675,0,0.215869,0.215869,"chr036842.1",58150001,58250000
"NC_036842.1",59680000,0.103279,0.0184123,0.199605,0.199605,"chr036842.1",59630001,59730000
"NC_036842.1",59690000,0.121872,0.0365377,0.22121,0.22121,"chr036842.1",59640001,59740000
"NC_036842.1",59700000,0.188888,0.0753264,0.373927,0.373927,"chr036842.1",59650001,59750000
"NC_036842.1",59710000,0.170212,0.061074,0.312343,0.312343,"chr036842.1",59660001,59760000
"NC_036842.1",59720000,0.169798,0.037114,0.297001,0.297001,"chr036842.1",59670001,59770000
"NC_036842.1",59730000,0.138658,0.0324174,0.227664,0.227664,"chr036842.1",59680001,59780000
"NC_036842.1",59740000,0.128363,0.0327243,0.212925,0.212925,"chr036842.1",59690001,59790000
"NC_036842.1",59750000,0.118734,0.0340514,0.205932,0.205932,"chr036842.1",59700001,59800000
"NC_036842.1",59930000,0,0.0989853,0.207754,0.207754,"chr036842.1",59880001,59980000
"NC_036842.1",59940000,0,0.23092,0.340886,0.340886,"chr036842.1",59890001,59990000
"NC_036842.1",59950000,0,0.31679,0.414217,0.414217,"chr036842.1",59900001,6e+07
"NC_036842.1",59960000,0.00241892,0.393622,0.512743,0.512743,"chr036842.1",59910001,60010000
"NC_036842.1",59970000,0.000355233,0.384721,0.506519,0.506519,"chr036842.1",59920001,60020000
"NC_036842.1",59980000,0,0.364735,0.47954,0.47954,"chr036842.1",59930001,60030000
"NC_036842.1",59990000,0,0.374027,0.493008,0.493008,"chr036842.1",59940001,60040000
"NC_036842.1",6e+07,0,0.365676,0.473782,0.473782,"chr036842.1",59950001,60050000
"NC_036842.1",60010000,0.00194302,0.353742,0.470059,0.470059,"chr036842.1",59960001,60060000
"NC_036842.1",60020000,0,0.34982,0.451324,0.451324,"chr036842.1",59970001,60070000
"NC_036842.1",60030000,0.0054506,0.31206,0.39804,0.39804,"chr036842.1",59980001,60080000
"NC_036842.1",60040000,0.0287536,0.247044,0.313985,0.313985,"chr036842.1",59990001,60090000
"NC_036842.1",66210000,0.3,0,5.08852e-17,0.3,"chr036842.1",66160001,66260000
"NC_036842.1",66220000,0.3,0,0,0.3,"chr036842.1",66170001,66270000
"NC_036842.1",66230000,0.3,0,0,0.3,"chr036842.1",66180001,66280000
"NC_036842.1",66240000,0.3,0,0,0.3,"chr036842.1",66190001,66290000
"NC_036842.1",66250000,0.3,0,0,0.3,"chr036842.1",66200001,66300000
"NC_036842.1",66260000,0.3,0,0,0.3,"chr036842.1",66210001,66310000
"NC_036842.1",66270000,0.3,0,0,0.3,"chr036842.1",66220001,66320000
"NC_036842.1",66280000,0.545455,0,0,0.545455,"chr036842.1",66230001,66330000
"NC_036842.1",66290000,0.5,0,0,0.5,"chr036842.1",66240001,66340000
"NC_036842.1",66300000,0.5,0,0,0.5,"chr036842.1",66250001,66350000
"NC_036842.1",66450000,0,0.260248,0.260248,0.260248,"chr036842.1",66400001,66500000
"NC_036842.1",66460000,0,0.260248,0.260248,0.260248,"chr036842.1",66410001,66510000
"NC_036842.1",66470000,0,0.260248,0.260248,0.260248,"chr036842.1",66420001,66520000
"NC_036842.1",67870000,0,0.193436,0.204052,0.204052,"chr036842.1",67820001,67920000
"NC_036842.1",67880000,0.0148684,0.223494,0.277367,0.277367,"chr036842.1",67830001,67930000
"NC_036842.1",67890000,0.0420492,0.31859,0.435849,0.435849,"chr036842.1",67840001,67940000
"NC_036842.1",67900000,0.0333611,0.313344,0.469795,0.469795,"chr036842.1",67850001,67950000
"NC_036842.1",67910000,0.0409741,0.307816,0.489648,0.489648,"chr036842.1",67860001,67960000
"NC_036842.1",67920000,0.0215761,0.283943,0.487201,0.487201,"chr036842.1",67870001,67970000
"NC_036842.1",67930000,0.0024349,0.273973,0.471885,0.471885,"chr036842.1",67880001,67980000
"NC_036842.1",67940000,0.00214316,0.277889,0.481533,0.481533,"chr036842.1",67890001,67990000
"NC_036842.1",67950000,0,0.265116,0.48736,0.48736,"chr036842.1",67900001,6.8e+07
"NC_036842.1",67960000,0,0.241569,0.462147,0.462147,"chr036842.1",67910001,68010000
"NC_036842.1",67970000,0,0.151866,0.277059,0.277059,"chr036842.1",67920001,68020000
"NC_036842.1",67980000,0,0.144718,0.262392,0.262392,"chr036842.1",67930001,68030000
"NC_036842.1",67990000,0,0.143982,0.27226,0.27226,"chr036842.1",67940001,68040000
"NC_036842.1",6.8e+07,0,0.144827,0.271398,0.271398,"chr036842.1",67950001,68050000
"NC_036842.1",68010000,0,0.144246,0.276093,0.276093,"chr036842.1",67960001,68060000
"NC_036842.1",68020000,0.000116247,0.154761,0.278616,0.278616,"chr036842.1",67970001,68070000
"NC_036842.1",68030000,0.000261499,0.163726,0.290591,0.290591,"chr036842.1",67980001,68080000
"NC_036842.1",68040000,0,0.141729,0.274365,0.274365,"chr036842.1",67990001,68090000
"NC_036842.1",68050000,0.000388442,0.125582,0.237906,0.237906,"chr036842.1",68000001,68100000
"NC_036842.1",68070000,0.00917468,0.100815,0.263877,0.263877,"chr036842.1",68020001,68120000
"NC_036842.1",68080000,0.00922794,0.103876,0.270506,0.270506,"chr036842.1",68030001,68130000
"NC_036842.1",68090000,0.0185885,0.0929336,0.23644,0.23644,"chr036842.1",68040001,68140000
"NC_036842.1",68310000,0.226216,0.0316692,0,0.226216,"chr036842.1",68260001,68360000
"NC_036842.1",68320000,0.242991,0.0841578,0.00994137,0.242991,"chr036842.1",68270001,68370000
"NC_036842.1",68330000,0.280255,0.119733,0.0119096,0.280255,"chr036842.1",68280001,68380000
"NC_036842.1",68340000,0.357381,0.232957,0.0175748,0.357381,"chr036842.1",68290001,68390000
"NC_036842.1",68350000,0.3919,0.278772,0.00628077,0.3919,"chr036842.1",68300001,68400000
"NC_036842.1",68360000,0.46571,0.346784,0.00119313,0.46571,"chr036842.1",68310001,68410000
"NC_036842.1",68370000,0.483187,0.373268,0.00274791,0.483187,"chr036842.1",68320001,68420000
"NC_036842.1",68380000,0.481667,0.358002,0.00895897,0.481667,"chr036842.1",68330001,68430000
"NC_036842.1",68390000,0.491843,0.378328,0.0126738,0.491843,"chr036842.1",68340001,68440000
"NC_036842.1",68400000,0.490557,0.380358,0.0233599,0.490557,"chr036842.1",68350001,68450000
"NC_036842.1",68410000,0.491628,0.392658,0.051632,0.491628,"chr036842.1",68360001,68460000
"NC_036842.1",68420000,0.490839,0.394196,0.0880196,0.490839,"chr036842.1",68370001,68470000
"NC_036842.1",68430000,0.4883,0.396231,0.115736,0.4883,"chr036842.1",68380001,68480000
"NC_036842.1",68440000,0.497297,0.405533,0.140253,0.497297,"chr036842.1",68390001,68490000
"NC_036842.1",68450000,0.503707,0.414941,0.188531,0.503707,"chr036842.1",68400001,68500000
"NC_036842.1",68460000,0.472228,0.388297,0.195164,0.472228,"chr036842.1",68410001,68510000
"NC_036842.1",68470000,0.449822,0.373146,0.220606,0.449822,"chr036842.1",68420001,68520000
"NC_036842.1",68480000,0.384525,0.377665,0.278069,0.384525,"chr036842.1",68430001,68530000
"NC_036842.1",68490000,0.216478,0.240916,0.170738,0.240916,"chr036842.1",68440001,68540000
"NC_036842.1",68500000,0.203805,0.229108,0.164978,0.229108,"chr036842.1",68450001,68550000
"NC_036842.1",77720000,0.205779,0,0,0.205779,"chr036842.1",77670001,77770000
"NC_036842.1",77730000,0.253237,0,0,0.253237,"chr036842.1",77680001,77780000
"NC_036842.1",77740000,0.300115,0,0,0.300115,"chr036842.1",77690001,77790000
"NC_036842.1",77750000,0.305928,0,0,0.305928,"chr036842.1",77700001,77800000
"NC_036842.1",77760000,0.355784,0,0,0.355784,"chr036842.1",77710001,77810000
"NC_036842.1",77770000,0.373158,0,0,0.373158,"chr036842.1",77720001,77820000
"NC_036842.1",77780000,0.359549,0,0,0.359549,"chr036842.1",77730001,77830000
"NC_036842.1",77790000,0.358262,0,0,0.358262,"chr036842.1",77740001,77840000
"NC_036842.1",77800000,0.359966,0,0,0.359966,"chr036842.1",77750001,77850000
"NC_036842.1",77810000,0.349203,0,0,0.349203,"chr036842.1",77760001,77860000
"NC_036842.1",77820000,0.324029,0,0,0.324029,"chr036842.1",77770001,77870000
"NC_036842.1",77830000,0.302387,0,0,0.302387,"chr036842.1",77780001,77880000
"NC_036842.1",77840000,0.284324,0,0,0.284324,"chr036842.1",77790001,77890000
"NC_036842.1",77850000,0.273636,0,0,0.273636,"chr036842.1",77800001,77900000
"NC_036842.1",77860000,0.25088,0,0,0.25088,"chr036842.1",77810001,77910000
"NC_036842.1",77870000,0.205451,0,0,0.205451,"chr036842.1",77820001,77920000
"NC_036842.1",77880000,0.211926,0,0,0.211926,"chr036842.1",77830001,77930000
"NC_036842.1",77890000,0.204424,0,0,0.204424,"chr036842.1",77840001,77940000
"NC_036842.1",77920000,0.203129,0,0,0.203129,"chr036842.1",77870001,77970000
"NC_036842.1",77930000,0.216376,0,0,0.216376,"chr036842.1",77880001,77980000
"NC_036842.1",77940000,0.209282,0,0,0.209282,"chr036842.1",77890001,77990000
"NC_036842.1",77950000,0.214645,0,0,0.214645,"chr036842.1",77900001,7.8e+07
"NC_036842.1",77960000,0.216153,0,0,0.216153,"chr036842.1",77910001,78010000
"NC_036842.1",83250000,0,0.233039,0.00355969,0.233039,"chr036842.1",83200001,83300000
"NC_036842.1",83260000,0.0131707,0.27155,0.00950139,0.27155,"chr036842.1",83210001,83310000
"NC_036842.1",83270000,0.0212917,0.310777,0.015148,0.310777,"chr036842.1",83220001,83320000
"NC_036842.1",83280000,0.0707048,0.400518,0.0569337,0.400518,"chr036842.1",83230001,83330000
"NC_036842.1",83290000,0.0655545,0.41116,0.0560362,0.41116,"chr036842.1",83240001,83340000
"NC_036842.1",83300000,0.0490126,0.377161,0.0290127,0.377161,"chr036842.1",83250001,83350000
"NC_036842.1",83310000,0.0499502,0.415385,0.0350871,0.415385,"chr036842.1",83260001,83360000
"NC_036842.1",83320000,0.0536653,0.408237,0.0349626,0.408237,"chr036842.1",83270001,83370000
"NC_036842.1",83330000,0.0387445,0.327624,0.0320136,0.327624,"chr036842.1",83280001,83380000
"NC_036842.1",83340000,0.0350225,0.296878,0.0273622,0.296878,"chr036842.1",83290001,83390000
"NC_036842.1",83350000,0.0378933,0.30882,0.0222321,0.30882,"chr036842.1",83300001,83400000
"NC_036842.1",83360000,0.0267294,0.266046,0.0131512,0.266046,"chr036842.1",83310001,83410000
"NC_036842.1",83370000,0.0262475,0.256569,0.010081,0.256569,"chr036842.1",83320001,83420000
"NC_036842.1",83380000,0.00373497,0.217013,0,0.217013,"chr036842.1",83330001,83430000
"NC_036842.1",83490000,0,0.237917,0,0.237917,"chr036842.1",83440001,83540000
"NC_036842.1",83510000,0,0.225326,0,0.225326,"chr036842.1",83460001,83560000
"NC_036842.1",83520000,0,0.222547,0,0.222547,"chr036842.1",83470001,83570000
"NC_036842.1",83550000,0,0.219236,0,0.219236,"chr036842.1",83500001,83600000
"NC_036842.1",83560000,0,0.225153,0,0.225153,"chr036842.1",83510001,83610000
"NC_036842.1",83570000,0,0.229799,0,0.229799,"chr036842.1",83520001,83620000
"NC_036842.1",83580000,0,0.234195,0,0.234195,"chr036842.1",83530001,83630000
"NC_036842.1",83590000,0,0.227096,0,0.227096,"chr036842.1",83540001,83640000
"NC_036842.1",83600000,0,0.288075,0,0.288075,"chr036842.1",83550001,83650000
"NC_036842.1",83610000,0,0.258856,0,0.258856,"chr036842.1",83560001,83660000
"NC_036842.1",83620000,0,0.244543,0,0.244543,"chr036842.1",83570001,83670000
"NC_036842.1",83630000,0,0.252486,0,0.252486,"chr036842.1",83580001,83680000
"NC_036842.1",83640000,0,0.234865,0,0.234865,"chr036842.1",83590001,83690000
"NC_036842.1",83650000,0,0.20859,0,0.20859,"chr036842.1",83600001,83700000
"NC_036842.1",83660000,0,0.209164,0,0.209164,"chr036842.1",83610001,83710000
"NC_036842.1",83670000,0,0.228879,0,0.228879,"chr036842.1",83620001,83720000
"NC_036842.1",83680000,0,0.232873,0,0.232873,"chr036842.1",83630001,83730000
"NC_036842.1",83690000,0,0.22588,0,0.22588,"chr036842.1",83640001,83740000
"NC_036842.1",83710000,0,0.207011,0,0.207011,"chr036842.1",83660001,83760000
"NC_036842.1",83720000,0,0.20737,0,0.20737,"chr036842.1",83670001,83770000
"NC_036842.1",83730000,0,0.211073,0,0.211073,"chr036842.1",83680001,83780000
"NC_036842.1",86190000,0.00384114,0.200582,0.000563681,0.200582,"chr036842.1",86140001,86240000
"NC_036842.1",86200000,0.00345668,0.256077,0.00156846,0.256077,"chr036842.1",86150001,86250000
"NC_036842.1",86210000,0.00542008,0.245618,0.0151531,0.245618,"chr036842.1",86160001,86260000
"NC_036842.1",86220000,0.0131146,0.237779,0.0246827,0.237779,"chr036842.1",86170001,86270000
"NC_036842.1",86230000,0.0134904,0.246358,0.0394854,0.246358,"chr036842.1",86180001,86280000
"NC_036842.1",86240000,0.0190765,0.23425,0.0419873,0.23425,"chr036842.1",86190001,86290000
"NC_036842.1",86250000,0.0308775,0.238093,0.0520827,0.238093,"chr036842.1",86200001,86300000
"NC_036842.1",86260000,0.0240191,0.237092,0.0489303,0.237092,"chr036842.1",86210001,86310000
"NC_036842.1",86270000,0.0366094,0.240666,0.056554,0.240666,"chr036842.1",86220001,86320000
"NC_036842.1",86280000,0.0366942,0.242786,0.0640652,0.242786,"chr036842.1",86230001,86330000
"NC_036842.1",86290000,0.0410918,0.248894,0.0704782,0.248894,"chr036842.1",86240001,86340000
"NC_036842.1",86300000,0.04701,0.232472,0.0764631,0.232472,"chr036842.1",86250001,86350000
"NC_036842.1",88310000,0.0058822,0.200041,0.00458026,0.200041,"chr036842.1",88260001,88360000
"NC_036842.1",88340000,0.00504977,0.199499,0.00557195,0.199499,"chr036842.1",88290001,88390000
"NC_036842.1",88350000,0.00235303,0.205988,0.00175234,0.205988,"chr036842.1",88300001,88400000
"NC_036842.1",88360000,0.00182786,0.206551,1.76625e-05,0.206551,"chr036842.1",88310001,88410000
"NC_036842.1",88370000,0.00350228,0.209547,0.000598443,0.209547,"chr036842.1",88320001,88420000
"NC_036842.1",88380000,0.00431235,0.215614,0.00145245,0.215614,"chr036842.1",88330001,88430000
"NC_036842.1",88390000,0.00299865,0.213794,0.00237134,0.213794,"chr036842.1",88340001,88440000
"NC_036843.1",1950000,0.0663022,0.211265,0.00893196,0.211265,"chr036843.1",1900001,2e+06
"NC_036843.1",1960000,0.0593174,0.264359,0.0273495,0.264359,"chr036843.1",1910001,2010000
"NC_036843.1",1970000,0.0605088,0.302248,0.0430836,0.302248,"chr036843.1",1920001,2020000
"NC_036843.1",1980000,0.00650472,0.247453,0.0107453,0.247453,"chr036843.1",1930001,2030000
"NC_036843.1",1990000,0.00835324,0.242742,0,0.242742,"chr036843.1",1940001,2040000
"NC_036843.1",2e+06,0.00406089,0.255938,0.00468953,0.255938,"chr036843.1",1950001,2050000
"NC_036843.1",6790000,0.231042,0.176558,0.137948,0.231042,"chr036843.1",6740001,6840000
"NC_036843.1",6800000,0.262091,0.203878,0.16872,0.262091,"chr036843.1",6750001,6850000
"NC_036843.1",6810000,0.280656,0.202994,0.164266,0.280656,"chr036843.1",6760001,6860000
"NC_036843.1",6820000,0.325185,0.212348,0.182182,0.325185,"chr036843.1",6770001,6870000
"NC_036843.1",6830000,0.320535,0.211892,0.187172,0.320535,"chr036843.1",6780001,6880000
"NC_036843.1",6840000,0.303064,0.205676,0.182441,0.303064,"chr036843.1",6790001,6890000
"NC_036843.1",6850000,0.312785,0.194306,0.156542,0.312785,"chr036843.1",6800001,6900000
"NC_036843.1",6860000,0.321367,0.203185,0.167333,0.321367,"chr036843.1",6810001,6910000
"NC_036843.1",6870000,0.296583,0.188971,0.197628,0.296583,"chr036843.1",6820001,6920000
"NC_036843.1",6880000,0.326961,0.210806,0.242795,0.326961,"chr036843.1",6830001,6930000
"NC_036843.1",6890000,0.224005,0.209731,0.361335,0.361335,"chr036843.1",6840001,6940000
"NC_036843.1",6900000,0.109471,0.11822,0.367062,0.367062,"chr036843.1",6850001,6950000
"NC_036843.1",6910000,0.0373819,0.0666575,0.521222,0.521222,"chr036843.1",6860001,6960000
"NC_036843.1",6920000,0.00323646,0.0220534,0.543526,0.543526,"chr036843.1",6870001,6970000
"NC_036843.1",6930000,0,0.0201414,0.52152,0.52152,"chr036843.1",6880001,6980000
"NC_036843.1",6940000,0.00241525,0.0173542,0.543639,0.543639,"chr036843.1",6890001,6990000
"NC_036843.1",6950000,0.00140906,0.0273887,0.543571,0.543571,"chr036843.1",6900001,7e+06
"NC_036843.1",6960000,0,0.00514842,0.537935,0.537935,"chr036843.1",6910001,7010000
"NC_036843.1",6970000,0,0.0209311,0.457584,0.457584,"chr036843.1",6920001,7020000
"NC_036843.1",6980000,0,0.0150544,0.444945,0.444945,"chr036843.1",6930001,7030000
"NC_036843.1",6990000,0,0.0295544,0.379602,0.379602,"chr036843.1",6940001,7040000
"NC_036843.1",7e+06,0,0.0286918,0.301646,0.301646,"chr036843.1",6950001,7050000
"NC_036843.1",7010000,0,0.0322817,0.266752,0.266752,"chr036843.1",6960001,7060000
"NC_036843.1",8300000,0.206472,0.00648832,0.0177522,0.206472,"chr036843.1",8250001,8350000
"NC_036843.1",8310000,0.212957,0.00150058,0.0139687,0.212957,"chr036843.1",8260001,8360000
"NC_036843.1",8320000,0.213055,0,0.0157587,0.213055,"chr036843.1",8270001,8370000
"NC_036843.1",8330000,0.210971,0,0.0151167,0.210971,"chr036843.1",8280001,8380000
"NC_036843.1",8340000,0.2164,0,0.00903575,0.2164,"chr036843.1",8290001,8390000
"NC_036843.1",9430000,0,0.204795,0.0284941,0.204795,"chr036843.1",9380001,9480000
"NC_036843.1",9440000,0.00964625,0.202802,0.0216335,0.202802,"chr036843.1",9390001,9490000
"NC_036843.1",11660000,0.090854,0.272803,0,0.272803,"chr036843.1",11610001,11710000
"NC_036843.1",11670000,0.0858607,0.263662,0,0.263662,"chr036843.1",11620001,11720000
"NC_036843.1",11680000,0.102413,0.257893,0,0.257893,"chr036843.1",11630001,11730000
"NC_036843.1",11690000,0.0847943,0.240151,0,0.240151,"chr036843.1",11640001,11740000
"NC_036843.1",11700000,0.0841677,0.228289,0,0.228289,"chr036843.1",11650001,11750000
"NC_036843.1",11710000,0.0703042,0.222007,0.00479732,0.222007,"chr036843.1",11660001,11760000
"NC_036843.1",11720000,0.0825172,0.208152,0.00908831,0.208152,"chr036843.1",11670001,11770000
"NC_036843.1",11730000,0.0830425,0.20032,0.0200159,0.20032,"chr036843.1",11680001,11780000
"NC_036843.1",11740000,0.0916137,0.204387,0.0334623,0.204387,"chr036843.1",11690001,11790000
"NC_036843.1",17930000,0,0.227263,0,0.227263,"chr036843.1",17880001,17980000
"NC_036843.1",18520000,0,0.201038,0,0.201038,"chr036843.1",18470001,18570000
"NC_036843.1",19500000,0.156794,0.0119022,0.281236,0.281236,"chr036843.1",19450001,19550000
"NC_036843.1",19510000,0.160175,0.0261541,0.287946,0.287946,"chr036843.1",19460001,19560000
"NC_036843.1",19520000,0.156262,0.028131,0.269146,0.269146,"chr036843.1",19470001,19570000
"NC_036843.1",19530000,0.162662,0.0419705,0.29328,0.29328,"chr036843.1",19480001,19580000
"NC_036843.1",19540000,0.156161,0.0544064,0.263796,0.263796,"chr036843.1",19490001,19590000
"NC_036843.1",19550000,0.127456,0.0388799,0.216874,0.216874,"chr036843.1",19500001,19600000
"NC_036843.1",19560000,0.127959,0.0471369,0.206073,0.206073,"chr036843.1",19510001,19610000
"NC_036843.1",19740000,0.102957,0.25711,0.0530672,0.25711,"chr036843.1",19690001,19790000
"NC_036843.1",19750000,0.135676,0.287141,0.0617303,0.287141,"chr036843.1",19700001,19800000
"NC_036843.1",19760000,0.113703,0.233956,0.0422332,0.233956,"chr036843.1",19710001,19810000
"NC_036843.1",19770000,0.107612,0.223173,0.0248002,0.223173,"chr036843.1",19720001,19820000
"NC_036843.1",19780000,0.106176,0.274214,0.0405439,0.274214,"chr036843.1",19730001,19830000
"NC_036843.1",19790000,0.111111,0.259411,0.0351148,0.259411,"chr036843.1",19740001,19840000
"NC_036843.1",19860000,0.0866292,0.211149,0.0278793,0.211149,"chr036843.1",19810001,19910000
"NC_036843.1",19870000,0.0788027,0.217041,0.0194602,0.217041,"chr036843.1",19820001,19920000
"NC_036843.1",19880000,0.107717,0.249272,0.0366762,0.249272,"chr036843.1",19830001,19930000
"NC_036843.1",19890000,0.124379,0.267127,0.0377751,0.267127,"chr036843.1",19840001,19940000
"NC_036843.1",19900000,0.151597,0.326042,0.0404601,0.326042,"chr036843.1",19850001,19950000
"NC_036843.1",19910000,0.171839,0.387389,0.0518699,0.387389,"chr036843.1",19860001,19960000
"NC_036843.1",19920000,0.204568,0.461892,0.0693734,0.461892,"chr036843.1",19870001,19970000
"NC_036843.1",19930000,0.219908,0.479224,0.0643706,0.479224,"chr036843.1",19880001,19980000
"NC_036843.1",19940000,0.203836,0.437869,0.05038,0.437869,"chr036843.1",19890001,19990000
"NC_036843.1",19950000,0.190566,0.369945,0.0386982,0.369945,"chr036843.1",19900001,2e+07
"NC_036843.1",19960000,0.195966,0.351843,0.0153878,0.351843,"chr036843.1",19910001,20010000
"NC_036843.1",19970000,0.220151,0.352552,0.0257818,0.352552,"chr036843.1",19920001,20020000
"NC_036843.1",19980000,0.205579,0.290139,0,0.290139,"chr036843.1",19930001,20030000
"NC_036843.1",19990000,0.174085,0.269406,0,0.269406,"chr036843.1",19940001,20040000
"NC_036843.1",2e+07,0.148581,0.238985,0,0.238985,"chr036843.1",19950001,20050000
"NC_036843.1",20010000,0.137407,0.223119,0.00054947,0.223119,"chr036843.1",19960001,20060000
"NC_036843.1",20100000,0.126756,0.202301,0.0794767,0.202301,"chr036843.1",20050001,20150000
"NC_036843.1",20110000,0.133142,0.215216,0.0618117,0.215216,"chr036843.1",20060001,20160000
"NC_036843.1",20120000,0.137238,0.25184,0.056652,0.25184,"chr036843.1",20070001,20170000
"NC_036843.1",20150000,0.0813914,0.217448,0.0161523,0.217448,"chr036843.1",20100001,20200000
"NC_036843.1",20160000,0.0690748,0.214,0.0038458,0.214,"chr036843.1",20110001,20210000
"NC_036843.1",20170000,0.0675746,0.231973,0.00372871,0.231973,"chr036843.1",20120001,20220000
"NC_036843.1",20180000,0.0737152,0.229442,0.00305326,0.229442,"chr036843.1",20130001,20230000
"NC_036843.1",20210000,0.0744535,0.203485,0.00330923,0.203485,"chr036843.1",20160001,20260000
"NC_036843.1",20230000,0.0878387,0.206314,0.0419735,0.206314,"chr036843.1",20180001,20280000
"NC_036843.1",20240000,0.0951046,0.213722,0.0331839,0.213722,"chr036843.1",20190001,20290000
"NC_036843.1",20530000,0,0.0549203,0.222029,0.222029,"chr036843.1",20480001,20580000
"NC_036843.1",20540000,0,0.0309955,0.217268,0.217268,"chr036843.1",20490001,20590000
"NC_036843.1",20550000,0,0.0124209,0.214054,0.214054,"chr036843.1",20500001,20600000
"NC_036843.1",21620000,0,0.00971627,0.271636,0.271636,"chr036843.1",21570001,21670000
"NC_036843.1",21880000,0.000911858,0.0084565,0.213944,0.213944,"chr036843.1",21830001,21930000
"NC_036843.1",21890000,0.00436357,0,0.230501,0.230501,"chr036843.1",21840001,21940000
"NC_036843.1",21900000,0,0,0.253961,0.253961,"chr036843.1",21850001,21950000
"NC_036843.1",21910000,0,0,0.301311,0.301311,"chr036843.1",21860001,21960000
"NC_036843.1",21920000,0,0,0.230871,0.230871,"chr036843.1",21870001,21970000
"NC_036843.1",21930000,0,0,0.241023,0.241023,"chr036843.1",21880001,21980000
"NC_036843.1",22060000,0.1433,0.00291523,0.229722,0.229722,"chr036843.1",22010001,22110000
"NC_036843.1",22070000,0.144209,0,0.2142,0.2142,"chr036843.1",22020001,22120000
"NC_036843.1",22080000,0.160259,0.0029183,0.204017,0.204017,"chr036843.1",22030001,22130000
"NC_036843.1",22450000,0.161721,0.0140198,0.25546,0.25546,"chr036843.1",22400001,22500000
"NC_036843.1",22460000,0.183458,0.0138456,0.269716,0.269716,"chr036843.1",22410001,22510000
"NC_036843.1",22470000,0.215639,0.0119373,0.296544,0.296544,"chr036843.1",22420001,22520000
"NC_036843.1",22480000,0.205057,0.0169838,0.316848,0.316848,"chr036843.1",22430001,22530000
"NC_036843.1",22490000,0.218377,0.0112387,0.333218,0.333218,"chr036843.1",22440001,22540000
"NC_036843.1",22500000,0.258169,0.011015,0.37668,0.37668,"chr036843.1",22450001,22550000
"NC_036843.1",22510000,0.269141,0.0143477,0.41918,0.41918,"chr036843.1",22460001,22560000
"NC_036843.1",22520000,0.296576,0.00593784,0.451257,0.451257,"chr036843.1",22470001,22570000
"NC_036843.1",22530000,0.288165,0.0106112,0.456112,0.456112,"chr036843.1",22480001,22580000
"NC_036843.1",22540000,0.271292,0.0168691,0.436799,0.436799,"chr036843.1",22490001,22590000
"NC_036843.1",22550000,0.228303,0.0169686,0.381568,0.381568,"chr036843.1",22500001,22600000
"NC_036843.1",22560000,0.216623,0.0158728,0.371237,0.371237,"chr036843.1",22510001,22610000
"NC_036843.1",22570000,0.220791,0.0157198,0.397041,0.397041,"chr036843.1",22520001,22620000
"NC_036843.1",22580000,0.221843,0.016022,0.384978,0.384978,"chr036843.1",22530001,22630000
"NC_036843.1",22590000,0.209795,0.00487248,0.372838,0.372838,"chr036843.1",22540001,22640000
"NC_036843.1",22600000,0.177836,0.00400352,0.329833,0.329833,"chr036843.1",22550001,22650000
"NC_036843.1",22610000,0.140675,0,0.290145,0.290145,"chr036843.1",22560001,22660000
"NC_036843.1",22620000,0.119061,0,0.275864,0.275864,"chr036843.1",22570001,22670000
"NC_036843.1",22630000,0.122216,0,0.264523,0.264523,"chr036843.1",22580001,22680000
"NC_036843.1",22640000,0.120946,0,0.260235,0.260235,"chr036843.1",22590001,22690000
"NC_036843.1",22650000,0.0997199,0,0.257534,0.257534,"chr036843.1",22600001,22700000
"NC_036843.1",22660000,0.101388,0,0.272597,0.272597,"chr036843.1",22610001,22710000
"NC_036843.1",22670000,0.0708035,0,0.265548,0.265548,"chr036843.1",22620001,22720000
"NC_036843.1",22680000,0.0153951,0,0.203617,0.203617,"chr036843.1",22630001,22730000
"NC_036843.1",22960000,0.169158,0.0155289,0.238359,0.238359,"chr036843.1",22910001,23010000
"NC_036843.1",22970000,0.17373,0.0195027,0.254082,0.254082,"chr036843.1",22920001,23020000
"NC_036843.1",22980000,0.195228,0.0283656,0.29379,0.29379,"chr036843.1",22930001,23030000
