"CHROM","POS","fst_LB","fst_SB","fst_PL","highest"
"NC_036842.1",75670000,0.0305352,0,0.0359382,0.0359382
"NC_036842.1",75680000,0.0309039,0,0.0331164,0.0331164
"NC_036842.1",75690000,0.0284713,0,0.0292233,0.0292233
"NC_036842.1",75700000,0.0296469,0,0.025943,0.0296469
"NC_036842.1",75710000,0.0359488,0,0.0241072,0.0359488
"NC_036842.1",75720000,0.0382706,0,0.0157887,0.0382706
"NC_036842.1",75730000,0.0465489,0,0.02007,0.0465489
"NC_036842.1",75740000,0.0396923,0,0.0155313,0.0396923
"NC_036842.1",75750000,0.0418309,0,0.00695065,0.0418309
"NC_036842.1",75760000,0.0369455,0,0.0141223,0.0369455
"NC_036842.1",75770000,0.0420131,0,0.0158474,0.0420131
"NC_036842.1",75780000,0.0323851,0,0.0046432,0.0323851
"NC_036842.1",75790000,0.0291963,0,0.00471562,0.0291963
"NC_036842.1",75800000,0.0306936,0,0.00896781,0.0306936
"NC_036842.1",75810000,0.0203877,0,0.00934602,0.0203877
"NC_036842.1",75820000,0.0137456,0,0.0120916,0.0137456
"NC_036842.1",75830000,0.0112407,0,0.0114193,0.0114193
"NC_036842.1",75840000,0.0277973,0,0.00641627,0.0277973
"NC_036842.1",75850000,0.0255628,0,0.0164305,0.0255628
"NC_036842.1",75860000,0.0330352,0,0.00431953,0.0330352
"NC_036842.1",75870000,0.0231411,0,0.000872881,0.0231411
"NC_036842.1",75880000,0.0314655,0,0.00499374,0.0314655
"NC_036842.1",75890000,0.0262074,0,0.000725721,0.0262074
"NC_036842.1",75900000,0.0206107,0,0,0.0206107
"NC_036842.1",75910000,0.0197738,0,0,0.0197738
"NC_036842.1",75920000,0.0235435,0,0,0.0235435
"NC_036842.1",75930000,0.0342424,0,0,0.0342424
"NC_036842.1",75940000,0.0164155,0,0,0.0164155
"NC_036842.1",75950000,0.0166277,0,0,0.0166277
"NC_036842.1",75960000,0.0191611,0,0,0.0191611
"NC_036842.1",75970000,0.0477622,0,0,0.0477622
"NC_036842.1",75980000,0.0292899,0.00211053,0,0.0292899
"NC_036842.1",75990000,0.0284742,0.00558737,0,0.0284742
"NC_036842.1",7.6e+07,0.033917,0.00812047,0,0.033917
"NC_036842.1",76010000,0.0146749,0.0147121,0.0173093,0.0173093
"NC_036842.1",76020000,0,0.0329981,0.0409785,0.0409785
"NC_036842.1",76030000,0,0.0358836,0.0482892,0.0482892
"NC_036842.1",76040000,0,0.0357187,0.0559015,0.0559015
"NC_036842.1",76050000,0,0.0440042,0.0635303,0.0635303
"NC_036842.1",76060000,0,0.0573308,0.0590574,0.0590574
"NC_036842.1",76070000,0,0.0570171,0.0651469,0.0651469
"NC_036842.1",76080000,0,0.0490817,0.0654214,0.0654214
"NC_036842.1",76090000,0,0.0492868,0.0567286,0.0567286
"NC_036842.1",76100000,0,0.0498935,0.0524686,0.0524686
"NC_036842.1",76110000,0,0.0538813,0.0449688,0.0538813
"NC_036842.1",76120000,0.00490285,0.0470792,0.028626,0.0470792
"NC_036842.1",76130000,0.0164199,0.0404554,0.0158207,0.0404554
"NC_036842.1",76140000,0.0189636,0.0412622,0.0101568,0.0412622
"NC_036842.1",76150000,0.0199577,0.0337154,0.00211098,0.0337154
"NC_036842.1",76160000,0.029354,0.0209789,0.00139389,0.029354
"NC_036842.1",76170000,0.0406113,0.0185335,0.00895835,0.0406113
"NC_036842.1",76180000,0.0463537,0.0107276,0.0066458,0.0463537
"NC_036842.1",76190000,0.0629777,0.00275663,0.00674931,0.0629777
"NC_036842.1",76200000,0.0774851,0.00726411,0.0101777,0.0774851
"NC_036842.1",76210000,0.0807156,0.00961118,0.0151414,0.0807156
"NC_036842.1",76220000,0.0835105,0.00739499,0.0166678,0.0835105
"NC_036842.1",76230000,0.0886751,0.0115997,0.0202563,0.0886751
"NC_036842.1",76240000,0.108122,0.010497,0.0282957,0.108122
"NC_036842.1",76250000,0.126614,0.00612163,0.0394372,0.126614
"NC_036842.1",76260000,0.103395,0,0.0405162,0.103395
"NC_036842.1",76270000,0.0887101,0.00321517,0.0291008,0.0887101
"NC_036842.1",76280000,0.108133,0.0329041,0.0430296,0.108133
"NC_036842.1",76290000,0.0998761,0.0469568,0.0466347,0.0998761
"NC_036842.1",76300000,0.0801928,0.0432051,0.0461157,0.0801928
"NC_036842.1",76310000,0.088425,0.0490938,0.0419467,0.088425
"NC_036842.1",76320000,0.0871344,0.0559361,0.0364161,0.0871344
"NC_036842.1",76330000,0.106868,0.057264,0.0476159,0.106868
"NC_036842.1",76340000,0.0988342,0.0688433,0.0383261,0.0988342
"NC_036842.1",76350000,0.0465456,0.0501428,0.0153716,0.0501428
"NC_036842.1",76360000,0.0476085,0.0540593,0.0197659,0.0540593
"NC_036842.1",76370000,0.0444853,0.0550845,0.0246528,0.0550845
"NC_036842.1",76380000,0.0384097,0.0508959,0.0242508,0.0508959
"NC_036842.1",76390000,0.0405108,0.054067,0.028147,0.054067
"NC_036842.1",76400000,0.0379527,0.0416967,0.0246066,0.0416967
"NC_036842.1",76410000,0.0332907,0.0276618,0.0147732,0.0332907
"NC_036842.1",76420000,0.0330765,0.021944,0.0149257,0.0330765
"NC_036842.1",76430000,0.0217804,0.0158902,0.0109302,0.0217804
"NC_036842.1",76440000,0.0261719,0.000621962,0.0106271,0.0261719
"NC_036842.1",76450000,0.036634,0,0.00929685,0.036634
"NC_036842.1",76460000,0.0406351,0,0.00095995,0.0406351
"NC_036842.1",76470000,0.0401483,0,0,0.0401483
"NC_036842.1",76480000,0.0348708,0.0014276,0.0114394,0.0348708
"NC_036842.1",76490000,0.0361882,0.000452357,0.0112984,0.0361882
"NC_036842.1",76500000,0.0175584,0.00190919,0.0102191,0.0175584
"NC_036842.1",76510000,0.027696,0,0.0155936,0.027696
"NC_036842.1",76520000,0.0430888,0.0025773,0.0132957,0.0430888
"NC_036842.1",76530000,0.0419309,0.00385126,0.00958866,0.0419309
"NC_036842.1",76540000,0.0546926,0.00613848,0.019048,0.0546926
"NC_036842.1",76550000,0.073682,0.00549058,0.0275147,0.073682
"NC_036842.1",76560000,0.0526602,0.00925333,0.0384249,0.0526602
"NC_036842.1",76570000,0.0600474,0.0285916,0.0467386,0.0600474
"NC_036842.1",76580000,0.0849304,0.044131,0.0481188,0.0849304
"NC_036842.1",76590000,0.0979588,0.0456247,0.0530778,0.0979588
"NC_036842.1",76600000,0.131315,0.0487342,0.0560569,0.131315
"NC_036842.1",76610000,0.111217,0.0517202,0.0548636,0.111217
"NC_036842.1",76620000,0.0886868,0.0403012,0.0469231,0.0886868
"NC_036842.1",76630000,0.0686084,0.0321022,0.0373143,0.0686084
"NC_036842.1",76640000,0.0543686,0.0364409,0.0324196,0.0543686
"NC_036842.1",76650000,0.0500876,0.0334222,0.0315145,0.0500876
"NC_036842.1",76660000,0.056258,0.0342794,0.0273657,0.056258
"NC_036842.1",76670000,0.0458093,0.0185263,0.0211237,0.0458093
"NC_036842.1",76680000,0.0332931,0.00499825,0.00745338,0.0332931
"NC_036842.1",76690000,0.0286403,0.00194862,0.00297415,0.0286403
"NC_036842.1",76700000,0.0275147,0,0,0.0275147
"NC_036842.1",76710000,0.0214834,0,0,0.0214834
"NC_036842.1",76720000,0.024594,0,0,0.024594
"NC_036842.1",76730000,0.032001,0,0.000899012,0.032001
"NC_036842.1",76740000,0.0347928,0.000196989,0,0.0347928
"NC_036842.1",76750000,0.0307065,0.0134746,0,0.0307065
"NC_036842.1",76760000,0.0308336,0.0274044,0.00874573,0.0308336
"NC_036842.1",76770000,0.0414614,0.0397369,0.00969355,0.0414614
"NC_036842.1",76780000,0.030368,0.0330929,0.00760868,0.0330929
"NC_036842.1",76790000,0.0167897,0.0359414,0.00861123,0.0359414
"NC_036842.1",76800000,0.00614707,0.0415243,0.0165596,0.0415243
"NC_036842.1",76810000,0.0164752,0.0320404,0.0126767,0.0320404
"NC_036842.1",76820000,0.0108506,0.0317985,0.0120858,0.0317985
"NC_036842.1",76830000,0.0365003,0.0213721,0.000835842,0.0365003
"NC_036842.1",76840000,0.0606885,0.014944,0,0.0606885
"NC_036842.1",76850000,0.0847917,0.00324976,0,0.0847917
"NC_036842.1",76860000,0.0826525,0,0,0.0826525
"NC_036842.1",76870000,0.0903718,0,0,0.0903718
"NC_036842.1",76880000,0.112006,0,0,0.112006
"NC_036842.1",76890000,0.134501,0,0,0.134501
"NC_036842.1",76900000,0.131487,0,0,0.131487
"NC_036842.1",76910000,0.145975,0,0,0.145975
"NC_036842.1",76920000,0.142607,0.00515656,0,0.142607
"NC_036842.1",76930000,0.123146,0.0135763,0,0.123146
"NC_036842.1",76940000,0.101716,0.0194271,0,0.101716
"NC_036842.1",76950000,0.122719,0.0216155,0,0.122719
"NC_036842.1",76960000,0.141276,0.0224915,0,0.141276
"NC_036842.1",76970000,0.129292,0.0242824,0,0.129292
"NC_036842.1",76980000,0.13134,0.0182509,0,0.13134
"NC_036842.1",76990000,0.0929351,0.0125899,0,0.0929351
"NC_036842.1",7.7e+07,0.0772081,0.00330547,0,0.0772081
"NC_036842.1",77010000,0.0713245,0,0,0.0713245
"NC_036842.1",77020000,0.0582917,0,0.000918781,0.0582917
"NC_036842.1",77030000,0.0460903,0,0.0104934,0.0460903
"NC_036842.1",77040000,0.027581,0,0.0336433,0.0336433
"NC_036842.1",77050000,0,0,0.0347933,0.0347933
"NC_036842.1",77060000,0,0,0.0278936,0.0278936
"NC_036842.1",77070000,0,0,0.0307356,0.0307356
"NC_036842.1",77080000,0,0,0.0226789,0.0226789
"NC_036842.1",77090000,0,0,0.0233791,0.0233791
"NC_036842.1",77100000,0,0,0.0220173,0.0220173
"NC_036842.1",77110000,0,0,0.015189,0.015189
"NC_036842.1",77120000,0,0,0.0104619,0.0104619
"NC_036842.1",77130000,0,0,0.00138786,0.00138786
"NC_036842.1",77140000,0,0,0,0
"NC_036842.1",77150000,0,0,0,0
"NC_036842.1",77160000,0,0,0,0
"NC_036842.1",77170000,0,0,0,0
"NC_036842.1",77180000,0,0,0.000255091,0.000255091
"NC_036842.1",77190000,0,0,0.00405635,0.00405635
"NC_036842.1",77200000,0,0,0.000869554,0.000869554
"NC_036842.1",77210000,0.00437532,0,0,0.00437532
"NC_036842.1",77220000,0.014586,0,0.00789264,0.014586
"NC_036842.1",77230000,0.0322535,0,0.00836759,0.0322535
"NC_036842.1",77240000,0.0509736,0,0.020632,0.0509736
"NC_036842.1",77250000,0.0517509,0,0.0196495,0.0517509
"NC_036842.1",77260000,0.0735048,0,0.0207031,0.0735048
"NC_036842.1",77270000,0.0354771,0,0.0132181,0.0354771
"NC_036842.1",77280000,0.0292287,0,0.0287133,0.0292287
"NC_036842.1",77290000,0.0231407,0,0.023763,0.023763
"NC_036842.1",77300000,0.0142378,0,0.0247898,0.0247898
"NC_036842.1",77310000,0.0109357,0.00484117,0.0343919,0.0343919
"NC_036842.1",77320000,0.0164438,0.0114554,0.0305204,0.0305204
"NC_036842.1",77330000,0.00532352,0.00931881,0.0604267,0.0604267
"NC_036842.1",77340000,0.0218823,0.0165055,0.0208029,0.0218823
"NC_036842.1",77350000,0.0260551,0.0276933,0.0196546,0.0276933
"NC_036842.1",77360000,0,0,0,0
"NC_036842.1",77370000,0.00287986,0.00399348,0,0.00399348
"NC_036842.1",77380000,0.00397266,0.00843032,0,0.00843032
"NC_036842.1",77390000,0.00742448,0.00449353,0,0.00742448
"NC_036842.1",77400000,0.0256488,0,0,0.0256488
"NC_036842.1",77410000,0.0237815,0,0,0.0237815
"NC_036842.1",77420000,0.0136711,0,0,0.0136711
"NC_036842.1",77430000,0.0200725,0,0,0.0200725
"NC_036842.1",77440000,0,0,0,0
"NC_036842.1",77450000,0,0,0,0
"NC_036842.1",77460000,0,0,0.00671159,0.00671159
"NC_036842.1",77470000,0,0,0.00511607,0.00511607
"NC_036842.1",77480000,0,0,0.00285103,0.00285103
"NC_036842.1",77490000,0,0,0,0
"NC_036842.1",77500000,0,0,0,0
"NC_036842.1",77510000,0,0,0.011999,0.011999
"NC_036842.1",77520000,0,0,0.0134615,0.0134615
"NC_036842.1",77530000,0,0,0.00781032,0.00781032
"NC_036842.1",77540000,0,0,0.00959673,0.00959673
"NC_036842.1",77550000,0,0,0,0
"NC_036842.1",77560000,0.00201183,0,0.000645481,0.00201183
"NC_036842.1",77570000,0,0,0,0
"NC_036842.1",77580000,0,0,0.00598032,0.00598032
"NC_036842.1",77590000,0.00111092,0,0.0010447,0.00111092
"NC_036842.1",77600000,0.00668227,0,0.00424524,0.00668227
"NC_036842.1",77610000,0.0137095,0,0,0.0137095
"NC_036842.1",77620000,0.0386445,0,0,0.0386445
"NC_036842.1",77630000,0.0492275,0,0,0.0492275
"NC_036842.1",77640000,0.0543272,0,0,0.0543272
"NC_036842.1",77650000,0.0503931,0,0,0.0503931
"NC_036842.1",77660000,0.0408493,0,0,0.0408493
"NC_036842.1",77670000,0.0550232,0,0,0.0550232
"NC_036842.1",77680000,0.0996905,0,0,0.0996905
"NC_036842.1",77690000,0.09377,0,0,0.09377
"NC_036842.1",77700000,0.0903822,0,0,0.0903822
"NC_036842.1",77710000,0.165171,0,0,0.165171
"NC_036842.1",77720000,0.205779,0,0,0.205779
"NC_036842.1",77730000,0.253237,0,0,0.253237
"NC_036842.1",77740000,0.300115,0,0,0.300115
"NC_036842.1",77750000,0.305928,0,0,0.305928
"NC_036842.1",77760000,0.355784,0,0,0.355784
"NC_036842.1",77770000,0.373158,0,0,0.373158
"NC_036842.1",77780000,0.359549,0,0,0.359549
"NC_036842.1",77790000,0.358262,0,0,0.358262
"NC_036842.1",77800000,0.359966,0,0,0.359966
"NC_036842.1",77810000,0.349203,0,0,0.349203
"NC_036842.1",77820000,0.324029,0,0,0.324029
"NC_036842.1",77830000,0.302387,0,0,0.302387
"NC_036842.1",77840000,0.284324,0,0,0.284324
"NC_036842.1",77850000,0.273636,0,0,0.273636
"NC_036842.1",77860000,0.25088,0,0,0.25088
"NC_036842.1",77870000,0.205451,0,0,0.205451
"NC_036842.1",77880000,0.211926,0,0,0.211926
"NC_036842.1",77890000,0.204424,0,0,0.204424
"NC_036842.1",77900000,0.192665,0,0,0.192665
"NC_036842.1",77910000,0.1876,0,0,0.1876
"NC_036842.1",77920000,0.203129,0,0,0.203129
"NC_036842.1",77930000,0.216376,0,0,0.216376
"NC_036842.1",77940000,0.209282,0,0,0.209282
"NC_036842.1",77950000,0.214645,0,0,0.214645
"NC_036842.1",77960000,0.216153,0,0,0.216153
"NC_036842.1",77970000,0.198814,0,0,0.198814
"NC_036842.1",77980000,0.119664,0,0,0.119664
"NC_036842.1",77990000,0.0882623,0,0,0.0882623
"NC_036842.1",7.8e+07,0.0766718,0,0,0.0766718
"NC_036842.1",78010000,0.0898001,0,0,0.0898001
"NC_036842.1",78020000,0.0842387,0,0,0.0842387
"NC_036842.1",78030000,0.122482,0,0,0.122482
"NC_036842.1",78040000,0.135417,0,0,0.135417
"NC_036842.1",78050000,0.131612,0,0,0.131612
"NC_036842.1",78060000,0.138057,0,0,0.138057
"NC_036842.1",78070000,0.155546,0,0,0.155546
"NC_036842.1",78080000,0.14958,0,0,0.14958
"NC_036842.1",78090000,0.138698,0,0,0.138698
"NC_036842.1",78100000,0.151596,0,0,0.151596
"NC_036842.1",78110000,0.0927879,0,0,0.0927879
"NC_036842.1",78120000,0.108324,0,0,0.108324
"NC_036842.1",78130000,0.0966698,0,0,0.0966698
"NC_036842.1",78140000,0.0936515,0,0,0.0936515
"NC_036842.1",78150000,0.0870008,0,0,0.0870008
"NC_036842.1",78160000,0.0755606,0,0,0.0755606
"NC_036842.1",78170000,0.0688656,0,0,0.0688656
"NC_036842.1",78180000,0.0698891,0,0,0.0698891
"NC_036842.1",78190000,0.0639211,0,0,0.0639211
"NC_036842.1",78200000,0.0360661,0,0,0.0360661
"NC_036842.1",78210000,0.0865073,0,0,0.0865073
"NC_036842.1",78220000,0.0267162,0,0,0.0267162
"NC_036842.1",78230000,0.00256456,0,0,0.00256456
"NC_036842.1",78240000,0,0,0,0
"NC_036842.1",78250000,0,0,0,0
"NC_036842.1",78260000,0,0,0,0
"NC_036842.1",78270000,0,0,0,0
"NC_036842.1",78280000,0,0,0,0
"NC_036842.1",78290000,0,0,0,0
"NC_036842.1",78300000,0,0,0,0
"NC_036842.1",78310000,0,0,0,0
"NC_036842.1",78320000,0,0,0,0
"NC_036842.1",78330000,0,0,0,0
"NC_036842.1",78340000,0,0,0,0
"NC_036842.1",78350000,0,0,0,0
"NC_036842.1",78360000,0,0,0,0
"NC_036842.1",78370000,0,0,0,0
"NC_036842.1",78380000,0,0,0,0
"NC_036842.1",78390000,0,0,0,0
"NC_036842.1",78400000,0,0,0,0
"NC_036842.1",78410000,0,0,0,0
"NC_036842.1",78420000,0,0,0,0
"NC_036842.1",78430000,0,0,0,0
"NC_036842.1",78440000,0,0,0,0
"NC_036842.1",78450000,0,0,0,0
"NC_036842.1",78460000,0,0,0,0
"NC_036842.1",78470000,0,0,0,0
"NC_036842.1",78480000,0,0,0,0
"NC_036842.1",78490000,0,0,0,0
"NC_036842.1",78500000,0,0,0,0
"NC_036842.1",78510000,0,0,0,0
"NC_036842.1",78520000,0,0,0,0
"NC_036842.1",78530000,0,0,0,0
"NC_036842.1",78540000,0,0,0,0
"NC_036842.1",78550000,0.00382036,0,0,0.00382036
"NC_036842.1",78560000,0,0,0,0
"NC_036842.1",78570000,0.00166077,0,0,0.00166077
"NC_036842.1",78580000,0.00347586,0,0,0.00347586
"NC_036842.1",78590000,0,0,0,0
"NC_036842.1",78600000,0.0015015,0,0,0.0015015
"NC_036842.1",78610000,0,0,0,0
"NC_036842.1",78620000,0,0,0,0
"NC_036842.1",78630000,0,0,0,0
"NC_036842.1",78640000,0,0,0,0
"NC_036842.1",78650000,0,0,0,0
"NC_036842.1",78660000,0,0,0,0
"NC_036842.1",78670000,0,0,0,0
"NC_036842.1",78680000,0,0,0,0
"NC_036842.1",78690000,0,0,0,0
"NC_036842.1",78700000,0,0,0,0
"NC_036842.1",78710000,0,0,0,0
"NC_036842.1",78720000,0,0,0,0
"NC_036842.1",78730000,0,0,0,0
"NC_036842.1",78740000,0,0,0,0
"NC_036842.1",78750000,0,0,0,0
"NC_036842.1",78760000,0,0,0,0
"NC_036842.1",78770000,0,0,0,0
"NC_036842.1",78780000,0,0.0119968,0,0.0119968
"NC_036842.1",78790000,0,0.0195939,0,0.0195939
"NC_036842.1",78800000,0,0.007683,0,0.007683
"NC_036842.1",78810000,0,0.0153353,0,0.0153353
"NC_036842.1",78820000,0,0.0204098,0,0.0204098
"NC_036842.1",78830000,0,0.0252838,0,0.0252838
"NC_036842.1",78840000,0,0.0119795,0,0.0119795
"NC_036842.1",78850000,0,0,0,0
"NC_036842.1",78860000,0,0.00072699,0,0.00072699
"NC_036842.1",78870000,0.0442548,0,0,0.0442548
"NC_036842.1",78880000,0.0893341,0,0.00225938,0.0893341
"NC_036842.1",78890000,0.104851,0,0.00397634,0.104851
"NC_036842.1",78900000,0.140328,0,0.0175883,0.140328
"NC_036842.1",78910000,0.150947,0,0.0257171,0.150947
"NC_036842.1",78920000,0.162123,0,0.0225319,0.162123
"NC_036842.1",78930000,0.139444,0,0.0187289,0.139444
"NC_036842.1",78940000,0.139785,0,0.0207071,0.139785
"NC_036842.1",78950000,0.124242,0,0.0200506,0.124242
"NC_036842.1",78960000,0.11665,0,0.00833128,0.11665
"NC_036842.1",78970000,0.0849143,0,0.0032525,0.0849143
"NC_036842.1",78980000,0.0646502,0,0,0.0646502
"NC_036842.1",78990000,0.0414251,0,0,0.0414251
"NC_036842.1",7.9e+07,0.0294488,0,0,0.0294488
"NC_036842.1",79010000,0.0125887,0,0,0.0125887
"NC_036842.1",79020000,0,0,0,0
"NC_036842.1",79030000,0,0,0,0
"NC_036842.1",79040000,0,0,0,0
"NC_036842.1",79050000,0,0,0,0
"NC_036842.1",79060000,0,0,0,0
"NC_036842.1",79070000,0,0,0,0
"NC_036842.1",79080000,0,0,0,0
"NC_036842.1",79090000,0,0,0,0
"NC_036842.1",79100000,0,0,0,0
"NC_036842.1",79110000,0,0,0,0
"NC_036842.1",79120000,0,0,0,0
"NC_036842.1",79130000,0,0.0044644,0,0.0044644
"NC_036842.1",79140000,0,0.0147694,0,0.0147694
"NC_036842.1",79150000,0,0.0274385,0,0.0274385
"NC_036842.1",79160000,0,0.0634661,0,0.0634661
"NC_036842.1",79170000,0,0.0745664,0,0.0745664
"NC_036842.1",79180000,0,0.0898269,0,0.0898269
"NC_036842.1",79190000,0,0.102298,0,0.102298
"NC_036842.1",79200000,0,0.0936366,0,0.0936366
"NC_036842.1",79210000,0,0.0902313,0,0.0902313
"NC_036842.1",79220000,0,0.0718487,0,0.0718487
"NC_036842.1",79230000,0,0.0663624,0,0.0663624
"NC_036842.1",79240000,0,0.0520193,0,0.0520193
"NC_036842.1",79250000,0,0.0522988,0,0.0522988
"NC_036842.1",79260000,0,0.0355271,0,0.0355271
"NC_036842.1",79270000,0,0.0225374,0,0.0225374
"NC_036842.1",79280000,0,0.000251986,0,0.000251986
"NC_036842.1",79290000,0.00791716,0,0,0.00791716
"NC_036842.1",79300000,0.00528973,0,0,0.00528973
"NC_036842.1",79310000,0.00637566,0,0,0.00637566
"NC_036842.1",79320000,0.00494426,0,0,0.00494426
"NC_036842.1",79330000,0.00919592,0,0,0.00919592
"NC_036842.1",79340000,0,0,0,0
"NC_036842.1",79350000,0,0,0,0
"NC_036842.1",79360000,0,0,0,0
"NC_036842.1",79370000,0,0,0,0
"NC_036842.1",79380000,0,0.0124449,0,0.0124449
"NC_036842.1",79390000,0,0.0255646,0,0.0255646
"NC_036842.1",79400000,0,0.0404181,0,0.0404181
"NC_036842.1",79410000,0,0.0455843,0,0.0455843
"NC_036842.1",79420000,0,0.0439839,0,0.0439839
"NC_036842.1",79430000,0,0.0568926,0,0.0568926
"NC_036842.1",79440000,0,0.0478325,0,0.0478325
"NC_036842.1",79450000,0,0.144306,0.00497081,0.144306
"NC_036842.1",79460000,0,0.128449,0.0229104,0.128449
"NC_036842.1",79470000,0.00845574,0.109447,0.0259872,0.109447
"NC_036842.1",79480000,0.0228939,0.0711883,0.0288817,0.0711883
"NC_036842.1",79490000,0.00924884,0.0450466,0.0195968,0.0450466
"NC_036842.1",79500000,0.00949135,0.0430913,0.0197619,0.0430913
"NC_036842.1",79510000,0.00445522,0.0327769,0.0172975,0.0327769
"NC_036842.1",79520000,0,0.0267933,0.0133558,0.0267933
"NC_036842.1",79530000,0.00225784,0,0,0.00225784
"NC_036842.1",79540000,0.000998478,0.00084955,0.00943801,0.00943801
"NC_036842.1",79550000,0.0155173,0,0,0.0155173
"NC_036842.1",79560000,0.0185438,0.00410481,0,0.0185438
"NC_036842.1",79570000,0.0153803,0.0102332,0.00054841,0.0153803
"NC_036842.1",79580000,0.0119898,0.0150602,0.00938521,0.0150602
"NC_036842.1",79590000,0.0140103,0.02051,0.00909158,0.02051
"NC_036842.1",79600000,0.0112839,0.024696,0.0121491,0.024696
"NC_036842.1",79610000,0.0153113,0.0292657,0.0142963,0.0292657
"NC_036842.1",79620000,0.0215513,0.0341046,0.0158744,0.0341046
"NC_036842.1",79630000,0.0313446,0.0602841,0.0287411,0.0602841
"NC_036842.1",79640000,0.01697,0.0665236,0.0107913,0.0665236
"NC_036842.1",79650000,0,0.0861679,0.0254519,0.0861679
"NC_036842.1",79660000,0,0.0554178,0.0316181,0.0554178
"NC_036842.1",79670000,0,0.0406261,0.0203452,0.0406261
"NC_036842.1",79680000,0,0.0581092,0,0.0581092
"NC_036842.1",79690000,0.0029506,0.0390702,0,0.0390702
"NC_036842.1",79700000,0.00620407,0.065681,0,0.065681
"NC_036842.1",79710000,0.00703683,0.0630765,0,0.0630765
"NC_036842.1",79720000,0.00194608,0.0656525,0,0.0656525
"NC_036842.1",79730000,0.00151941,0.0677711,0,0.0677711
"NC_036842.1",79740000,0.0129255,0.0664497,0,0.0664497
"NC_036842.1",79750000,0.00647951,0.0727391,0,0.0727391
"NC_036842.1",79760000,0.0105588,0.0865935,0,0.0865935
"NC_036842.1",79770000,0,0.0937999,0,0.0937999
"NC_036842.1",79780000,0.0142095,0.102662,0,0.102662
"NC_036842.1",79790000,0,0.13816,0,0.13816
"NC_036842.1",79800000,0,0.120041,0,0.120041
"NC_036842.1",79810000,0,0.13788,0,0.13788
"NC_036842.1",79820000,0,0.0961044,0,0.0961044
"NC_036842.1",79830000,0,0.0853095,0,0.0853095
"NC_036842.1",79840000,0,0.0808656,0,0.0808656
"NC_036842.1",79850000,0,0.0849244,0,0.0849244
"NC_036842.1",79860000,0,0.0980863,0,0.0980863
"NC_036842.1",79870000,0,0.100748,0,0.100748
"NC_036842.1",79880000,0,0.0832138,0,0.0832138
"NC_036842.1",79890000,0,0.0596233,0,0.0596233
"NC_036842.1",79900000,0,0.057589,0,0.057589
"NC_036842.1",79910000,0.00269042,0.0460001,0,0.0460001
"NC_036842.1",79920000,0.00728644,0.0621681,0,0.0621681
"NC_036842.1",79930000,0.00261524,0.0530953,0,0.0530953
"NC_036842.1",79940000,0,0.0455127,0,0.0455127
"NC_036842.1",79950000,0,0.0458105,0,0.0458105
"NC_036842.1",79960000,0,0.0363047,0,0.0363047
"NC_036842.1",79970000,0,0.0134907,0,0.0134907
"NC_036842.1",79980000,0,0.0154068,0,0.0154068
"NC_036842.1",79990000,0,0.0366716,0,0.0366716
"NC_036842.1",8e+07,0,0.0352869,0,0.0352869
"NC_036842.1",80010000,0,0.0368937,0,0.0368937
"NC_036842.1",80020000,0,0.0364505,0,0.0364505
"NC_036842.1",80030000,0,0.0473587,0,0.0473587
"NC_036842.1",80040000,0,0.0617318,0,0.0617318
"NC_036842.1",80050000,0,0.0490097,0,0.0490097
"NC_036842.1",80060000,0.000992602,0.0491022,0,0.0491022
"NC_036842.1",80070000,0.00221486,0.0922674,0,0.0922674
"NC_036842.1",80080000,0,0.100289,0,0.100289
"NC_036842.1",80090000,0,0.0666146,0,0.0666146
"NC_036842.1",80100000,0,0.0525021,0,0.0525021
"NC_036842.1",80110000,0,0.057215,0.00527627,0.057215
"NC_036842.1",80120000,0,0.0478552,0.0246606,0.0478552
"NC_036842.1",80130000,0,0.0408623,0.0219411,0.0408623
"NC_036842.1",80140000,0,0.0389464,0.0352397,0.0389464
"NC_036842.1",80150000,0,0.0334642,0.0314368,0.0334642
"NC_036842.1",80160000,0,0.0183366,0.0412583,0.0412583
"NC_036842.1",80170000,0,0.00551821,0.0537823,0.0537823
"NC_036842.1",80180000,0,0,0.0623647,0.0623647
"NC_036842.1",80190000,0,0,0.0491243,0.0491243
"NC_036842.1",80200000,0,0,0.0648517,0.0648517
"NC_036842.1",80210000,0,0,0.0567325,0.0567325
"NC_036842.1",80220000,0,0,0.0392329,0.0392329
"NC_036842.1",80230000,0.00555952,0,0.0310108,0.0310108
"NC_036842.1",80240000,0.00863436,0,0.0205681,0.0205681
"NC_036842.1",80250000,0,0,0.0250308,0.0250308
"NC_036842.1",80260000,0,0,0.0281873,0.0281873
"NC_036842.1",80270000,0,0,0.0241355,0.0241355
"NC_036842.1",80280000,0,0,0.0215874,0.0215874
"NC_036842.1",80290000,0.00631984,0,0.0231654,0.0231654
"NC_036842.1",80300000,0,0,0.0208002,0.0208002
"NC_036842.1",80310000,0,0,0.0233976,0.0233976
"NC_036842.1",80320000,0,0,0.0309879,0.0309879
"NC_036842.1",80330000,0,0,0.0267356,0.0267356
"NC_036842.1",80340000,0,0,0.0166739,0.0166739
"NC_036842.1",80350000,0,0,0.010236,0.010236
"NC_036842.1",80360000,0,0,0.0154997,0.0154997
"NC_036842.1",80370000,0,0,0.0258911,0.0258911
