"Name","NCBI","Length","CumLen","LG","LGlength"
"unplaced","NW_019944854.1",62272,1931751221,"LG40",653519791
"unplaced","NW_019944855.1",68722,1931813493,"LG40",653519791
"unplaced","NW_019944856.1",88341,1931882215,"LG40",653519791
"unplaced","NW_019944857.1",59436,1931970556,"LG40",653519791
"unplaced","NW_019944858.1",59347,1932029992,"LG40",653519791
"unplaced","NW_019944859.1",59339,1932089339,"LG40",653519791
"unplaced","NW_019944860.1",71273,1932148678,"LG40",653519791
"unplaced","NW_019944861.1",59302,1932219951,"LG40",653519791
"unplaced","NW_019944862.1",59267,1932279253,"LG40",653519791
"unplaced","NW_019944863.1",139142,1932338520,"LG40",653519791
"unplaced","NW_019944864.1",182627,1932477662,"LG40",653519791
"unplaced","NW_019944865.1",98915,1932660289,"LG40",653519791
"unplaced","NW_019944866.1",59056,1932759204,"LG40",653519791
"unplaced","NW_019944867.1",116970,1932818260,"LG40",653519791
"unplaced","NW_019944868.1",59007,1932935230,"LG40",653519791
"unplaced","NW_019944869.1",141250,1932994237,"LG40",653519791
"unplaced","NW_019944870.1",100609,1933135487,"LG40",653519791
"unplaced","NW_019944871.1",70605,1933236096,"LG40",653519791
"unplaced","NW_019944872.1",58965,1933306701,"LG40",653519791
"unplaced","NW_019944873.1",126556,1933365666,"LG40",653519791
"unplaced","NW_019944874.1",107547,1933492222,"LG40",653519791
"unplaced","NW_019944875.1",58939,1933599769,"LG40",653519791
"unplaced","NW_019944876.1",58930,1933658708,"LG40",653519791
"unplaced","NW_019944877.1",64150,1933717638,"LG40",653519791
"unplaced","NW_019944878.1",113646,1933781788,"LG40",653519791
"unplaced","NW_019944879.1",58761,1933895434,"LG40",653519791
"unplaced","NW_019944880.1",85190,1933954195,"LG40",653519791
"unplaced","NW_019944881.1",92469,1934039385,"LG40",653519791
"unplaced","NW_019944882.1",156417,1934131854,"LG40",653519791
"unplaced","NW_019944883.1",110095,1934288271,"LG40",653519791
"unplaced","NW_019944884.1",123898,1934398366,"LG40",653519791
"unplaced","NW_019944885.1",58575,1934522264,"LG40",653519791
"unplaced","NW_019944886.1",58510,1934580839,"LG40",653519791
"unplaced","NW_019944887.1",58411,1934639349,"LG40",653519791
"unplaced","NW_019944888.1",58410,1934697760,"LG40",653519791
"unplaced","NW_019944889.1",58382,1934756170,"LG40",653519791
"unplaced","NW_019944890.1",80631,1934814552,"LG40",653519791
"unplaced","NW_019944891.1",92579,1934895183,"LG40",653519791
"unplaced","NW_019944892.1",62459,1934987762,"LG40",653519791
"unplaced","NW_019944893.1",72821,1935050221,"LG40",653519791
"unplaced","NW_019944894.1",58232,1935123042,"LG40",653519791
"unplaced","NW_019944895.1",58189,1935181274,"LG40",653519791
"unplaced","NW_019944896.1",66371,1935239463,"LG40",653519791
"unplaced","NW_019944897.1",58000,1935305834,"LG40",653519791
"unplaced","NW_019944898.1",57996,1935363834,"LG40",653519791
"unplaced","NW_019944899.1",74279,1935421830,"LG40",653519791
"unplaced","NW_019944900.1",65278,1935496109,"LG40",653519791
"unplaced","NW_019944901.1",77472,1935561387,"LG40",653519791
"unplaced","NW_019944902.1",90272,1935638859,"LG40",653519791
"unplaced","NW_019944903.1",57909,1935729131,"LG40",653519791
"unplaced","NW_019944904.1",57908,1935787040,"LG40",653519791
"unplaced","NW_019944905.1",57904,1935844948,"LG40",653519791
"unplaced","NW_019944906.1",57861,1935902852,"LG40",653519791
"unplaced","NW_019944907.1",57847,1935960713,"LG40",653519791
"unplaced","NW_019944908.1",77749,1936018560,"LG40",653519791
"unplaced","NW_019944909.1",71259,1936096309,"LG40",653519791
"unplaced","NW_019944910.1",94876,1936167568,"LG40",653519791
"unplaced","NW_019944911.1",89127,1936262444,"LG40",653519791
"unplaced","NW_019944912.1",73875,1936351571,"LG40",653519791
"unplaced","NW_019944913.1",81265,1936425446,"LG40",653519791
"unplaced","NW_019944914.1",65531,1936506711,"LG40",653519791
"unplaced","NW_019944915.1",113887,1936572242,"LG40",653519791
"unplaced","NW_019944916.1",77695,1936686129,"LG40",653519791
"unplaced","NW_019944917.1",57413,1936763824,"LG40",653519791
"unplaced","NW_019944918.1",57391,1936821237,"LG40",653519791
"unplaced","NW_019944919.1",57359,1936878628,"LG40",653519791
"unplaced","NW_019944920.1",57327,1936935987,"LG40",653519791
"unplaced","NW_019944921.1",57303,1936993314,"LG40",653519791
"unplaced","NW_019944922.1",89072,1937050617,"LG40",653519791
"unplaced","NW_019944923.1",57283,1937139689,"LG40",653519791
"unplaced","NW_019944924.1",67922,1937196972,"LG40",653519791
"unplaced","NW_019944925.1",75523,1937264894,"LG40",653519791
"unplaced","NW_019944926.1",57159,1937340417,"LG40",653519791
"unplaced","NW_019944927.1",91457,1937397576,"LG40",653519791
"unplaced","NW_019944928.1",69019,1937489033,"LG40",653519791
"unplaced","NW_019944929.1",57124,1937558052,"LG40",653519791
"unplaced","NW_019944930.1",57122,1937615176,"LG40",653519791
"unplaced","NW_019944931.1",102438,1937672298,"LG40",653519791
"unplaced","NW_019944932.1",82451,1937774736,"LG40",653519791
"unplaced","NW_019944933.1",57087,1937857187,"LG40",653519791
"unplaced","NW_019944934.1",57073,1937914274,"LG40",653519791
"unplaced","NW_019944935.1",57033,1937971347,"LG40",653519791
"unplaced","NW_019944936.1",92375,1938028380,"LG40",653519791
"unplaced","NW_019944937.1",79152,1938120755,"LG40",653519791
"unplaced","NW_019944938.1",132135,1938199907,"LG40",653519791
"unplaced","NW_019944939.1",65351,1938332042,"LG40",653519791
"unplaced","NW_019944940.1",56815,1938397393,"LG40",653519791
"unplaced","NW_019944941.1",56770,1938454208,"LG40",653519791
"unplaced","NW_019944942.1",56753,1938510978,"LG40",653519791
"unplaced","NW_019944943.1",90587,1938567731,"LG40",653519791
"unplaced","NW_019944944.1",56736,1938658318,"LG40",653519791
"unplaced","NW_019944945.1",111058,1938715054,"LG40",653519791
"unplaced","NW_019944946.1",56667,1938826112,"LG40",653519791
"unplaced","NW_019944947.1",56663,1938882779,"LG40",653519791
"unplaced","NW_019944948.1",56632,1938939442,"LG40",653519791
"unplaced","NW_019944949.1",65716,1938996074,"LG40",653519791
"unplaced","NW_019944950.1",63212,1939061790,"LG40",653519791
"unplaced","NW_019944951.1",65993,1939125002,"LG40",653519791
"unplaced","NW_019944952.1",56575,1939190995,"LG40",653519791
"unplaced","NW_019944953.1",118073,1939247570,"LG40",653519791
"unplaced","NW_019944954.1",56553,1939365643,"LG40",653519791
"unplaced","NW_019944955.1",136319,1939422196,"LG40",653519791
"unplaced","NW_019944956.1",56486,1939558515,"LG40",653519791
"unplaced","NW_019944957.1",56436,1939615001,"LG40",653519791
"unplaced","NW_019944958.1",65837,1939671437,"LG40",653519791
"unplaced","NW_019944959.1",56427,1939737274,"LG40",653519791
"unplaced","NW_019944960.1",82271,1939793701,"LG40",653519791
"unplaced","NW_019944961.1",56411,1939875972,"LG40",653519791
"unplaced","NW_019944962.1",56390,1939932383,"LG40",653519791
"unplaced","NW_019944963.1",56389,1939988773,"LG40",653519791
"unplaced","NW_019944964.1",66548,1940045162,"LG40",653519791
"unplaced","NW_019944965.1",74697,1940111710,"LG40",653519791
"unplaced","NW_019944966.1",56332,1940186407,"LG40",653519791
"unplaced","NW_019944967.1",119741,1940242739,"LG40",653519791
"unplaced","NW_019944968.1",56305,1940362480,"LG40",653519791
"unplaced","NW_019944969.1",56303,1940418785,"LG40",653519791
"unplaced","NW_019944970.1",162794,1940475088,"LG40",653519791
"unplaced","NW_019944971.1",56287,1940637882,"LG40",653519791
"unplaced","NW_019944972.1",56282,1940694169,"LG40",653519791
"unplaced","NW_019944973.1",214012,1940750451,"LG40",653519791
"unplaced","NW_019944974.1",83206,1940964463,"LG40",653519791
"unplaced","NW_019944975.1",94897,1941047669,"LG40",653519791
"unplaced","NW_019944976.1",140410,1941142566,"LG40",653519791
"unplaced","NW_019944977.1",56129,1941282976,"LG40",653519791
"unplaced","NW_019944978.1",129866,1941339105,"LG40",653519791
"unplaced","NW_019944979.1",67983,1941468971,"LG40",653519791
"unplaced","NW_019944980.1",71067,1941536954,"LG40",653519791
"unplaced","NW_019944981.1",56011,1941608021,"LG40",653519791
"unplaced","NW_019944982.1",55957,1941664032,"LG40",653519791
"unplaced","NW_019944983.1",55929,1941719989,"LG40",653519791
"unplaced","NW_019944984.1",130352,1941775918,"LG40",653519791
"unplaced","NW_019944985.1",185818,1941906270,"LG40",653519791
"unplaced","NW_019944986.1",55864,1942092088,"LG40",653519791
"unplaced","NW_019944987.1",55820,1942147952,"LG40",653519791
"unplaced","NW_019944988.1",55812,1942203772,"LG40",653519791
"unplaced","NW_019944989.1",61013,1942259584,"LG40",653519791
"unplaced","NW_019944990.1",110040,1942320597,"LG40",653519791
"unplaced","NW_019944991.1",91310,1942430637,"LG40",653519791
"unplaced","NW_019944992.1",84234,1942521947,"LG40",653519791
"unplaced","NW_019944993.1",55713,1942606181,"LG40",653519791
"unplaced","NW_019944994.1",55680,1942661894,"LG40",653519791
"unplaced","NW_019944995.1",55640,1942717574,"LG40",653519791
"unplaced","NW_019944996.1",82464,1942773214,"LG40",653519791
"unplaced","NW_019944997.1",72888,1942855678,"LG40",653519791
"unplaced","NW_019944998.1",55543,1942928566,"LG40",653519791
"unplaced","NW_019944999.1",55528,1942984109,"LG40",653519791
"unplaced","NW_019945000.1",55471,1943039637,"LG40",653519791
"unplaced","NW_019945001.1",55453,1943095108,"LG40",653519791
"unplaced","NW_019945002.1",114464,1943150561,"LG40",653519791
"unplaced","NW_019945003.1",55397,1943265025,"LG40",653519791
"unplaced","NW_019945004.1",59528,1943320422,"LG40",653519791
"unplaced","NW_019945005.1",55358,1943379950,"LG40",653519791
"unplaced","NW_019945006.1",181106,1943435308,"LG40",653519791
"unplaced","NW_019945007.1",55288,1943616414,"LG40",653519791
"unplaced","NW_019945008.1",55257,1943671702,"LG40",653519791
"unplaced","NW_019945009.1",55251,1943726959,"LG40",653519791
"unplaced","NW_019945010.1",80344,1943782210,"LG40",653519791
"unplaced","NW_019945011.1",97739,1943862554,"LG40",653519791
"unplaced","NW_019945012.1",78920,1943960293,"LG40",653519791
"unplaced","NW_019945013.1",55117,1944039213,"LG40",653519791
"unplaced","NW_019945014.1",55113,1944094330,"LG40",653519791
"unplaced","NW_019945015.1",78004,1944149443,"LG40",653519791
"unplaced","NW_019945016.1",55103,1944227447,"LG40",653519791
"unplaced","NW_019945017.1",55059,1944282550,"LG40",653519791
"unplaced","NW_019945018.1",54991,1944337609,"LG40",653519791
"unplaced","NW_019945019.1",86574,1944392600,"LG40",653519791
"unplaced","NW_019945020.1",54905,1944479174,"LG40",653519791
"unplaced","NW_019945021.1",54896,1944534079,"LG40",653519791
"unplaced","NW_019945022.1",54854,1944588975,"LG40",653519791
"unplaced","NW_019945023.1",84138,1944643829,"LG40",653519791
"unplaced","NW_019945024.1",54762,1944727967,"LG40",653519791
"unplaced","NW_019945025.1",54760,1944782729,"LG40",653519791
"unplaced","NW_019945026.1",54696,1944837489,"LG40",653519791
"unplaced","NW_019945027.1",54657,1944892185,"LG40",653519791
"unplaced","NW_019945028.1",54630,1944946842,"LG40",653519791
"unplaced","NW_019945029.1",54619,1945001472,"LG40",653519791
"unplaced","NW_019945030.1",71134,1945056091,"LG40",653519791
"unplaced","NW_019945031.1",54539,1945127225,"LG40",653519791
"unplaced","NW_019945032.1",96943,1945181764,"LG40",653519791
"unplaced","NW_019945033.1",54512,1945278707,"LG40",653519791
"unplaced","NW_019945034.1",57817,1945333219,"LG40",653519791
"unplaced","NW_019945035.1",63461,1945391036,"LG40",653519791
"unplaced","NW_019945036.1",166790,1945454497,"LG40",653519791
"unplaced","NW_019945037.1",54411,1945621287,"LG40",653519791
"unplaced","NW_019945038.1",152124,1945675698,"LG40",653519791
"unplaced","NW_019945039.1",65100,1945827822,"LG40",653519791
"unplaced","NW_019945040.1",54357,1945892922,"LG40",653519791
"unplaced","NW_019945041.1",54349,1945947279,"LG40",653519791
"unplaced","NW_019945042.1",54349,1946001628,"LG40",653519791
"unplaced","NW_019945043.1",105587,1946055977,"LG40",653519791
"unplaced","NW_019945044.1",54311,1946161564,"LG40",653519791
"unplaced","NW_019945045.1",56656,1946215875,"LG40",653519791
"unplaced","NW_019945046.1",67201,1946272531,"LG40",653519791
"unplaced","NW_019945047.1",103100,1946339732,"LG40",653519791
"unplaced","NW_019945048.1",54233,1946442832,"LG40",653519791
"unplaced","NW_019945049.1",76434,1946497065,"LG40",653519791
"unplaced","NW_019945050.1",102868,1946573499,"LG40",653519791
"unplaced","NW_019945051.1",86201,1946676367,"LG40",653519791
"unplaced","NW_019945052.1",90075,1946762568,"LG40",653519791
"unplaced","NW_019945053.1",54109,1946852643,"LG40",653519791
"unplaced","NW_019945054.1",54074,1946906752,"LG40",653519791
"unplaced","NW_019945055.1",128475,1946960826,"LG40",653519791
"unplaced","NW_019945056.1",98560,1947089301,"LG40",653519791
"unplaced","NW_019945057.1",54044,1947187861,"LG40",653519791
"unplaced","NW_019945058.1",54032,1947241905,"LG40",653519791
"unplaced","NW_019945059.1",76964,1947295937,"LG40",653519791
"unplaced","NW_019945060.1",54001,1947372901,"LG40",653519791
"unplaced","NW_019945061.1",53986,1947426902,"LG40",653519791
"unplaced","NW_019945062.1",53977,1947480888,"LG40",653519791
"unplaced","NW_019945063.1",53975,1947534865,"LG40",653519791
"unplaced","NW_019945064.1",53971,1947588840,"LG40",653519791
"unplaced","NW_019945065.1",123494,1947642811,"LG40",653519791
"unplaced","NW_019945066.1",53918,1947766305,"LG40",653519791
"unplaced","NW_019945067.1",53864,1947820223,"LG40",653519791
"unplaced","NW_019945068.1",53844,1947874087,"LG40",653519791
"unplaced","NW_019945069.1",58371,1947927931,"LG40",653519791
"unplaced","NW_019945070.1",53799,1947986302,"LG40",653519791
"unplaced","NW_019945071.1",82442,1948040101,"LG40",653519791
"unplaced","NW_019945072.1",53776,1948122543,"LG40",653519791
"unplaced","NW_019945073.1",133405,1948176319,"LG40",653519791
"unplaced","NW_019945074.1",53759,1948309724,"LG40",653519791
"unplaced","NW_019945075.1",53731,1948363483,"LG40",653519791
"unplaced","NW_019945076.1",53662,1948417214,"LG40",653519791
"unplaced","NW_019945077.1",53655,1948470876,"LG40",653519791
"unplaced","NW_019945078.1",53639,1948524531,"LG40",653519791
"unplaced","NW_019945079.1",56780,1948578170,"LG40",653519791
"unplaced","NW_019945080.1",53625,1948634950,"LG40",653519791
"unplaced","NW_019945081.1",57164,1948688575,"LG40",653519791
"unplaced","NW_019945082.1",53581,1948745739,"LG40",653519791
"unplaced","NW_019945083.1",53542,1948799320,"LG40",653519791
"unplaced","NW_019945084.1",87510,1948852862,"LG40",653519791
"unplaced","NW_019945085.1",72909,1948940372,"LG40",653519791
"unplaced","NW_019945086.1",53439,1949013281,"LG40",653519791
"unplaced","NW_019945087.1",53438,1949066720,"LG40",653519791
"unplaced","NW_019945088.1",100559,1949120158,"LG40",653519791
"unplaced","NW_019945089.1",76876,1949220717,"LG40",653519791
"unplaced","NW_019945090.1",53376,1949297593,"LG40",653519791
"unplaced","NW_019945091.1",63852,1949350969,"LG40",653519791
"unplaced","NW_019945092.1",53363,1949414821,"LG40",653519791
"unplaced","NW_019945093.1",53300,1949468184,"LG40",653519791
"unplaced","NW_019945094.1",59874,1949521484,"LG40",653519791
"unplaced","NW_019945095.1",62007,1949581358,"LG40",653519791
"unplaced","NW_019945096.1",67521,1949643365,"LG40",653519791
"unplaced","NW_019945097.1",53232,1949710886,"LG40",653519791
"unplaced","NW_019945098.1",78509,1949764118,"LG40",653519791
"unplaced","NW_019945099.1",53199,1949842627,"LG40",653519791
"unplaced","NW_019945100.1",53138,1949895826,"LG40",653519791
"unplaced","NW_019945101.1",53136,1949948964,"LG40",653519791
"unplaced","NW_019945102.1",53133,1950002100,"LG40",653519791
"unplaced","NW_019945103.1",97946,1950055233,"LG40",653519791
"unplaced","NW_019945104.1",53049,1950153179,"LG40",653519791
"unplaced","NW_019945105.1",82344,1950206228,"LG40",653519791
"unplaced","NW_019945106.1",53010,1950288572,"LG40",653519791
"unplaced","NW_019945107.1",52966,1950341582,"LG40",653519791
"unplaced","NW_019945108.1",73434,1950394548,"LG40",653519791
"unplaced","NW_019945109.1",52905,1950467982,"LG40",653519791
"unplaced","NW_019945110.1",77332,1950520887,"LG40",653519791
"unplaced","NW_019945111.1",102422,1950598219,"LG40",653519791
"unplaced","NW_019945112.1",52846,1950700641,"LG40",653519791
"unplaced","NW_019945113.1",64780,1950753487,"LG40",653519791
"unplaced","NW_019945114.1",52812,1950818267,"LG40",653519791
"unplaced","NW_019945115.1",78051,1950871079,"LG40",653519791
"unplaced","NW_019945116.1",72914,1950949130,"LG40",653519791
"unplaced","NW_019945117.1",67220,1951022044,"LG40",653519791
"unplaced","NW_019945118.1",99265,1951089264,"LG40",653519791
"unplaced","NW_019945119.1",52572,1951188529,"LG40",653519791
"unplaced","NW_019945120.1",52520,1951241101,"LG40",653519791
"unplaced","NW_019945121.1",97094,1951293621,"LG40",653519791
"unplaced","NW_019945122.1",105580,1951390715,"LG40",653519791
"unplaced","NW_019945123.1",52435,1951496295,"LG40",653519791
"unplaced","NW_019945124.1",52404,1951548730,"LG40",653519791
"unplaced","NW_019945125.1",101666,1951601134,"LG40",653519791
"unplaced","NW_019945126.1",52365,1951702800,"LG40",653519791
"unplaced","NW_019945127.1",52317,1951755165,"LG40",653519791
"unplaced","NW_019945128.1",52250,1951807482,"LG40",653519791
"unplaced","NW_019945129.1",52228,1951859732,"LG40",653519791
"unplaced","NW_019945130.1",52204,1951911960,"LG40",653519791
"unplaced","NW_019945131.1",52191,1951964164,"LG40",653519791
"unplaced","NW_019945132.1",52172,1952016355,"LG40",653519791
"unplaced","NW_019945133.1",53863,1952068527,"LG40",653519791
"unplaced","NW_019945134.1",52090,1952122390,"LG40",653519791
"unplaced","NW_019945135.1",52016,1952174480,"LG40",653519791
"unplaced","NW_019945136.1",51994,1952226496,"LG40",653519791
"unplaced","NW_019945137.1",51965,1952278490,"LG40",653519791
"unplaced","NW_019945138.1",63430,1952330455,"LG40",653519791
"unplaced","NW_019945139.1",72598,1952393885,"LG40",653519791
"unplaced","NW_019945140.1",94437,1952466483,"LG40",653519791
"unplaced","NW_019945141.1",65754,1952560920,"LG40",653519791
"unplaced","NW_019945142.1",51845,1952626674,"LG40",653519791
"unplaced","NW_019945143.1",51824,1952678519,"LG40",653519791
"unplaced","NW_019945144.1",51820,1952730343,"LG40",653519791
"unplaced","NW_019945145.1",87384,1952782163,"LG40",653519791
"unplaced","NW_019945146.1",92685,1952869547,"LG40",653519791
"unplaced","NW_019945147.1",51630,1952962232,"LG40",653519791
"unplaced","NW_019945148.1",76244,1953013862,"LG40",653519791
"unplaced","NW_019945149.1",51621,1953090106,"LG40",653519791
"unplaced","NW_019945150.1",51576,1953141727,"LG40",653519791
"unplaced","NW_019945151.1",51550,1953193303,"LG40",653519791
"unplaced","NW_019945152.1",110706,1953244853,"LG40",653519791
"unplaced","NW_019945153.1",84506,1953355559,"LG40",653519791
"unplaced","NW_019945154.1",87276,1953440065,"LG40",653519791
"unplaced","NW_019945155.1",51510,1953527341,"LG40",653519791
"unplaced","NW_019945156.1",51451,1953578851,"LG40",653519791
"unplaced","NW_019945157.1",51355,1953630302,"LG40",653519791
"unplaced","NW_019945158.1",51321,1953681657,"LG40",653519791
"unplaced","NW_019945159.1",51320,1953732978,"LG40",653519791
"unplaced","NW_019945160.1",51315,1953784298,"LG40",653519791
"unplaced","NW_019945161.1",51298,1953835613,"LG40",653519791
"unplaced","NW_019945162.1",69254,1953886911,"LG40",653519791
"unplaced","NW_019945163.1",51284,1953956165,"LG40",653519791
"unplaced","NW_019945164.1",51273,1954007449,"LG40",653519791
"unplaced","NW_019945165.1",164943,1954058722,"LG40",653519791
"unplaced","NW_019945166.1",51241,1954223665,"LG40",653519791
"unplaced","NW_019945167.1",51229,1954274906,"LG40",653519791
"unplaced","NW_019945168.1",51219,1954326135,"LG40",653519791
"unplaced","NW_019945169.1",75168,1954377354,"LG40",653519791
"unplaced","NW_019945170.1",76401,1954452522,"LG40",653519791
"unplaced","NW_019945171.1",51148,1954528923,"LG40",653519791
"unplaced","NW_019945172.1",51107,1954580071,"LG40",653519791
"unplaced","NW_019945173.1",51034,1954631178,"LG40",653519791
"unplaced","NW_019945174.1",51003,1954682212,"LG40",653519791
"unplaced","NW_019945175.1",64827,1954733215,"LG40",653519791
"unplaced","NW_019945176.1",114919,1954798042,"LG40",653519791
"unplaced","NW_019945177.1",106940,1954912961,"LG40",653519791
"unplaced","NW_019945178.1",50942,1955019901,"LG40",653519791
"unplaced","NW_019945179.1",50931,1955070843,"LG40",653519791
"unplaced","NW_019945180.1",73750,1955121774,"LG40",653519791
"unplaced","NW_019945181.1",50881,1955195524,"LG40",653519791
"unplaced","NW_019945182.1",71350,1955246405,"LG40",653519791
"unplaced","NW_019945183.1",103900,1955317755,"LG40",653519791
"unplaced","NW_019945184.1",60036,1955421655,"LG40",653519791
"unplaced","NW_019945185.1",67263,1955481691,"LG40",653519791
"unplaced","NW_019945186.1",67126,1955548954,"LG40",653519791
"unplaced","NW_019945187.1",51844,1955616080,"LG40",653519791
"unplaced","NW_019945188.1",50691,1955667924,"LG40",653519791
"unplaced","NW_019945189.1",60859,1955718615,"LG40",653519791
"unplaced","NW_019945190.1",100716,1955779474,"LG40",653519791
"unplaced","NW_019945191.1",103657,1955880190,"LG40",653519791
"unplaced","NW_019945192.1",50642,1955983847,"LG40",653519791
"unplaced","NW_019945193.1",50638,1956034489,"LG40",653519791
"unplaced","NW_019945194.1",73932,1956085127,"LG40",653519791
"unplaced","NW_019945195.1",50572,1956159059,"LG40",653519791
"unplaced","NW_019945196.1",158104,1956209631,"LG40",653519791
"unplaced","NW_019945197.1",72658,1956367735,"LG40",653519791
"unplaced","NW_019945198.1",50396,1956440393,"LG40",653519791
"unplaced","NW_019945199.1",76483,1956490789,"LG40",653519791
"unplaced","NW_019945200.1",50376,1956567272,"LG40",653519791
"unplaced","NW_019945201.1",60281,1956617648,"LG40",653519791
"unplaced","NW_019945202.1",58070,1956677929,"LG40",653519791
"unplaced","NW_019945203.1",50289,1956735999,"LG40",653519791
"unplaced","NW_019945204.1",61903,1956786288,"LG40",653519791
"unplaced","NW_019945205.1",50252,1956848191,"LG40",653519791
"unplaced","NW_019945206.1",52779,1956898443,"LG40",653519791
"unplaced","NW_019945207.1",61007,1956951222,"LG40",653519791
"unplaced","NW_019945208.1",50237,1957012229,"LG40",653519791
"unplaced","NW_019945209.1",50222,1957062466,"LG40",653519791
"unplaced","NW_019945210.1",50206,1957112688,"LG40",653519791
"unplaced","NW_019945211.1",50144,1957162894,"LG40",653519791
"unplaced","NW_019945212.1",50134,1957213038,"LG40",653519791
"unplaced","NW_019945213.1",50025,1957263172,"LG40",653519791
"unplaced","NW_019945214.1",103859,1957313197,"LG40",653519791
"unplaced","NW_019945215.1",49974,1957417056,"LG40",653519791
"unplaced","NW_019945216.1",49959,1957467030,"LG40",653519791
"unplaced","NW_019945217.1",49956,1957516989,"LG40",653519791
"unplaced","NW_019945218.1",49933,1957566945,"LG40",653519791
"unplaced","NW_019945219.1",49907,1957616878,"LG40",653519791
"unplaced","NW_019945220.1",56078,1957666785,"LG40",653519791
"unplaced","NW_019945221.1",75562,1957722863,"LG40",653519791
"unplaced","NW_019945222.1",77239,1957798425,"LG40",653519791
"unplaced","NW_019945223.1",49805,1957875664,"LG40",653519791
"unplaced","NW_019945224.1",84528,1957925469,"LG40",653519791
"unplaced","NW_019945225.1",107183,1958009997,"LG40",653519791
"unplaced","NW_019945226.1",49668,1958117180,"LG40",653519791
"unplaced","NW_019945227.1",49643,1958166848,"LG40",653519791
"unplaced","NW_019945228.1",105026,1958216491,"LG40",653519791
"unplaced","NW_019945229.1",49611,1958321517,"LG40",653519791
"unplaced","NW_019945230.1",59316,1958371128,"LG40",653519791
"unplaced","NW_019945231.1",49512,1958430444,"LG40",653519791
"unplaced","NW_019945232.1",126137,1958479956,"LG40",653519791
"unplaced","NW_019945233.1",49476,1958606093,"LG40",653519791
"unplaced","NW_019945234.1",49464,1958655569,"LG40",653519791
"unplaced","NW_019945235.1",49387,1958705033,"LG40",653519791
"unplaced","NW_019945236.1",49280,1958754420,"LG40",653519791
"unplaced","NW_019945237.1",49267,1958803700,"LG40",653519791
"unplaced","NW_019945238.1",49267,1958852967,"LG40",653519791
"unplaced","NW_019945239.1",49245,1958902234,"LG40",653519791
"unplaced","NW_019945240.1",49241,1958951479,"LG40",653519791
"unplaced","NW_019945241.1",66316,1959000720,"LG40",653519791
"unplaced","NW_019945242.1",49239,1959067036,"LG40",653519791
"unplaced","NW_019945243.1",76347,1959116275,"LG40",653519791
"unplaced","NW_019945244.1",49186,1959192622,"LG40",653519791
"unplaced","NW_019945245.1",49144,1959241808,"LG40",653519791
"unplaced","NW_019945246.1",110842,1959290952,"LG40",653519791
"unplaced","NW_019945247.1",89374,1959401794,"LG40",653519791
"unplaced","NW_019945248.1",49074,1959491168,"LG40",653519791
"unplaced","NW_019945249.1",97164,1959540242,"LG40",653519791
"unplaced","NW_019945250.1",49059,1959637406,"LG40",653519791
"unplaced","NW_019945251.1",90667,1959686465,"LG40",653519791
"unplaced","NW_019945252.1",107440,1959777132,"LG40",653519791
"unplaced","NW_019945253.1",79922,1959884572,"LG40",653519791
"unplaced","NW_019945254.1",60606,1959964494,"LG40",653519791
"unplaced","NW_019945255.1",48970,1960025100,"LG40",653519791
"unplaced","NW_019945256.1",109019,1960074070,"LG40",653519791
"unplaced","NW_019945257.1",48941,1960183089,"LG40",653519791
"unplaced","NW_019945258.1",61959,1960232030,"LG40",653519791
"unplaced","NW_019945259.1",61157,1960293989,"LG40",653519791
"unplaced","NW_019945260.1",48885,1960355146,"LG40",653519791
"unplaced","NW_019945261.1",48881,1960404031,"LG40",653519791
"unplaced","NW_019945262.1",96659,1960452912,"LG40",653519791
"unplaced","NW_019945263.1",48792,1960549571,"LG40",653519791
"unplaced","NW_019945264.1",56484,1960598363,"LG40",653519791
"unplaced","NW_019945265.1",48730,1960654847,"LG40",653519791
"unplaced","NW_019945266.1",202143,1960703577,"LG40",653519791
"unplaced","NW_019945267.1",54355,1960905720,"LG40",653519791
"unplaced","NW_019945268.1",64768,1960960075,"LG40",653519791
"unplaced","NW_019945269.1",58323,1961024843,"LG40",653519791
"unplaced","NW_019945270.1",91146,1961083166,"LG40",653519791
"unplaced","NW_019945271.1",113899,1961174312,"LG40",653519791
"unplaced","NW_019945272.1",59868,1961288211,"LG40",653519791
"unplaced","NW_019945273.1",98855,1961348079,"LG40",653519791
"unplaced","NW_019945274.1",98544,1961446934,"LG40",653519791
"unplaced","NW_019945275.1",85908,1961545478,"LG40",653519791
"unplaced","NW_019945276.1",48559,1961631386,"LG40",653519791
"unplaced","NW_019945277.1",48553,1961679945,"LG40",653519791
"unplaced","NW_019945278.1",61447,1961728498,"LG40",653519791
"unplaced","NW_019945279.1",78283,1961789945,"LG40",653519791
"unplaced","NW_019945280.1",48486,1961868228,"LG40",653519791
"unplaced","NW_019945281.1",57809,1961916714,"LG40",653519791
"unplaced","NW_019945282.1",65484,1961974523,"LG40",653519791
"unplaced","NW_019945283.1",48394,1962040007,"LG40",653519791
"unplaced","NW_019945284.1",51022,1962088401,"LG40",653519791
"unplaced","NW_019945285.1",55332,1962139423,"LG40",653519791
"unplaced","NW_019945286.1",48371,1962194755,"LG40",653519791
"unplaced","NW_019945287.1",48336,1962243126,"LG40",653519791
"unplaced","NW_019945288.1",48316,1962291462,"LG40",653519791
"unplaced","NW_019945289.1",108247,1962339778,"LG40",653519791
