NCBI	POS	ID	SB	LB	PL
NC_036848.1	22760395	NC_036848.1_22760395	0.0814107	0.010727	0.00187148
NC_036848.1	22760396	NC_036848.1_22760396	0.0814107	0.010727	0.00187148
NC_036848.1	23004415	NC_036848.1_23004415	0	0	0
NC_036848.1	23133048	NC_036848.1_23133048	0.0560256	0	0.0135239
NC_036848.1	24184596	NC_036848.1_24184596	0.117959	0.0635095	0
NC_036848.1	24184616	NC_036848.1_24184616	0.12031	0.0585818	0
NC_036848.1	24429589	NC_036848.1_24429589	0.0722556	0.0757016	0
NC_036848.1	24872479	NC_036848.1_24872479	0	0	0
NC_036848.1	24903404	NC_036848.1_24903404	0.00386608	0	0
NC_036848.1	24941010	NC_036848.1_24941010	0.100931	0	0.0320956
NC_036848.1	24941036	NC_036848.1_24941036	0.107722	0	0.114499
NC_036848.1	25183578	NC_036848.1_25183578	0.00637314	0.00175304	0
NC_036848.1	25406328	NC_036848.1_25406328	0.179296	0	0.230697
NC_036848.1	25406329	NC_036848.1_25406329	0.176994	0	0.242982
NC_036848.1	25406330	NC_036848.1_25406330	0.178559	0	0.233761
NC_036848.1	25406332	NC_036848.1_25406332	0.177792	0	0.239667
NC_036848.1	25406526	NC_036848.1_25406526	0.146069	0	0.240034
NC_036848.1	25598941	NC_036848.1_25598941	0	0	0
NC_036848.1	26405835	NC_036848.1_26405835	0.21421	0	0.272131
NC_036848.1	26631265	NC_036848.1_26631265	0	0	0
NC_036848.1	27752165	NC_036848.1_27752165	0	0	0
NC_036848.1	28422506	NC_036848.1_28422506	0.0776352	0	0.10142
NC_036848.1	28865784	NC_036848.1_28865784	0.00373248	0.00808737	0
NC_036848.1	28943913	NC_036848.1_28943913	0	0	0
NC_036848.1	28943916	NC_036848.1_28943916	0.00289269	0.00289269	0
NC_036848.1	29297604	NC_036848.1_29297604	0.0444473	0	0.0662356
NC_036848.1	29494283	NC_036848.1_29494283	0	0	0
NC_036848.1	29961084	NC_036848.1_29961084	0	0	0
NC_036848.1	30882880	NC_036848.1_30882880	0	0.206473	0.167992
NC_036848.1	30883080	NC_036848.1_30883080	0	0.206473	0.167992
NC_036848.1	31008878	NC_036848.1_31008878	0	0.00105824	0.00415973
NC_036848.1	31008881	NC_036848.1_31008881	0	0	0
NC_036848.1	31008965	NC_036848.1_31008965	0.0112216	0.00903914	0
NC_036848.1	31008968	NC_036848.1_31008968	0.00243205	0.00481745	0
NC_036848.1	31091569	NC_036848.1_31091569	0	0.122027	0.0679678
NC_036848.1	31091585	NC_036848.1_31091585	0	0	0
NC_036848.1	31091738	NC_036848.1_31091738	0	0.117873	0.0847054
NC_036848.1	31095889	NC_036848.1_31095889	0	0.138093	0.0832117
NC_036848.1	31095892	NC_036848.1_31095892	0	0.138093	0.0832117
NC_036848.1	31708356	NC_036848.1_31708356	0	0.000189478	0.0317843
NC_036848.1	31779885	NC_036848.1_31779885	0	0	0.0128131
NC_036848.1	31779887	NC_036848.1_31779887	0	0	0.0082662
NC_036848.1	32117307	NC_036848.1_32117307	0	0	0
NC_036848.1	32117417	NC_036848.1_32117417	0.00168067	0	0.00168067
NC_036848.1	32117421	NC_036848.1_32117421	0	0	0
NC_036848.1	32117427	NC_036848.1_32117427	0	0	0
NC_036848.1	32117434	NC_036848.1_32117434	0.00433278	0	0.00433278
NC_036848.1	32175243	NC_036848.1_32175243	0	0	0
NC_036848.1	32632141	NC_036848.1_32632141	0	0.0217563	0.0542455
NC_036848.1	32632301	NC_036848.1_32632301	0	0.0217563	0.0542455
NC_036848.1	32632333	NC_036848.1_32632333	0	0.0217563	0.0542455
NC_036848.1	32929633	NC_036848.1_32929633	0.0781679	0	0.136601
NC_036848.1	33595193	NC_036848.1_33595193	0.325579	0	0.257191
NC_036848.1	34578812	NC_036848.1_34578812	0.00420957	0.0429673	0.00490807
NC_036848.1	35852404	NC_036848.1_35852404	0	0	0
NC_036848.1	35852406	NC_036848.1_35852406	0	0	0
NC_036848.1	35852423	NC_036848.1_35852423	0	0.00477887	0.00659755
NC_036848.1	35852424	NC_036848.1_35852424	0	0	0
NC_036848.1	35852441	NC_036848.1_35852441	0	0	0
NC_036848.1	35852442	NC_036848.1_35852442	0	0	0.000634158
NC_036848.1	36111372	NC_036848.1_36111372	0	0	0
NC_036848.1	36111385	NC_036848.1_36111385	0	0	0
NC_036848.1	36111388	NC_036848.1_36111388	0.115199	0.0109993	0.0109993
NC_036848.1	36346910	NC_036848.1_36346910	0.00964725	0.0110759	0.0995406
NC_036848.1	36976623	NC_036848.1_36976623	0.0490655	0.229953	0.0839583
NC_036848.1	36999711	NC_036848.1_36999711	0	0.0592865	0.0285943
NC_036848.1	38133959	NC_036848.1_38133959	0	0	0
NC_036848.1	38459036	NC_036848.1_38459036	0.0132683	0	0.00141512
NC_036848.1	38564942	NC_036848.1_38564942	0.000186368	0	0
NC_036848.1	38564963	NC_036848.1_38564963	0	0	0
NC_036848.1	38564978	NC_036848.1_38564978	0	0	0
NC_036848.1	38676633	NC_036848.1_38676633	0.0815283	0	0.0583944
NC_036848.1	38676639	NC_036848.1_38676639	0.210552	0	0.0864413
NC_036848.1	38676645	NC_036848.1_38676645	0.176999	0	0.178036
NC_036848.1	39299443	NC_036848.1_39299443	0	0.29693	0.212546
NC_036848.1	39299609	NC_036848.1_39299609	0.00452434	0	0
NC_036848.1	39332818	NC_036848.1_39332818	0	0.00132244	0
NC_036848.1	39332819	NC_036848.1_39332819	0	0.00132244	0
NC_036848.1	39332820	NC_036848.1_39332820	0	0.00132244	0
NC_036848.1	39358283	NC_036848.1_39358283	0.0131956	0	0.0306753
NC_036848.1	40376466	NC_036848.1_40376466	0	0	0
NC_036848.1	41293769	NC_036848.1_41293769	0.104606	0	0.180977
NC_036848.1	41293770	NC_036848.1_41293770	0.0932859	0.00683072	0.228828
NC_036848.1	41293774	NC_036848.1_41293774	0.0848347	0	0.186387
NC_036848.1	41293776	NC_036848.1_41293776	0.115578	0	0.211775
NC_036848.1	41293777	NC_036848.1_41293777	0.115578	0	0.211775
NC_036848.1	41293781	NC_036848.1_41293781	0.107438	0	0.177916
NC_036848.1	41293785	NC_036848.1_41293785	0.104606	0	0.180977
NC_036848.1	41293787	NC_036848.1_41293787	0.104316	0	0.135434
NC_036848.1	41293793	NC_036848.1_41293793	0.0723792	0	0.154185
NC_036848.1	41293794	NC_036848.1_41293794	0.104606	0	0.180977
NC_036848.1	41293796	NC_036848.1_41293796	0.104606	0	0.180977
NC_036848.1	41293797	NC_036848.1_41293797	0.0842562	0	0.191095
NC_036848.1	41293800	NC_036848.1_41293800	0.104606	0	0.180977
NC_036848.1	41293804	NC_036848.1_41293804	0.104606	0	0.180977
NC_036848.1	41293805	NC_036848.1_41293805	0.0932859	0	0.147194
NC_036848.1	41293806	NC_036848.1_41293806	0.103889	0	0.153233
NC_036848.1	41296670	NC_036848.1_41296670	0.0491939	0	0.0916815
NC_036848.1	42543424	NC_036848.1_42543424	0	0	0
NC_036848.1	43243244	NC_036848.1_43243244	0	0.00877101	0
NC_036848.1	43243268	NC_036848.1_43243268	0	0	0.00534392
NC_036848.1	43243434	NC_036848.1_43243434	0	0.00877101	0
NC_036848.1	43418116	NC_036848.1_43418116	0.0254676	0.0287108	0
NC_036848.1	43689688	NC_036848.1_43689688	0	0	0
NC_036848.1	43756494	NC_036848.1_43756494	0.110388	0	0.110388
NC_036848.1	44456921	NC_036848.1_44456921	0	0.000904153	0
NC_036848.1	44496273	NC_036848.1_44496273	0.00171123	0.057884	0.139244
NC_036848.1	44571631	NC_036848.1_44571631	0.012668	0.0328728	0.132951
NC_036848.1	44571639	NC_036848.1_44571639	0.0260671	0.0280855	0.143376
NC_036848.1	44571642	NC_036848.1_44571642	0.0112333	0.0374586	0.132769
NC_036848.1	44836890	NC_036848.1_44836890	0	0.00828789	0
NC_036848.1	44836894	NC_036848.1_44836894	0	0	0
NC_036848.1	44836896	NC_036848.1_44836896	0	0.00770209	0
NC_036848.1	44836898	NC_036848.1_44836898	0	0	0
NC_036848.1	44836899	NC_036848.1_44836899	0	0.0278066	0
NC_036848.1	44836901	NC_036848.1_44836901	0	0	0
NC_036848.1	44836905	NC_036848.1_44836905	0	0	0
NC_036848.1	44836906	NC_036848.1_44836906	0	0.00770209	0
NC_036848.1	45174981	NC_036848.1_45174981	0	0.0292507	0.0746405
NC_036848.1	45531108	NC_036848.1_45531108	0.668285	0.0553934	0.393989
NC_036848.1	46454396	NC_036848.1_46454396	0.0782213	0.0381381	0.253665
NC_036848.1	47195517	NC_036848.1_47195517	0	0.0131956	0.0243175
NC_036848.1	47295808	NC_036848.1_47295808	0.0282273	0.109482	0.278696
NC_036848.1	47782339	NC_036848.1_47782339	0.00663842	0	0.0101623
NC_036848.1	47782344	NC_036848.1_47782344	0	0	0
NC_036848.1	48004903	NC_036848.1_48004903	0	0	0
NC_036848.1	48229286	NC_036848.1_48229286	0.0065237	0	0.00936317
NC_036848.1	48229535	NC_036848.1_48229535	0	0.166501	0.226231
NC_036848.1	48400419	NC_036848.1_48400419	0.0553556	0	0.0553556
NC_036848.1	49426358	NC_036848.1_49426358	0	0	0
NC_036848.1	49426373	NC_036848.1_49426373	0	0	0
NC_036848.1	49752012	NC_036848.1_49752012	0	0	0
NC_036848.1	50104811	NC_036848.1_50104811	0.106637	0.00791833	0.0278524
NC_036848.1	50295679	NC_036848.1_50295679	0	0	0
NC_036848.1	50826433	NC_036848.1_50826433	0	0.176152	0.154118
NC_036848.1	50826472	NC_036848.1_50826472	0	0.172653	0.153801
NC_036848.1	51094030	NC_036848.1_51094030	0.0118659	0	0.00811605
NC_036848.1	51240987	NC_036848.1_51240987	0	0	0
NC_036848.1	51240990	NC_036848.1_51240990	0	0	0
NC_036848.1	51240991	NC_036848.1_51240991	0	0	0
NC_036848.1	51240996	NC_036848.1_51240996	0	0	0
NC_036848.1	51240997	NC_036848.1_51240997	0	0	0
NC_036848.1	51240999	NC_036848.1_51240999	0	0	0
NC_036848.1	51745360	NC_036848.1_51745360	0	0	0
NC_036848.1	51745454	NC_036848.1_51745454	0.101892	0.0166057	0.0130822
NC_036848.1	52378348	NC_036848.1_52378348	0.340914	0.0153954	0.180534
NC_036848.1	52844753	NC_036848.1_52844753	0.488207	0.208912	0.0644903
NC_036848.1	52844766	NC_036848.1_52844766	0.498594	0.236505	0.0566833
NC_036848.1	52844952	NC_036848.1_52844952	0.488207	0.208912	0.0644903
NC_036848.1	52844997	NC_036848.1_52844997	0.502666	0.229406	0.0616272
NC_036848.1	53362595	NC_036848.1_53362595	0.483034	0.21572	0.0537711
NC_036848.1	53362598	NC_036848.1_53362598	0.46688	0.20734	0.0641542
NC_036848.1	53362604	NC_036848.1_53362604	0.514745	0.239923	0.0560949
NC_036848.1	54117260	NC_036848.1_54117260	0.00897142	0.0181393	0
NC_036848.1	54131491	NC_036848.1_54131491	0.321617	0.0190935	0.170494
NC_036848.1	54131492	NC_036848.1_54131492	0.321617	0.0190935	0.170494
NC_036849.1	130805	NC_036849.1_130805	0.381331	0.0397245	0.21549
NC_036849.1	288677	NC_036849.1_288677	0	0.00246007	0.0390517
NC_036849.1	288678	NC_036849.1_288678	0	0.00246007	0.0390517
NC_036849.1	288682	NC_036849.1_288682	0	0.00246007	0.0390517
NC_036849.1	288684	NC_036849.1_288684	0	0.00246007	0.0390517
NC_036849.1	339291	NC_036849.1_339291	0.166916	0.0370338	0.0289723
NC_036849.1	339390	NC_036849.1_339390	0.390966	0.0617408	0.140389
NC_036849.1	433364	NC_036849.1_433364	0.191409	0.00948075	0.0746991
NC_036849.1	433367	NC_036849.1_433367	0.177613	0.00817844	0.0723071
NC_036849.1	433373	NC_036849.1_433373	0.191409	0.00948075	0.0746991
NC_036849.1	433379	NC_036849.1_433379	0.177613	0.00817844	0.0723071
NC_036849.1	433384	NC_036849.1_433384	0.191409	0.00948075	0.0746991
NC_036849.1	433388	NC_036849.1_433388	0.0868483	0	0.0421517
NC_036849.1	433393	NC_036849.1_433393	0.191409	0.00948075	0.0746991
NC_036849.1	433402	NC_036849.1_433402	0.177613	0.00817844	0.0723071
NC_036849.1	433403	NC_036849.1_433403	0.177613	0.00817844	0.0723071
NC_036849.1	433404	NC_036849.1_433404	0.177613	0.00817844	0.0723071
NC_036849.1	433407	NC_036849.1_433407	0.177613	0.00817844	0.0723071
NC_036849.1	433408	NC_036849.1_433408	0.177613	0.00817844	0.0723071
NC_036849.1	433410	NC_036849.1_433410	0.191409	0.00948075	0.0746991
NC_036849.1	873382	NC_036849.1_873382	0.149158	0.00187903	0.237939
NC_036849.1	873383	NC_036849.1_873383	0.149158	0.00187903	0.237939
NC_036849.1	947427	NC_036849.1_947427	0	0.0233618	0.0287508
NC_036849.1	1393406	NC_036849.1_1393406	0	0.0352967	0.0631332
NC_036849.1	1393410	NC_036849.1_1393410	0	0	0
NC_036849.1	1393416	NC_036849.1_1393416	0	0.0352967	0.0631332
NC_036849.1	1393420	NC_036849.1_1393420	0	0.0327625	0.00844163
NC_036849.1	1393427	NC_036849.1_1393427	0	0.0352967	0.0631332
NC_036849.1	1393430	NC_036849.1_1393430	0	0.0352967	0.0631332
NC_036849.1	2128106	NC_036849.1_2128106	0	0	0
NC_036849.1	2249470	NC_036849.1_2249470	0.0201544	0.0264977	0
NC_036849.1	2288342	NC_036849.1_2288342	0.0561023	0	0.10181
NC_036849.1	2522358	NC_036849.1_2522358	0	0.050422	0.056496
NC_036849.1	3336764	NC_036849.1_3336764	0.00952164	0.0185102	0.0940711
NC_036849.1	3336981	NC_036849.1_3336981	0.00952164	0.0185102	0.0940711
NC_036849.1	3402409	NC_036849.1_3402409	0.0200165	0	0.0587723
NC_036849.1	3664908	NC_036849.1_3664908	0	0	0
NC_036849.1	3945777	NC_036849.1_3945777	0	0	0.0384676
NC_036849.1	3945811	NC_036849.1_3945811	0	0	0.0393423
NC_036849.1	3945843	NC_036849.1_3945843	0	0	0
NC_036849.1	3945844	NC_036849.1_3945844	0	0	0.0207641
NC_036849.1	3946013	NC_036849.1_3946013	0.00426836	0.052281	0.141742
NC_036849.1	3950257	NC_036849.1_3950257	0.0106658	0.0528117	0.164365
NC_036849.1	3950347	NC_036849.1_3950347	0.0106658	0.0528117	0.164365
NC_036849.1	4033961	NC_036849.1_4033961	0.00795486	0	0.0521731
NC_036849.1	4562142	NC_036849.1_4562142	0	0.00157034	0.00157034
NC_036849.1	4579203	NC_036849.1_4579203	0.014509	0	0.0329998
NC_036849.1	4579273	NC_036849.1_4579273	0.00995794	0.00862198	0
NC_036849.1	4635952	NC_036849.1_4635952	0	0	0
NC_036849.1	4654239	NC_036849.1_4654239	0.0122278	0.0142525	0.0882465
NC_036849.1	4820949	NC_036849.1_4820949	0	0	0
NC_036849.1	4820953	NC_036849.1_4820953	0	0	0.000374038
NC_036849.1	4820971	NC_036849.1_4820971	0.0903245	0.0958332	0
NC_036849.1	4820973	NC_036849.1_4820973	0.0526317	0.075551	0
NC_036849.1	4820985	NC_036849.1_4820985	0	0	0
NC_036849.1	4820987	NC_036849.1_4820987	0	0	0
NC_036849.1	4820988	NC_036849.1_4820988	0.440573	0.243736	0.010757
NC_036849.1	4820989	NC_036849.1_4820989	0	0	0
NC_036849.1	5301192	NC_036849.1_5301192	0	0.0364247	0.0797558
NC_036849.1	6762698	NC_036849.1_6762698	0.030671	0.039341	0.175568
NC_036849.1	7431903	NC_036849.1_7431903	0	0.0276162	0.0276162
NC_036849.1	7636169	NC_036849.1_7636169	0.125542	0.0160789	0.026638
NC_036849.1	7705219	NC_036849.1_7705219	0.181288	0	0.298719
NC_036849.1	7795445	NC_036849.1_7795445	0.120262	0.0949903	0
NC_036849.1	8079022	NC_036849.1_8079022	0.18573	0.0344839	0.032419
NC_036849.1	8831818	NC_036849.1_8831818	0.00862198	0	0.0128902
NC_036849.1	8831822	NC_036849.1_8831822	0	0	0
NC_036849.1	9044281	NC_036849.1_9044281	0	0.591655	0.591655
NC_036849.1	9054643	NC_036849.1_9054643	0	0	0
NC_036849.1	9054673	NC_036849.1_9054673	0.0398583	0.002278	0
NC_036849.1	9054676	NC_036849.1_9054676	0	0	0.0193329
NC_036849.1	9569701	NC_036849.1_9569701	0.0685749	0.00926715	0.00490807
NC_036849.1	9969530	NC_036849.1_9969530	0.0248273	0.026225	0.127729
NC_036849.1	9981268	NC_036849.1_9981268	0	0	0
NC_036849.1	9981275	NC_036849.1_9981275	0	0	0
NC_036849.1	9981306	NC_036849.1_9981306	0.000681867	0.00144854	0.0508376
NC_036849.1	9984445	NC_036849.1_9984445	0	0.0147575	0
NC_036849.1	10238334	NC_036849.1_10238334	0.0777008	0	0.0112164
NC_036849.1	10627283	NC_036849.1_10627283	0.015562	0	0
NC_036849.1	10924273	NC_036849.1_10924273	0.00904538	0	0.00429271
NC_036849.1	10997594	NC_036849.1_10997594	0	0.012503	0.00402522
NC_036849.1	11068132	NC_036849.1_11068132	0.0110118	0.00215577	0
NC_036849.1	11068947	NC_036849.1_11068947	0	0.00229438	0
NC_036849.1	11068948	NC_036849.1_11068948	0	0.00428675	0
NC_036849.1	11068949	NC_036849.1_11068949	0	0.00124578	0
NC_036849.1	11068950	NC_036849.1_11068950	0	0.00229438	0
NC_036849.1	11068951	NC_036849.1_11068951	0	0.0033781	0
NC_036849.1	11068955	NC_036849.1_11068955	0	0.0118803	0.00563429
NC_036849.1	11068956	NC_036849.1_11068956	0	0.0103092	0
NC_036849.1	11068957	NC_036849.1_11068957	0	0.0112396	0
NC_036849.1	11068958	NC_036849.1_11068958	0	0.00229438	0
NC_036849.1	11068967	NC_036849.1_11068967	0.0127736	0.0536295	0
NC_036849.1	11068968	NC_036849.1_11068968	0.0235385	0.052905	0
NC_036849.1	11115082	NC_036849.1_11115082	0	0.00638873	0
NC_036849.1	11293682	NC_036849.1_11293682	0	0.0238183	0.0394007
NC_036849.1	11594579	NC_036849.1_11594579	0.0465168	0.0300862	0
NC_036849.1	11594580	NC_036849.1_11594580	0	0.0625951	0.0231835
NC_036849.1	11594598	NC_036849.1_11594598	0.058122	0.0373771	0
NC_036849.1	11594611	NC_036849.1_11594611	0.058122	0.0373771	0
NC_036849.1	11782406	NC_036849.1_11782406	0	0	0
NC_036849.1	12670070	NC_036849.1_12670070	0	0.0574764	0
NC_036849.1	12886589	NC_036849.1_12886589	0.373959	0	0.373959
NC_036849.1	12886590	NC_036849.1_12886590	0.401353	0	0.401353
NC_036849.1	12903334	NC_036849.1_12903334	0.0350425	0.0178466	0.142742
NC_036849.1	12941059	NC_036849.1_12941059	0.199393	0.0389356	0.0356552
NC_036849.1	12999556	NC_036849.1_12999556	0.209266	0.0211843	0.0767375
NC_036849.1	12999610	NC_036849.1_12999610	0.21795	0.0308068	0.0671612
NC_036849.1	13016269	NC_036849.1_13016269	0.251834	0.0117641	0.100219
NC_036849.1	13016285	NC_036849.1_13016285	0.217083	0.0424586	0.0430574
NC_036849.1	13016301	NC_036849.1_13016301	0.217083	0.0424586	0.0430574
NC_036849.1	13109385	NC_036849.1_13109385	0.0185572	0.0256272	0.13653
NC_036849.1	13109603	NC_036849.1_13109603	0	0.0331082	0.099131
NC_036849.1	13117618	NC_036849.1_13117618	0.011794	0.0179497	0.111416
NC_036849.1	13412971	NC_036849.1_13412971	0.150518	0.0192653	0.0365544
NC_036849.1	13753914	NC_036849.1_13753914	0.0118359	0.00365859	0.0727408
NC_036849.1	14222252	NC_036849.1_14222252	0	0	0
NC_036849.1	14222296	NC_036849.1_14222296	0.268548	0	0.168896
NC_036849.1	14222297	NC_036849.1_14222297	0.268548	0	0.168896
NC_036849.1	14355038	NC_036849.1_14355038	0	0.0105196	0
NC_036849.1	14701067	NC_036849.1_14701067	0.318433	0	0.325518
NC_036849.1	14701282	NC_036849.1_14701282	0.308713	0	0.331251
NC_036849.1	14762990	NC_036849.1_14762990	0.351624	0	0.318837
NC_036849.1	15187647	NC_036849.1_15187647	0	0	0
NC_036849.1	15771628	NC_036849.1_15771628	0	0.189572	0.183681
NC_036849.1	15771689	NC_036849.1_15771689	0.431194	0	0.37172
NC_036849.1	15771996	NC_036849.1_15771996	0.449442	0.00667151	0.337547
NC_036849.1	15833961	NC_036849.1_15833961	0.45188	0	0.338902
NC_036849.1	15989748	NC_036849.1_15989748	0.399074	0.127685	0.0721041
NC_036849.1	16137983	NC_036849.1_16137983	0.094618	0.0153003	0.0122278
NC_036849.1	16249555	NC_036849.1_16249555	0.233473	0.0257798	0.0763678
NC_036849.1	16279604	NC_036849.1_16279604	0.225512	0.0181892	0.0821002
NC_036849.1	16419385	NC_036849.1_16419385	0.00284001	0.21469	0.136568
NC_036849.1	16843769	NC_036849.1_16843769	0.00119375	0	0.00931859
NC_036849.1	17067320	NC_036849.1_17067320	0.00576457	0	0.00576457
NC_036849.1	17372005	NC_036849.1_17372005	0.0127016	0	0
NC_036849.1	18345864	NC_036849.1_18345864	0.0168665	0.15978	0.296082
NC_036849.1	19181111	NC_036849.1_19181111	0	0.337848	0.436304
NC_036849.1	19355363	NC_036849.1_19355363	0	0.0400473	0.0149506
NC_036849.1	19422051	NC_036849.1_19422051	0.0967738	0.160012	0.46206
NC_036849.1	19422117	NC_036849.1_19422117	0	0.280694	0.379611
NC_036849.1	19652905	NC_036849.1_19652905	0.0607121	0.00183984	0
NC_036849.1	19748532	NC_036849.1_19748532	0	0	0
NC_036849.1	19778452	NC_036849.1_19778452	0	0	0.000634158
NC_036849.1	19778459	NC_036849.1_19778459	0	0	0
NC_036849.1	19823646	NC_036849.1_19823646	0	0	0.000133648
NC_036849.1	19937462	NC_036849.1_19937462	0.00730725	0.116707	0.2368
NC_036849.1	19937605	NC_036849.1_19937605	0.0177834	0.0775137	0.206114
NC_036849.1	19937607	NC_036849.1_19937607	0.0678134	0.0989191	0.328157
NC_036849.1	20135982	NC_036849.1_20135982	0.00311517	0.0048753	0.051169
NC_036849.1	20136033	NC_036849.1_20136033	0.00311517	0.0048753	0.051169
NC_036849.1	20333687	NC_036849.1_20333687	0	0	0
NC_036849.1	20448114	NC_036849.1_20448114	0	0.00222247	0.0471024
NC_036849.1	20448139	NC_036849.1_20448139	0.000833221	0	0.0443135
NC_036849.1	20448281	NC_036849.1_20448281	0	0.00222247	0.0471024
NC_036849.1	20773694	NC_036849.1_20773694	0.00961462	0	0.00961462
NC_036849.1	20944527	NC_036849.1_20944527	0	0	0
NC_036849.1	21323390	NC_036849.1_21323390	0.00499118	0.0607965	0.15629
NC_036849.1	22024187	NC_036849.1_22024187	0.0880568	0	0.0880568
NC_036849.1	22064246	NC_036849.1_22064246	0.0122205	0.0419536	0.147243
NC_036849.1	22457847	NC_036849.1_22457847	0.00460036	0.0448498	0.113855
NC_036849.1	22508907	NC_036849.1_22508907	0	0.00906474	0.0103023
NC_036849.1	22533543	NC_036849.1_22533543	0.0212735	0.0704021	0.186401
NC_036849.1	22533955	NC_036849.1_22533955	0.0101257	0.0148435	0
NC_036849.1	22905497	NC_036849.1_22905497	0	0.194474	0.257457
NC_036849.1	22944017	NC_036849.1_22944017	0	0.133462	0.196903
NC_036849.1	22947109	NC_036849.1_22947109	0	0.239463	0.277364
NC_036849.1	22947252	NC_036849.1_22947252	0	0.239463	0.277364
NC_036849.1	22947308	NC_036849.1_22947308	0	0.239463	0.277364
NC_036849.1	22978676	NC_036849.1_22978676	0	0.169031	0.180801
NC_036849.1	23322048	NC_036849.1_23322048	0.0513325	0	0.0112874
NC_036849.1	23473245	NC_036849.1_23473245	0	0.0581452	0.0107282
NC_036849.1	23531625	NC_036849.1_23531625	0.0305719	0	0.00516555
NC_036849.1	23654506	NC_036849.1_23654506	0	0.0160735	0.0157399
NC_036849.1	24134580	NC_036849.1_24134580	0.0130822	0.0142291	0.0879582
NC_036849.1	24168786	NC_036849.1_24168786	0	0	0.0161523
NC_036849.1	24168802	NC_036849.1_24168802	0	0	0.0172556
NC_036849.1	24928577	NC_036849.1_24928577	0.310206	0	0.386129
NC_036849.1	25418617	NC_036849.1_25418617	0.086646	0.243843	0.540682
NC_036849.1	25468741	NC_036849.1_25468741	0	0.0229473	0.0109061
NC_036849.1	25511374	NC_036849.1_25511374	0.349042	0.0374886	0.556787
NC_036849.1	25592054	NC_036849.1_25592054	0	0.0229473	0.0109061
NC_036849.1	25653488	NC_036849.1_25653488	0.359335	0.0308862	0.57458
NC_036849.1	25937097	NC_036849.1_25937097	0.119287	0.00744812	0.0357602
NC_036849.1	26310878	NC_036849.1_26310878	0.00941539	0	0.0152298
NC_036849.1	26424128	NC_036849.1_26424128	0.123659	0	0.181616
NC_036849.1	26485879	NC_036849.1_26485879	0.0166856	0	0
NC_036849.1	26587996	NC_036849.1_26587996	0	0	0
NC_036849.1	26587999	NC_036849.1_26587999	0	0	0.0108954
NC_036849.1	26588001	NC_036849.1_26588001	0	0	0.0108954
NC_036849.1	26588005	NC_036849.1_26588005	0	0	0
NC_036849.1	26588006	NC_036849.1_26588006	0	0	0
NC_036849.1	26588007	NC_036849.1_26588007	0	0	0
NC_036849.1	26588010	NC_036849.1_26588010	0	0	0
NC_036849.1	26588012	NC_036849.1_26588012	0	0	0
NC_036849.1	26588016	NC_036849.1_26588016	0	0	0.0108954
NC_036849.1	26588017	NC_036849.1_26588017	0	0	0.0108954
NC_036849.1	26588019	NC_036849.1_26588019	0	0	0
NC_036849.1	26588021	NC_036849.1_26588021	0	0	0
NC_036849.1	26588022	NC_036849.1_26588022	0	0	0.0108954
NC_036849.1	26588025	NC_036849.1_26588025	0	0	0
NC_036849.1	26696098	NC_036849.1_26696098	0.09394	0	0.0414604
NC_036849.1	26795161	NC_036849.1_26795161	0	0	0
NC_036849.1	27417576	NC_036849.1_27417576	0.0990594	0.0453437	0.293105
NC_036849.1	27643297	NC_036849.1_27643297	0.0814179	0.0392818	0.264285
NC_036849.1	28286329	NC_036849.1_28286329	0	0	0
NC_036849.1	28304450	NC_036849.1_28304450	0.0189292	0	0.00467187
NC_036849.1	28823364	NC_036849.1_28823364	0	0	0
NC_036849.1	29325691	NC_036849.1_29325691	0	0	0
NC_036849.1	29399642	NC_036849.1_29399642	0.0165575	0	0
NC_036849.1	29964956	NC_036849.1_29964956	0.0509709	0.228414	0.0745711
NC_036849.1	29965108	NC_036849.1_29965108	0.0509709	0.228414	0.0745711
NC_036849.1	30029603	NC_036849.1_30029603	0	0.211836	0.178402
NC_036849.1	30586159	NC_036849.1_30586159	0	0	0
NC_036849.1	30586182	NC_036849.1_30586182	0	0	0
NC_036849.1	30586191	NC_036849.1_30586191	0	0	0
NC_036849.1	30716180	NC_036849.1_30716180	0	0	0
NC_036849.1	31764295	NC_036849.1_31764295	0.171641	0	0.193319
NC_036849.1	32055569	NC_036849.1_32055569	0	0	0
NC_036849.1	32055619	NC_036849.1_32055619	0.0063407	0.0636833	0.00767931
NC_036849.1	32278823	NC_036849.1_32278823	0	0.159466	0.148178
NC_036850.1	55800	NC_036850.1_55800	0	0	0
NC_036850.1	280884	NC_036850.1_280884	0	0	0
NC_036850.1	593274	NC_036850.1_593274	0.0934066	0.0156484	0.0110044
NC_036850.1	1552115	NC_036850.1_1552115	0.031323	0	0.0799419
NC_036850.1	1552185	NC_036850.1_1552185	0.031323	0	0.0799419
NC_036850.1	1568258	NC_036850.1_1568258	0.0116726	0.00254471	0.0672955
NC_036850.1	1652015	NC_036850.1_1652015	0	0.016182	0
NC_036850.1	1652083	NC_036850.1_1652083	0	0.011485	0
NC_036850.1	1652103	NC_036850.1_1652103	0	0.016182	0
NC_036850.1	1652174	NC_036850.1_1652174	0	0.00924415	0
NC_036850.1	1652175	NC_036850.1_1652175	0.000894553	0.0214154	0
NC_036850.1	1652176	NC_036850.1_1652176	0	0.0191564	0
NC_036850.1	1652177	NC_036850.1_1652177	0	0.0139181	0
